item_id,material,share
c19bb1188b7d,cotton,0.5
a0cb588e8502,polyester,0.5
a0cb588e8502,technical,0.5
712334d86dbb,polyester,1.0
1529dbdb91ff,wool,0.425532
1529dbdb91ff,polyester,0.425532
1529dbdb91ff,nylon,0.148936
b6fbd8219be0,polyester,0.740741
b6fbd8219be0,viscose,0.244444
b6fbd8219be0,elastane,0.014815
3ad8c70ce20b,polyester,0.95
3ad8c70ce20b,elastane,0.05
a6c043e46b83,viscose,1.0
9c3319b72443,polyester,1.0
2d902c5f4bf2,nylon,0.510638
2d902c5f4bf2,elastane,0.021277
2d902c5f4bf2,polyester,0.468085
4bab40744d35,nylon,0.7
4bab40744d35,elastane,0.3
c9e4d4b966a3,polyester,0.323077
c9e4d4b966a3,viscose,0.676923
5c8f51c31c2d,cotton,1.0
6ca8b82c03fb,polyester,0.5
6ca8b82c03fb,technical,0.5
dc801923f26e,polyester,0.95
dc801923f26e,elastane,0.05
041f1ea8be4d,polyester,1.0
e010a7a86c59,polyester,0.333333
e010a7a86c59,viscose,0.333333
e010a7a86c59,technical,0.333333
71fb923515a3,cotton,1.0
e5e667310138,wool,1.0
110ba304cdd7,nylon,0.926316
110ba304cdd7,elastane,0.073684
cdcad4670f2c,polyester,1.0
61f5b4f7637d,cotton,0.6
61f5b4f7637d,polyester,0.4
53cec22be128,polyester,1.0
c14ba56cc30d,other,0.62
c14ba56cc30d,nylon,0.28
c14ba56cc30d,wool,0.08
c14ba56cc30d,elastane,0.02
bf679c210ef1,polyester,1.0
2d409b686866,viscose,0.78
2d409b686866,nylon,0.22
adc34ecc4d43,polyester,0.5
adc34ecc4d43,technical,0.5
e0371817dafc,wool,0.59
e0371817dafc,cotton,0.41
8fd2fb7bf613,leather,0.333333
8fd2fb7bf613,polyester,0.666667
783c47bde97c,other,0.52
783c47bde97c,nylon,0.27
783c47bde97c,polyester,0.12
783c47bde97c,elastane,0.06
783c47bde97c,wool,0.03
4f4e7a6a91f5,other,0.58
4f4e7a6a91f5,nylon,0.37
4f4e7a6a91f5,wool,0.05
50322d7dab6e,viscose,1.0
a5908c7af2d9,polyester,1.0
37cc702782f7,polyester,1.0
9cdc16d2a167,cotton,1.0
514089a43814,polyester,0.645161
514089a43814,viscose,0.354839
6350465bc573,viscose,1.0
46d2ba694774,linen,1.0
8ad84f470576,viscose,1.0
d54235a96e1f,viscose,1.0
b1ed06ae6570,polyester,0.323077
b1ed06ae6570,viscose,0.676923
0af248573dfb,elastane,0.02
0af248573dfb,denim,0.98
d47dbe0028ca,leather,0.333333
d47dbe0028ca,other,0.666667
c7af12760953,cotton,1.0
e9a63779ebe8,viscose,1.0
9ad15925567b,viscose,0.5
9ad15925567b,polyester,0.5
9cf69b1d9e39,polyester,0.5
9cf69b1d9e39,viscose,0.5
039b93937dc6,leather,0.333333
039b93937dc6,other,0.666667
d59312f91c99,cotton,1.0
ed3f4cbdebb7,wool,1.0
277754f25915,viscose,1.0
774c6bdf2710,leather,0.333333
774c6bdf2710,polyester,0.333333
774c6bdf2710,other,0.333333
554b8dffb2a4,polyester,0.980392
554b8dffb2a4,elastane,0.019608
bf1d8fc6d117,wool,0.694444
bf1d8fc6d117,other,0.305556
ee066f266629,cotton,1.0
ff7be941a5c3,other,0.62
ff7be941a5c3,nylon,0.28
ff7be941a5c3,wool,0.08
ff7be941a5c3,elastane,0.02
2a53cdc6a342,cotton,0.95
2a53cdc6a342,elastane,0.05
75554054b12a,viscose,1.0
8adef488624b,polyester,0.94
8adef488624b,elastane,0.06
019bc925e617,denim,1.0
e338b01c2218,polyester,0.333333
e338b01c2218,leather,0.333333
e338b01c2218,other,0.333333
2b31c6a2d8cd,other,0.52
2b31c6a2d8cd,nylon,0.27
2b31c6a2d8cd,polyester,0.11
2b31c6a2d8cd,elastane,0.07
2b31c6a2d8cd,wool,0.03
aa9242611220,nylon,0.88
aa9242611220,elastane,0.12
a1e5143d4aae,viscose,1.0
ea3f8b4af9a1,leather,0.333333
ea3f8b4af9a1,other,0.666667
443b62a5d139,leather,0.333333
443b62a5d139,other,0.666667
fe2d5759d0c9,cotton,1.0
c0785bab664b,polyester,1.0
78b5c7b9907f,polyester,0.5
78b5c7b9907f,technical,0.5
a1dc04844f6c,other,0.5
a1dc04844f6c,polyester,0.5
672a24f49160,polyester,0.970874
672a24f49160,elastane,0.029126
c0cea7088608,other,0.5
c0cea7088608,wool,0.5
eda47dae975b,polyester,0.68
eda47dae975b,viscose,0.28
eda47dae975b,elastane,0.04
24467c749bc1,nylon,0.485294
24467c749bc1,wool,0.470588
24467c749bc1,elastane,0.044118
5cc2fd278268,viscose,1.0
02006dc086fd,polyester,0.74
02006dc086fd,viscose,0.22
02006dc086fd,elastane,0.04
1a749361e227,polyester,1.0
a0dacf53320c,polyester,1.0
a9049099aa70,viscose,1.0
a79122b16f89,viscose,0.5
a79122b16f89,polyester,0.5
5990d727d632,other,0.8
5990d727d632,polyester,0.2
d7d8c9bf3bff,leather,0.333333
d7d8c9bf3bff,polyester,0.333333
d7d8c9bf3bff,other,0.333333
f33aa173253c,polyester,1.0
7c6fd9cfd816,cotton,1.0
120d485f18b8,polyester,1.0
e12f926a57be,viscose,0.4
e12f926a57be,other,0.4
e12f926a57be,nylon,0.2
6d39e9f2cf92,cotton,1.0
4dd0e9b636e1,viscose,1.0
23ed927672ea,polyester,1.0
565c0803a818,viscose,1.0
2f01ab53148b,cotton,0.5
2f01ab53148b,polyester,0.5
e954166f1daa,viscose,0.65
e954166f1daa,nylon,0.35
eeab7e6515ee,nylon,0.68
eeab7e6515ee,elastane,0.32
d8879fb3b10e,elastane,0.02
d8879fb3b10e,denim,0.98
79b3274d587d,leather,0.333333
79b3274d587d,other,0.333333
79b3274d587d,polyester,0.333333
0e2cdd95d9f8,cotton,0.95
0e2cdd95d9f8,elastane,0.05
a540a3649088,cotton,0.74
a540a3649088,polyester,0.23
a540a3649088,viscose,0.03
65731aece561,polyester,0.5
65731aece561,elastane,0.5
c1f2e3862948,cotton,1.0
e21d290de8c3,leather,0.5
e21d290de8c3,technical,0.5
8f3fd1882ffb,polyester,1.0
6196c316b4ad,leather,0.5
6196c316b4ad,other,0.5
a933fde569c8,cotton,1.0
c0e83aad57b9,polyester,0.39
c0e83aad57b9,elastane,0.02
c0e83aad57b9,denim,0.59
1a246c49c420,cotton,0.77
1a246c49c420,nylon,0.2
1a246c49c420,elastane,0.03
43d0fe380b7d,cotton,1.0
04817f23573e,polyester,0.787402
04817f23573e,other,0.212598
ccd7c8601e41,cotton,0.95
ccd7c8601e41,elastane,0.05
316e5ed4c7ae,leather,0.5
316e5ed4c7ae,polyester,0.5
ce5a7126f867,polyester,0.5
ce5a7126f867,technical,0.5
626eae14a03e,polyester,0.99
626eae14a03e,elastane,0.01
25de97825f0f,technical,0.5
25de97825f0f,polyester,0.5
2e05b86d9c5f,cotton,0.7
2e05b86d9c5f,polyester,0.27
2e05b86d9c5f,elastane,0.03
ea7178488e70,cotton,0.97
ea7178488e70,elastane,0.03
c10ce1821d76,cotton,0.95
c10ce1821d76,elastane,0.05
7e92337574a5,cotton,0.67
7e92337574a5,polyester,0.31
7e92337574a5,elastane,0.02
fb7155f12ae9,nylon,0.454545
fb7155f12ae9,cotton,0.454545
fb7155f12ae9,elastane,0.090909
3388289734d5,polyester,0.5
3388289734d5,other,0.5
89e9fde37c26,viscose,0.7
89e9fde37c26,nylon,0.3
600c086c9283,polyester,0.5
600c086c9283,other,0.5
241949b16b5a,polyester,0.17
241949b16b5a,elastane,0.02
241949b16b5a,denim,0.81
4f91a490ea60,polyester,0.5
4f91a490ea60,technical,0.5
5271b0490889,cotton,1.0
c34e2218c1ea,polyester,1.0
cb366f4caf46,technical,0.333333
cb366f4caf46,other,0.333333
cb366f4caf46,polyester,0.333333
2708da09a1e9,cotton,0.5
2708da09a1e9,technical,0.5
5fd3ecb23571,cotton,0.7
5fd3ecb23571,polyester,0.27
5fd3ecb23571,elastane,0.03
f813656c2592,polyester,0.5
f813656c2592,technical,0.5
162144693cae,polyester,0.5
162144693cae,technical,0.5
611d7fe4859c,cotton,0.95
611d7fe4859c,elastane,0.05
3f162372a6f5,polyester,0.5
3f162372a6f5,technical,0.5
27222aca800a,polyester,1.0
3c92fefb1834,cotton,0.5
3c92fefb1834,viscose,0.5
9e511fcd0f50,elastane,0.01
9e511fcd0f50,denim,0.99
5b4bf80ca91c,polyester,0.33
5b4bf80ca91c,viscose,0.02
5b4bf80ca91c,elastane,0.01
5b4bf80ca91c,denim,0.64
3620639131e2,leather,0.5
3620639131e2,other,0.5
ea0d14809778,cotton,0.95
ea0d14809778,elastane,0.05
f00dd37b38bf,viscose,0.5
f00dd37b38bf,polyester,0.5
a6db5ed1215d,polyester,0.95
a6db5ed1215d,elastane,0.05
e93d459dc0bf,cotton,0.056604
e93d459dc0bf,polyester,0.471698
e93d459dc0bf,nylon,0.415094
e93d459dc0bf,elastane,0.056604
cd8befa3bbb0,other,0.333333
cd8befa3bbb0,cotton,0.333333
cd8befa3bbb0,leather,0.333333
f34a57578ee2,viscose,1.0
c613f211ae3a,other,0.333333
c613f211ae3a,polyester,0.333333
c613f211ae3a,leather,0.333333
447d7505ea61,viscose,1.0
02911c872b6b,viscose,0.59
02911c872b6b,cotton,0.41
3961b6e459e8,polyester,0.2
3961b6e459e8,elastane,0.02
3961b6e459e8,denim,0.78
2dc9e61936dc,cotton,0.7
2dc9e61936dc,polyester,0.27
2dc9e61936dc,elastane,0.03
753af8c2d94c,viscose,0.86
753af8c2d94c,polyester,0.12
753af8c2d94c,elastane,0.02
7afa702dfae4,cotton,1.0
050a99d73eba,polyester,1.0
a568adaee5f1,polyester,1.0
54071a2f02f6,viscose,1.0
7cba16c04ec9,leather,0.333333
7cba16c04ec9,other,0.666667
cb04bd13de4f,denim,1.0
7a17c718a447,viscose,0.29
7a17c718a447,cotton,0.7
7a17c718a447,elastane,0.01
86201623b95e,polyester,0.5
86201623b95e,viscose,0.33
86201623b95e,silk,0.12
86201623b95e,other,0.05
6cd04279fdd9,linen,1.0
b14a1dbc7927,nylon,0.465116
b14a1dbc7927,polyester,0.465116
b14a1dbc7927,elastane,0.069767
0c19e1c671a1,polyester,0.67
0c19e1c671a1,viscose,0.33
4b2c481530a1,polyester,0.7
4b2c481530a1,viscose,0.23
4b2c481530a1,elastane,0.07
c0222cb2c51d,denim,1.0
99858c5ce7b4,other,1.0
b7a81646bd3d,polyester,1.0
4fa9839c7326,cotton,0.6
4fa9839c7326,polyester,0.4
42d5585b5ac4,cotton,1.0
39f25bfb7876,cotton,0.5
39f25bfb7876,polyester,0.5
8e7a4608f76a,viscose,1.0
1a4d506bb9b4,polyester,0.5
1a4d506bb9b4,denim,0.5
919a360fcb20,cotton,0.5
919a360fcb20,leather,0.5
472642d1c66d,cotton,0.5
472642d1c66d,polyester,0.5
91754ad88c86,viscose,1.0
b8ae1e57b53b,other,0.37
b8ae1e57b53b,polyester,0.63
92a39d39963a,linen,1.0
a68b5e7fc173,linen,1.0
16c4f62706c2,polyester,0.5
16c4f62706c2,technical,0.5
13badf48b4b1,polyester,1.0
898724f680d8,cotton,1.0
a6dbe32d6c91,polyester,1.0
a2381be633fd,other,0.42
a2381be633fd,polyester,0.08
a2381be633fd,viscose,0.2
a2381be633fd,nylon,0.2
a2381be633fd,wool,0.085
a2381be633fd,cashmere,0.015
0c9d475d500a,cotton,0.5
0c9d475d500a,viscose,0.5
915345b5b0a0,cotton,0.94
915345b5b0a0,polyester,0.06
826be429d0e6,polyester,0.18
826be429d0e6,elastane,0.01
826be429d0e6,denim,0.81
4681a0e1eb2e,other,1.0
833d0a56e6e0,polyester,1.0
7ed9ffc4c566,polyester,1.0
78c6c1bcc6eb,polyester,1.0
668c0ac61e8f,polyester,1.0
5fc5709e619f,polyester,1.0
36eea09ee6b6,polyester,1.0
c7a55cbd8c81,polyester,1.0
fb5690416763,polyester,1.0
03628255b5a6,polyester,1.0
a4a498e6aebc,polyester,1.0
77954e267f5b,polyester,1.0
3460d79505d2,technical,0.333333
3460d79505d2,polyester,0.666667
f35661f9f675,polyester,1.0
d551efcf824f,viscose,1.0
11837367eaf8,other,1.0
a879508e8975,elastane,0.02
a879508e8975,denim,0.98
d8ea5cb91f4e,other,1.0
9a33705aab71,viscose,1.0
9449e9bc06d6,cotton,1.0
7e2fc2575f05,cotton,1.0
9ac0fdcf3796,viscose,0.95
9ac0fdcf3796,elastane,0.05
c5f1c86c5450,nylon,0.895
c5f1c86c5450,elastane,0.105
e2d5df572b39,technical,0.333333
e2d5df572b39,other,0.333333
e2d5df572b39,leather,0.333333
31ce2545f72c,viscose,0.25
31ce2545f72c,cotton,0.25
31ce2545f72c,polyester,0.5
31cff3e45f31,leather,0.25
31cff3e45f31,cotton,0.25
31cff3e45f31,polyester,0.25
31cff3e45f31,other,0.25
a55580c0aed8,nylon,0.435
a55580c0aed8,elastane,0.065
a55580c0aed8,polyester,0.5
e69850ae5424,technical,0.333333
e69850ae5424,polyester,0.666667
cd095d8b21dc,other,1.0
0280d18817c3,cotton,0.6
0280d18817c3,other,0.4
cf5e7890b401,polyester,0.865
cf5e7890b401,elastane,0.135
dc3dd5802b8c,viscose,1.0
de3a8f3cb261,polyester,0.5
de3a8f3cb261,nylon,0.435
de3a8f3cb261,elastane,0.065
578c64c33164,polyester,0.07
578c64c33164,elastane,0.03
578c64c33164,denim,0.9
63d0ded953cf,viscose,1.0
516513679bd4,cotton,0.333333
516513679bd4,leather,0.333333
516513679bd4,other,0.333333
fea128a578db,nylon,0.915
fea128a578db,elastane,0.085
72bffd36f730,polyester,0.78
72bffd36f730,viscose,0.21
72bffd36f730,elastane,0.01
7eb9f34650d4,nylon,0.36
7eb9f34650d4,elastane,0.14
7eb9f34650d4,polyester,0.5
9a4f44613e9a,polyester,0.95
9a4f44613e9a,elastane,0.05
ef8946d094ee,nylon,0.88
ef8946d094ee,elastane,0.12
49150600b145,cotton,1.0
b0038aa03659,viscose,0.78
b0038aa03659,polyester,0.19
b0038aa03659,elastane,0.03
eb1bb4affba9,polyester,1.0
d70460df3a32,cotton,1.0
f460b50df5ee,viscose,1.0
cfc6b8fe79b2,cotton,1.0
97481d699a60,cotton,0.78
97481d699a60,polyester,0.18
97481d699a60,viscose,0.04
559b2eac426d,linen,1.0
332ab5598195,viscose,0.855
332ab5598195,polyester,0.145
35515abc11ef,polyester,0.473333
35515abc11ef,viscose,0.01
35515abc11ef,denim,0.516667
b47aa8a6e427,polyester,1.0
0f440e19d5cd,polyester,1.0
dd5873bbffc6,polyester,1.0
4c64a3683909,polyester,1.0
4a973f1cf8d1,polyester,1.0
1869eacc1617,polyester,1.0
291b9abbd62b,polyester,1.0
176ecf0a13c3,polyester,1.0
302c2a80d275,polyester,1.0
ad1d010a63e7,polyester,1.0
236932e098e1,polyester,1.0
aae2bc9b7ff9,viscose,0.78
aae2bc9b7ff9,polyester,0.19
aae2bc9b7ff9,elastane,0.03
1b57acaae79b,cotton,0.8
1b57acaae79b,polyester,0.19
1b57acaae79b,viscose,0.01
9e317d361d7e,polyester,0.96
9e317d361d7e,elastane,0.04
6c339cc93e74,linen,0.52
6c339cc93e74,viscose,0.48
df605dc2eda2,leather,0.5
df605dc2eda2,other,0.5
27a7591502ac,other,0.1
27a7591502ac,elastane,0.05
27a7591502ac,denim,0.85
84a4d034a149,cotton,1.0
b9ed6ddbede8,polyester,1.0
e4c8e0705057,polyester,0.33
e4c8e0705057,viscose,0.02
e4c8e0705057,elastane,0.01
e4c8e0705057,denim,0.64
5ded48a74be9,viscose,1.0
fbe27ed08903,polyester,0.5
fbe27ed08903,viscose,0.5
074a1188b305,linen,1.0
d0a2b140e4ac,other,1.0
078826ad81ef,wool,0.68
078826ad81ef,nylon,0.27
078826ad81ef,elastane,0.05
7fbec1b2c00f,cotton,1.0
2153b15d9c04,cotton,0.56
2153b15d9c04,viscose,0.44
d3dc5ab5c6cb,cotton,1.0
3a3f5a2d20cd,cotton,0.5
3a3f5a2d20cd,viscose,0.5
b09ed0210077,technical,0.333333
b09ed0210077,polyester,0.666667
6569b508acff,cotton,1.0
cdfefa15c312,other,0.9
cdfefa15c312,wool,0.1
9cb296727592,viscose,0.72
9cb296727592,polyester,0.28
84265040158d,viscose,1.0
834e4662f8a1,viscose,1.0
a15ae6c1c9f6,technical,0.25
a15ae6c1c9f6,cotton,0.25
a15ae6c1c9f6,polyester,0.25
a15ae6c1c9f6,other,0.25
eb1dec23b0c9,cotton,0.98
eb1dec23b0c9,viscose,0.02
b4ee9109d793,polyester,1.0
4d773bb010f6,cotton,0.6
4d773bb010f6,polyester,0.4
9205d6165716,cotton,0.5
9205d6165716,polyester,0.5
d1856924a2df,viscose,0.73
d1856924a2df,linen,0.27
dfe16ab08ebc,polyester,0.97
dfe16ab08ebc,elastane,0.03
eb1b64f42b12,other,1.0
467adcb443c7,polyester,0.57
467adcb443c7,other,0.43
7fe82c2475d7,other,1.0
33197e69603e,polyester,0.333333
33197e69603e,other,0.333333
33197e69603e,technical,0.333333
9cce542601ed,polyester,1.0
b6ef3c1a2c39,polyester,1.0
ab4a308cf75d,polyester,1.0
6c7bb2acc09f,polyester,1.0
2f11d3122424,polyester,1.0
8199a879bc3a,polyester,1.0
9c96aeb7ed7b,polyester,1.0
9b2d09d2a9cc,polyester,1.0
fcd9427a4b75,polyester,1.0
8eb330039379,cotton,1.0
ba61204e6e78,cotton,0.6
ba61204e6e78,polyester,0.4
bb52d986c165,linen,1.0
f728d565e332,cotton,1.0
6ad246023520,other,1.0
6ffeae88479b,linen,1.0
080f0d621e0b,polyester,0.5
080f0d621e0b,technical,0.5
956c6b421551,viscose,1.0
3ca439516a8e,polyester,0.333333
3ca439516a8e,nylon,0.54
3ca439516a8e,elastane,0.126667
a23381cf223f,polyester,0.333333
a23381cf223f,nylon,0.54
a23381cf223f,elastane,0.126667
f469651455bf,polyester,0.333333
f469651455bf,nylon,0.54
f469651455bf,elastane,0.126667
d8e29aec5ba4,polyester,1.0
77c52c1e6237,nylon,0.435
77c52c1e6237,elastane,0.065
77c52c1e6237,polyester,0.5
b95620165a21,leather,1.0
9e1904282817,polyester,0.333333
9e1904282817,nylon,0.54
9e1904282817,elastane,0.126667
1a7a301e08d4,linen,1.0
5b945046ada6,polyester,0.333333
5b945046ada6,nylon,0.54
5b945046ada6,elastane,0.126667
68d1a7566fdc,other,0.333333
68d1a7566fdc,technical,0.333333
68d1a7566fdc,polyester,0.266667
68d1a7566fdc,cotton,0.066667
905f4cbbe574,viscose,1.0
596f43fed7fa,polyester,0.333333
596f43fed7fa,nylon,0.54
596f43fed7fa,elastane,0.126667
684631784bd8,cotton,0.5
684631784bd8,other,0.5
6dd0be1adca7,polyester,0.333333
6dd0be1adca7,nylon,0.54
6dd0be1adca7,elastane,0.126667
61f32f8f62de,polyester,0.945
61f32f8f62de,elastane,0.055
c731ae51352a,cotton,1.0
4cfa5194f0bd,cotton,0.95
4cfa5194f0bd,elastane,0.05
3689ede368d5,nylon,0.76
3689ede368d5,elastane,0.24
a3443414e527,cotton,0.7
a3443414e527,polyester,0.25
a3443414e527,elastane,0.05
b040ce8f53f9,other,0.5
b040ce8f53f9,leather,0.5
b8be2d94c86d,polyester,0.945
b8be2d94c86d,elastane,0.055
a7e57eb08009,polyester,0.09
a7e57eb08009,elastane,0.03
a7e57eb08009,denim,0.88
68c7c60f07cd,cashmere,1.0
fed5b33684c4,polyester,0.5
fed5b33684c4,nylon,0.485
fed5b33684c4,elastane,0.015
12ac31c4948b,viscose,1.0
45ea5885f699,cotton,0.75
45ea5885f699,viscose,0.2
45ea5885f699,elastane,0.05
a305b0321055,polyester,0.666667
a305b0321055,technical,0.333333
c1c1c7b2095a,viscose,1.0
7dbe601ea528,polyester,0.666667
7dbe601ea528,technical,0.333333
1492e7d8dad6,cotton,0.5
1492e7d8dad6,polyester,0.5
36d3bf6aa0cd,polyester,0.22
36d3bf6aa0cd,elastane,0.01
36d3bf6aa0cd,denim,0.77
1cdcb45a536a,cotton,0.333333
1cdcb45a536a,polyester,0.666667
153eae0d9081,polyester,0.84
153eae0d9081,viscose,0.16
dec725ebf48d,polyester,0.22
dec725ebf48d,elastane,0.01
dec725ebf48d,denim,0.77
ee4c620de27a,viscose,1.0
51cdaf49c6cb,other,1.0
1c4acb3ed286,cotton,0.95
1c4acb3ed286,elastane,0.05
9ad73277f838,polyester,0.22
9ad73277f838,elastane,0.01
9ad73277f838,denim,0.77
abc30ddafab5,denim,1.0
459a036e65a5,elastane,0.02
459a036e65a5,denim,0.98
24e8191a5e3a,denim,1.0
c8319d81751a,polyester,0.945
c8319d81751a,elastane,0.055
e9359eed5766,viscose,1.0
78a8390547cd,linen,1.0
51165bef1c17,denim,1.0
8f2e86fe41d8,denim,1.0
a5f5b9312a01,nylon,0.38
a5f5b9312a01,elastane,0.12
a5f5b9312a01,polyester,0.5
e61789c11e06,polyester,0.84
e61789c11e06,viscose,0.16
99d46085e38f,polyester,0.22
99d46085e38f,elastane,0.01
99d46085e38f,denim,0.77
fbb7aca6f064,polyester,0.95
fbb7aca6f064,elastane,0.05
8849d9bd3b58,denim,1.0
23eaf5d13643,cotton,0.79
23eaf5d13643,nylon,0.2
23eaf5d13643,elastane,0.01
b5a4816d7b9f,polyester,0.17
b5a4816d7b9f,elastane,0.01
b5a4816d7b9f,denim,0.82
b89925688a3f,polyester,0.473333
b89925688a3f,viscose,0.01
b89925688a3f,denim,0.516667
579554dc3d56,polyester,1.0
79d8184e283b,viscose,1.0
2c8b12d0dae8,cashmere,1.0
307db2136e6b,polyester,0.92
307db2136e6b,elastane,0.08
c01d067c1f76,cotton,1.0
6d9987e587c4,cotton,0.6
6d9987e587c4,polyester,0.4
e5e8bc102439,polyester,1.0
965afc85f169,cotton,0.78
965afc85f169,polyester,0.21
965afc85f169,elastane,0.01
bea3d625aca9,polyester,1.0
49190db3bd29,other,0.539326
49190db3bd29,nylon,0.292135
49190db3bd29,wool,0.168539
c603cea250ad,cotton,0.6
c603cea250ad,polyester,0.4
609041a1efbd,cotton,0.54
609041a1efbd,polyester,0.36
609041a1efbd,elastane,0.1
08c4b99106b3,cotton,1.0
e70a69927cd5,cotton,0.6
e70a69927cd5,other,0.4
1aeeb9049b91,cotton,0.97
1aeeb9049b91,elastane,0.03
e2f88af99b07,cotton,1.0
63df94d1ca78,cotton,0.97
63df94d1ca78,elastane,0.03
13f27267f093,cotton,0.56
13f27267f093,polyester,0.23
13f27267f093,other,0.19
13f27267f093,elastane,0.02
e134a6a49c54,cotton,1.0
6c6258c952cf,cotton,0.68
6c6258c952cf,polyester,0.17
6c6258c952cf,nylon,0.15
91505ebd3cb2,cotton,1.0
26ce8599ac70,cotton,0.98
26ce8599ac70,elastane,0.02
cc5dbb9f66be,viscose,0.5
cc5dbb9f66be,polyester,0.27
cc5dbb9f66be,nylon,0.23
e7b39044c9c4,polyester,0.95
e7b39044c9c4,elastane,0.05
d47f77397df4,cotton,0.97
d47f77397df4,elastane,0.03
51ae40226f34,polyester,1.0
0a9dd51b32bc,polyester,1.0
bb6bd53439c6,nylon,1.0
8b18c173c474,viscose,1.0
971bcb91cf7b,nylon,1.0
3532f39c3bbf,cotton,0.6
3532f39c3bbf,polyester,0.4
5ba2f92d1c20,cotton,1.0
1dcf6455d234,viscose,0.54
1dcf6455d234,polyester,0.42
1dcf6455d234,elastane,0.04
0f773ca5864d,linen,0.275
0f773ca5864d,cotton,0.225
0f773ca5864d,polyester,0.5
c2fa1fd53b6c,viscose,1.0
bfeea7af4f43,cotton,0.6
bfeea7af4f43,polyester,0.4
820937bee84c,cotton,1.0
d758a09f3b57,polyester,1.0
d73a4f98da7a,cotton,0.6
d73a4f98da7a,viscose,0.4
f1592437a4e1,cotton,0.95
f1592437a4e1,elastane,0.05
3961e96ea11f,viscose,1.0
d6f7c7e80ab7,nylon,0.9
d6f7c7e80ab7,elastane,0.1
c3618f5328c3,nylon,0.67
c3618f5328c3,polyester,0.21
c3618f5328c3,other,0.09
c3618f5328c3,elastane,0.03
f7c1afdbfa48,cotton,0.95
f7c1afdbfa48,elastane,0.05
3cd7ec4b80e4,cotton,0.95
3cd7ec4b80e4,elastane,0.05
7435d2a43171,cotton,1.0
6fb28d49b6d3,cotton,0.75
6fb28d49b6d3,viscose,0.2
6fb28d49b6d3,elastane,0.05
61a546bb8a7d,nylon,1.0
6fe1e3822eba,nylon,0.82
6fe1e3822eba,elastane,0.18
b01465bf9706,cotton,0.5
b01465bf9706,viscose,0.5
b61f529c2ddb,nylon,1.0
aae839cf6fa6,cotton,0.95
aae839cf6fa6,elastane,0.05
a79cff9e1e75,cotton,0.77
a79cff9e1e75,nylon,0.2
a79cff9e1e75,elastane,0.03
a7410218fd1f,viscose,1.0
2b668a67394a,cotton,0.95
2b668a67394a,elastane,0.05
5c1ab6a09258,cotton,0.95
5c1ab6a09258,elastane,0.05
24d59a516a7f,viscose,1.0
6b513bee2995,cotton,0.95
6b513bee2995,elastane,0.05
8266cd83d01f,other,0.75
8266cd83d01f,nylon,0.22
8266cd83d01f,elastane,0.03
b456715e06f5,cotton,0.77
b456715e06f5,elastane,0.035
b456715e06f5,viscose,0.155
b456715e06f5,polyester,0.04
14c919c29c5e,nylon,0.91
14c919c29c5e,elastane,0.09
3088e27d92b7,other,1.0
32fe384335e7,other,0.75
32fe384335e7,nylon,0.22
32fe384335e7,elastane,0.03
af83f1a4d7aa,elastane,0.045
af83f1a4d7aa,polyester,0.03
af83f1a4d7aa,denim,0.925
0f49280628df,other,1.0
d1b1eedd8f35,cotton,0.95
d1b1eedd8f35,elastane,0.05
a70ff9b63835,cotton,0.5
a70ff9b63835,viscose,0.5
c17e542a14f5,nylon,0.86
c17e542a14f5,elastane,0.14
2793dc3fb8e9,nylon,0.82
2793dc3fb8e9,elastane,0.18
4140b9e27b01,viscose,0.5
4140b9e27b01,cotton,0.46
4140b9e27b01,elastane,0.04
90f1f190820c,polyester,0.64
90f1f190820c,viscose,0.33
90f1f190820c,elastane,0.03
e974a5a4da5b,polyester,1.0
b2681f30493c,polyester,1.0
8a3f3dc34b57,other,1.0
2e34c2312511,polyester,1.0
58c2eb12a448,polyester,1.0
57748e83c617,polyester,1.0
aa7d9e85624c,other,0.85
aa7d9e85624c,elastane,0.15
e0fbd70dc152,polyester,1.0
46ad6d54ccdf,polyester,0.970874
46ad6d54ccdf,elastane,0.029126
9952b21871be,polyester,1.0
fe0ffff7c289,denim,1.0
09ac983ebe49,polyester,1.0
0f34f5bbdd0d,polyester,1.0
b5bae6e875f5,technical,0.55
b5bae6e875f5,cotton,0.45
32d8de8d4381,leather,1.0
0633414b7f00,polyester,1.0
35b6ba851efb,other,1.0
26b13201298a,other,1.0
77ebcc4c4482,cotton,0.95
77ebcc4c4482,elastane,0.05
20b349622418,polyester,1.0
05459601f14d,polyester,1.0
b7e360acbe5a,polyester,1.0
d7cbcc1afa99,polyester,1.0
08830758a87e,polyester,1.0
f77adaec2ae6,polyester,1.0
fc628943342e,denim,1.0
7f31b77764fd,polyester,1.0
eab43b752d3e,polyester,1.0
eb497435678a,polyester,1.0
7843c42a4413,polyester,0.5
7843c42a4413,wool,0.5
ed7f56c551d7,polyester,0.96
ed7f56c551d7,elastane,0.04
a751422d7f22,polyester,0.95
a751422d7f22,elastane,0.05
3164308bcf8a,polyester,0.666667
3164308bcf8a,denim,0.333333
393887eadb23,polyester,0.97
393887eadb23,elastane,0.03
1a87f84c3624,polyester,1.0
aeaeb1a87b71,viscose,1.0
d8024e0732b0,cotton,1.0
17d981639c2c,polyester,0.41
17d981639c2c,elastane,0.005
17d981639c2c,denim,0.585
e6804a914f26,cotton,0.95
e6804a914f26,elastane,0.05
