strategy,date,equity
h2_nowcast_trends_monthly,2016-11-17,1.01286
h2_nowcast_trends_monthly,2016-11-18,1.01286
h2_nowcast_trends_monthly,2016-11-21,1.01286
h2_nowcast_trends_monthly,2016-11-22,1.01286
h2_nowcast_trends_monthly,2016-11-23,1.01286
h2_nowcast_trends_monthly,2016-11-24,1.01286
h2_nowcast_trends_monthly,2016-11-25,1.01286
h2_nowcast_trends_monthly,2016-11-28,1.01286
h2_nowcast_trends_monthly,2016-11-29,1.01286
h2_nowcast_trends_monthly,2016-11-30,1.01286
h2_nowcast_trends_monthly,2016-12-01,1.01286
h2_nowcast_trends_monthly,2016-12-02,1.01286
h2_nowcast_trends_monthly,2016-12-05,1.01286
h2_nowcast_trends_monthly,2016-12-06,1.01286
h2_nowcast_trends_monthly,2016-12-07,1.01286
h2_nowcast_trends_monthly,2016-12-08,1.01286
h2_nowcast_trends_monthly,2016-12-09,1.01286
h2_nowcast_trends_monthly,2016-12-12,1.01286
h2_nowcast_trends_monthly,2016-12-13,1.01286
h2_nowcast_trends_monthly,2016-12-14,1.01286
h2_nowcast_trends_monthly,2016-12-15,1.01286
h2_nowcast_trends_monthly,2016-12-16,1.01286
h2_nowcast_trends_monthly,2016-12-19,1.01286
h2_nowcast_trends_monthly,2016-12-20,1.01286
h2_nowcast_trends_monthly,2016-12-21,1.01286
h2_nowcast_trends_monthly,2016-12-22,1.01286
h2_nowcast_trends_monthly,2016-12-23,1.01286
h2_nowcast_trends_monthly,2016-12-26,1.01286
h2_nowcast_trends_monthly,2016-12-27,1.01286
h2_nowcast_trends_monthly,2016-12-28,1.01286
h2_nowcast_trends_monthly,2016-12-29,1.01286
h2_nowcast_trends_monthly,2016-12-30,1.01286
h2_nowcast_trends_monthly,2017-01-02,1.011936
h2_nowcast_trends_monthly,2017-01-03,1.012747
h2_nowcast_trends_monthly,2017-01-04,1.028282
h2_nowcast_trends_monthly,2017-01-05,1.028172
h2_nowcast_trends_monthly,2017-01-06,1.034504
h2_nowcast_trends_monthly,2017-01-09,1.038931
h2_nowcast_trends_monthly,2017-01-10,1.04025
h2_nowcast_trends_monthly,2017-01-11,1.031463
h2_nowcast_trends_monthly,2017-01-12,1.025872
h2_nowcast_trends_monthly,2017-01-13,1.029955
h2_nowcast_trends_monthly,2017-01-16,1.033991
h2_nowcast_trends_monthly,2017-01-17,1.025865
h2_nowcast_trends_monthly,2017-01-18,1.014734
h2_nowcast_trends_monthly,2017-01-19,1.011163
h2_nowcast_trends_monthly,2017-01-20,1.007911
h2_nowcast_trends_monthly,2017-01-23,1.004026
h2_nowcast_trends_monthly,2017-01-24,1.0106
h2_nowcast_trends_monthly,2017-01-25,0.994883
h2_nowcast_trends_monthly,2017-01-26,0.988884
h2_nowcast_trends_monthly,2017-01-27,0.994399
h2_nowcast_trends_monthly,2017-01-30,0.998858
h2_nowcast_trends_monthly,2017-01-31,1.000904
h2_nowcast_trends_monthly,2017-02-01,0.992809
h2_nowcast_trends_monthly,2017-02-02,0.98886
h2_nowcast_trends_monthly,2017-02-03,1.000996
h2_nowcast_trends_monthly,2017-02-06,1.002703
h2_nowcast_trends_monthly,2017-02-07,0.993339
h2_nowcast_trends_monthly,2017-02-08,0.993844
h2_nowcast_trends_monthly,2017-02-09,0.987985
h2_nowcast_trends_monthly,2017-02-10,0.987927
h2_nowcast_trends_monthly,2017-02-13,0.983709
h2_nowcast_trends_monthly,2017-02-14,0.990275
h2_nowcast_trends_monthly,2017-02-15,0.989142
h2_nowcast_trends_monthly,2017-02-16,0.996882
h2_nowcast_trends_monthly,2017-02-17,0.996841
h2_nowcast_trends_monthly,2017-02-20,0.990695
h2_nowcast_trends_monthly,2017-02-21,0.984817
h2_nowcast_trends_monthly,2017-02-22,1.023467
h2_nowcast_trends_monthly,2017-02-23,1.012392
h2_nowcast_trends_monthly,2017-02-24,1.016107
h2_nowcast_trends_monthly,2017-02-27,1.025271
h2_nowcast_trends_monthly,2017-02-28,1.028094
h2_nowcast_trends_monthly,2017-03-01,1.024288
h2_nowcast_trends_monthly,2017-03-02,1.027136
h2_nowcast_trends_monthly,2017-03-03,1.032129
h2_nowcast_trends_monthly,2017-03-06,1.031978
h2_nowcast_trends_monthly,2017-03-07,1.034507
h2_nowcast_trends_monthly,2017-03-08,1.02707
h2_nowcast_trends_monthly,2017-03-09,1.022527
h2_nowcast_trends_monthly,2017-03-10,1.012194
h2_nowcast_trends_monthly,2017-03-13,1.01441
h2_nowcast_trends_monthly,2017-03-14,1.015971
h2_nowcast_trends_monthly,2017-03-15,1.016993
h2_nowcast_trends_monthly,2017-03-16,1.016564
h2_nowcast_trends_monthly,2017-03-17,1.013975
h2_nowcast_trends_monthly,2017-03-20,1.007622
h2_nowcast_trends_monthly,2017-03-21,1.010711
h2_nowcast_trends_monthly,2017-03-22,1.01498
h2_nowcast_trends_monthly,2017-03-23,1.014046
h2_nowcast_trends_monthly,2017-03-24,1.014593
h2_nowcast_trends_monthly,2017-03-27,1.011368
h2_nowcast_trends_monthly,2017-03-28,1.006742
h2_nowcast_trends_monthly,2017-03-29,1.011238
h2_nowcast_trends_monthly,2017-03-30,1.01764
h2_nowcast_trends_monthly,2017-03-31,1.027924
h2_nowcast_trends_monthly,2017-04-03,1.036051
h2_nowcast_trends_monthly,2017-04-04,1.035528
h2_nowcast_trends_monthly,2017-04-05,1.037775
h2_nowcast_trends_monthly,2017-04-06,1.043742
h2_nowcast_trends_monthly,2017-04-07,1.041553
h2_nowcast_trends_monthly,2017-04-10,1.035697
h2_nowcast_trends_monthly,2017-04-11,1.028611
h2_nowcast_trends_monthly,2017-04-12,1.031018
h2_nowcast_trends_monthly,2017-04-13,1.035635
h2_nowcast_trends_monthly,2017-04-14,1.034932
h2_nowcast_trends_monthly,2017-04-17,1.038188
h2_nowcast_trends_monthly,2017-04-18,1.038552
h2_nowcast_trends_monthly,2017-04-19,1.03401
h2_nowcast_trends_monthly,2017-04-20,1.034617
h2_nowcast_trends_monthly,2017-04-21,1.044814
h2_nowcast_trends_monthly,2017-04-24,1.039875
h2_nowcast_trends_monthly,2017-04-25,1.037678
h2_nowcast_trends_monthly,2017-04-26,1.034253
h2_nowcast_trends_monthly,2017-04-27,1.034695
h2_nowcast_trends_monthly,2017-04-28,1.028956
h2_nowcast_trends_monthly,2017-05-01,1.024906
h2_nowcast_trends_monthly,2017-05-02,1.020634
h2_nowcast_trends_monthly,2017-05-03,1.01815
h2_nowcast_trends_monthly,2017-05-04,1.014689
h2_nowcast_trends_monthly,2017-05-05,1.009987
h2_nowcast_trends_monthly,2017-05-08,0.99966
h2_nowcast_trends_monthly,2017-05-09,1.001102
h2_nowcast_trends_monthly,2017-05-10,0.99059
h2_nowcast_trends_monthly,2017-05-11,0.988735
h2_nowcast_trends_monthly,2017-05-12,0.987517
h2_nowcast_trends_monthly,2017-05-15,0.975566
h2_nowcast_trends_monthly,2017-05-16,0.978983
h2_nowcast_trends_monthly,2017-05-17,0.994163
h2_nowcast_trends_monthly,2017-05-18,0.990549
h2_nowcast_trends_monthly,2017-05-19,0.990368
h2_nowcast_trends_monthly,2017-05-22,0.986034
h2_nowcast_trends_monthly,2017-05-23,0.987041
h2_nowcast_trends_monthly,2017-05-24,0.985162
h2_nowcast_trends_monthly,2017-05-25,0.981121
h2_nowcast_trends_monthly,2017-05-26,0.995541
h2_nowcast_trends_monthly,2017-05-29,0.999179
h2_nowcast_trends_monthly,2017-05-30,0.997495
h2_nowcast_trends_monthly,2017-05-31,0.988793
h2_nowcast_trends_monthly,2017-06-01,0.987738
h2_nowcast_trends_monthly,2017-06-02,0.985763
h2_nowcast_trends_monthly,2017-06-05,0.985763
h2_nowcast_trends_monthly,2017-06-06,0.985763
h2_nowcast_trends_monthly,2017-06-07,0.985763
h2_nowcast_trends_monthly,2017-06-08,0.985763
h2_nowcast_trends_monthly,2017-06-09,0.985763
h2_nowcast_trends_monthly,2017-06-12,0.985763
h2_nowcast_trends_monthly,2017-06-13,0.985763
h2_nowcast_trends_monthly,2017-06-14,0.985763
h2_nowcast_trends_monthly,2017-06-15,0.985763
h2_nowcast_trends_monthly,2017-06-16,0.985763
