date,term,term_type,material,value,known_date,value_yoy,value_z
2017-01-01,nylon jacket,material,nylon,1,2017-01-01,0.0,0.2952
2017-02-01,nylon jacket,material,nylon,1,2017-02-01,0.0,0.2889
2017-03-01,nylon jacket,material,nylon,1,2017-03-01,0.0,0.2831
2017-04-01,nylon jacket,material,nylon,1,2017-04-01,0.0,0.2776
2017-05-01,nylon jacket,material,nylon,1,2017-05-01,0.0,0.2724
2017-06-01,nylon jacket,material,nylon,1,2017-06-01,0.0,0.2674
2017-07-01,nylon jacket,material,nylon,1,2017-07-01,0.0,0.2628
2017-08-01,nylon jacket,material,nylon,1,2017-08-01,0.0,0.2583
2017-09-01,nylon jacket,material,nylon,1,2017-09-01,0.0,0.2541
2017-10-01,nylon jacket,material,nylon,1,2017-10-01,0.0,0.2501
2017-11-01,nylon jacket,material,nylon,1,2017-11-01,0.0,0.2463
2017-12-01,nylon jacket,material,nylon,1,2017-12-01,0.0,0.2426
2018-01-01,nylon jacket,material,nylon,1,2018-01-01,0.0,0.2391
2018-02-01,nylon jacket,material,nylon,1,2018-02-01,0.0,0.2391
2018-03-01,nylon jacket,material,nylon,1,2018-03-01,0.0,0.2391
2018-04-01,nylon jacket,material,nylon,1,2018-04-01,0.0,0.2391
2018-05-01,nylon jacket,material,nylon,1,2018-05-01,0.0,0.2391
2018-06-01,nylon jacket,material,nylon,1,2018-06-01,0.0,0.2391
2018-07-01,nylon jacket,material,nylon,1,2018-07-01,0.0,0.1667
2018-08-01,nylon jacket,material,nylon,1,2018-08-01,0.0,
2018-09-01,nylon jacket,material,nylon,1,2018-09-01,0.0,
2018-10-01,nylon jacket,material,nylon,1,2018-10-01,0.0,
2018-11-01,nylon jacket,material,nylon,1,2018-11-01,0.0,
2018-12-01,nylon jacket,material,nylon,1,2018-12-01,0.0,
2019-01-01,nylon jacket,material,nylon,1,2019-01-01,0.0,
2019-02-01,nylon jacket,material,nylon,1,2019-02-01,0.0,
2019-03-01,nylon jacket,material,nylon,1,2019-03-01,0.0,
2019-04-01,nylon jacket,material,nylon,1,2019-04-01,0.0,
2019-05-01,nylon jacket,material,nylon,1,2019-05-01,0.0,
2019-06-01,nylon jacket,material,nylon,1,2019-06-01,0.0,
2019-07-01,nylon jacket,material,nylon,1,2019-07-01,0.0,
2019-08-01,nylon jacket,material,nylon,1,2019-08-01,0.0,
2019-09-01,nylon jacket,material,nylon,1,2019-09-01,0.0,
2019-10-01,nylon jacket,material,nylon,1,2019-10-01,0.0,
2019-11-01,nylon jacket,material,nylon,1,2019-11-01,0.0,
2019-12-01,nylon jacket,material,nylon,1,2019-12-01,0.0,
2020-01-01,nylon jacket,material,nylon,1,2020-01-01,0.0,
2020-02-01,nylon jacket,material,nylon,1,2020-02-01,0.0,
2020-03-01,nylon jacket,material,nylon,1,2020-03-01,0.0,
2020-04-01,nylon jacket,material,nylon,1,2020-04-01,0.0,
2020-05-01,nylon jacket,material,nylon,1,2020-05-01,0.0,
2020-06-01,nylon jacket,material,nylon,1,2020-06-01,0.0,
2020-07-01,nylon jacket,material,nylon,1,2020-07-01,0.0,
2020-08-01,nylon jacket,material,nylon,1,2020-08-01,0.0,
2020-09-01,nylon jacket,material,nylon,1,2020-09-01,0.0,
2020-10-01,nylon jacket,material,nylon,1,2020-10-01,0.0,
2020-11-01,nylon jacket,material,nylon,1,2020-11-01,0.0,
2020-12-01,nylon jacket,material,nylon,1,2020-12-01,0.0,
2021-01-01,nylon jacket,material,nylon,1,2021-01-01,0.0,
2021-02-01,nylon jacket,material,nylon,1,2021-02-01,0.0,
2021-03-01,nylon jacket,material,nylon,1,2021-03-01,0.0,
2021-04-01,nylon jacket,material,nylon,1,2021-04-01,0.0,
2021-05-01,nylon jacket,material,nylon,1,2021-05-01,0.0,
2021-06-01,nylon jacket,material,nylon,0,2021-06-01,-0.6931,
2021-07-01,nylon jacket,material,nylon,1,2021-07-01,0.0,0.1667
2021-08-01,nylon jacket,material,nylon,1,2021-08-01,0.0,0.1667
2021-09-01,nylon jacket,material,nylon,1,2021-09-01,0.0,0.1667
2021-10-01,nylon jacket,material,nylon,1,2021-10-01,0.0,0.1667
2021-11-01,nylon jacket,material,nylon,1,2021-11-01,0.0,0.1667
2021-12-01,nylon jacket,material,nylon,1,2021-12-01,0.0,0.1667
2022-01-01,nylon jacket,material,nylon,1,2022-01-01,0.0,0.1667
2022-02-01,nylon jacket,material,nylon,1,2022-02-01,0.0,0.1667
2022-03-01,nylon jacket,material,nylon,1,2022-03-01,0.0,0.1667
2022-04-01,nylon jacket,material,nylon,1,2022-04-01,0.0,0.1667
2022-05-01,nylon jacket,material,nylon,1,2022-05-01,0.0,0.1667
2022-06-01,nylon jacket,material,nylon,1,2022-06-01,0.6931,0.1667
2022-07-01,nylon jacket,material,nylon,1,2022-07-01,0.0,0.1667
2022-08-01,nylon jacket,material,nylon,1,2022-08-01,0.0,0.1667
2022-09-01,nylon jacket,material,nylon,1,2022-09-01,0.0,0.1667
2022-10-01,nylon jacket,material,nylon,1,2022-10-01,0.0,0.1667
2022-11-01,nylon jacket,material,nylon,1,2022-11-01,0.0,0.1667
2022-12-01,nylon jacket,material,nylon,1,2022-12-01,0.0,0.1667
2023-01-01,nylon jacket,material,nylon,1,2023-01-01,0.0,0.1667
2023-02-01,nylon jacket,material,nylon,1,2023-02-01,0.0,0.1667
2023-03-01,nylon jacket,material,nylon,1,2023-03-01,0.0,0.1667
2023-04-01,nylon jacket,material,nylon,1,2023-04-01,0.0,0.1667
2023-05-01,nylon jacket,material,nylon,1,2023-05-01,0.0,0.1667
2023-06-01,nylon jacket,material,nylon,1,2023-06-01,0.0,0.1667
2023-07-01,nylon jacket,material,nylon,1,2023-07-01,0.0,0.1667
2023-08-01,nylon jacket,material,nylon,1,2023-08-01,0.0,0.1667
2023-09-01,nylon jacket,material,nylon,1,2023-09-01,0.0,0.1667
2023-10-01,nylon jacket,material,nylon,1,2023-10-01,0.0,0.1667
2023-11-01,nylon jacket,material,nylon,1,2023-11-01,0.0,0.1667
2023-12-01,nylon jacket,material,nylon,1,2023-12-01,0.0,0.1667
2024-01-01,nylon jacket,material,nylon,1,2024-01-01,0.0,0.1667
2024-02-01,nylon jacket,material,nylon,1,2024-02-01,0.0,0.1667
2024-03-01,nylon jacket,material,nylon,1,2024-03-01,0.0,0.1667
2024-04-01,nylon jacket,material,nylon,1,2024-04-01,0.0,0.1667
2024-05-01,nylon jacket,material,nylon,1,2024-05-01,0.0,0.1667
2024-06-01,nylon jacket,material,nylon,1,2024-06-01,0.0,0.1667
2024-07-01,nylon jacket,material,nylon,1,2024-07-01,0.0,
2024-08-01,nylon jacket,material,nylon,1,2024-08-01,0.0,
2024-09-01,nylon jacket,material,nylon,1,2024-09-01,0.0,
2024-10-01,nylon jacket,material,nylon,1,2024-10-01,0.0,
2024-11-01,nylon jacket,material,nylon,2,2024-11-01,0.6931,
2024-12-01,nylon jacket,material,nylon,2,2024-12-01,0.6931,5.8333
2025-01-01,nylon jacket,material,nylon,1,2025-01-01,0.0,-0.2391
2025-02-01,nylon jacket,material,nylon,1,2025-02-01,0.0,-0.2391
2025-03-01,nylon jacket,material,nylon,1,2025-03-01,0.0,-0.2391
2025-04-01,nylon jacket,material,nylon,1,2025-04-01,0.0,-0.2391
2025-05-01,nylon jacket,material,nylon,1,2025-05-01,0.0,-0.2391
2025-06-01,nylon jacket,material,nylon,1,2025-06-01,0.0,-0.2391
2025-07-01,nylon jacket,material,nylon,1,2025-07-01,0.0,-0.2391
2025-08-01,nylon jacket,material,nylon,1,2025-08-01,0.0,-0.2391
2025-09-01,nylon jacket,material,nylon,2,2025-09-01,0.6931,4.0654
2025-10-01,nylon jacket,material,nylon,2,2025-10-01,0.6931,3.2702
2025-11-01,nylon jacket,material,nylon,3,2025-11-01,0.4055,5.9263
2025-12-01,nylon jacket,material,nylon,2,2025-12-01,0.0,1.8634
2026-01-01,nylon jacket,material,nylon,2,2026-01-01,0.6931,1.7243
2026-02-01,nylon jacket,material,nylon,5,2026-02-01,1.6094,7.7943
2026-03-01,nylon jacket,material,nylon,7,2026-03-01,1.9459,7.1474
2026-04-01,nylon jacket,material,nylon,20,2026-04-01,2.9957,15.0338
2026-05-01,nylon jacket,material,nylon,20,2026-05-01,2.9957,5.419
2026-06-01,nylon jacket,material,nylon,5,2026-06-01,1.6094,0.5478
2026-07-01,nylon jacket,material,nylon,1,2026-07-01,0.0,-0.3727
2015-01-01,satin dress,material,polyester,2,2015-01-01,,
2015-02-01,satin dress,material,polyester,3,2015-02-01,,
2015-03-01,satin dress,material,polyester,2,2015-03-01,,
2015-04-01,satin dress,material,polyester,2,2015-04-01,,
2015-05-01,satin dress,material,polyester,2,2015-05-01,,
2015-06-01,satin dress,material,polyester,2,2015-06-01,,
2015-07-01,satin dress,material,polyester,2,2015-07-01,,
2015-08-01,satin dress,material,polyester,2,2015-08-01,,
2015-09-01,satin dress,material,polyester,2,2015-09-01,,
2015-10-01,satin dress,material,polyester,2,2015-10-01,,
2015-11-01,satin dress,material,polyester,2,2015-11-01,,
2015-12-01,satin dress,material,polyester,2,2015-12-01,,
2016-01-01,satin dress,material,polyester,3,2016-01-01,0.4055,
2016-02-01,satin dress,material,polyester,3,2016-02-01,0.0,
2016-03-01,satin dress,material,polyester,3,2016-03-01,0.4055,
2016-04-01,satin dress,material,polyester,3,2016-04-01,0.4055,
2016-05-01,satin dress,material,polyester,3,2016-05-01,0.4055,
2016-06-01,satin dress,material,polyester,3,2016-06-01,0.4055,
2016-07-01,satin dress,material,polyester,3,2016-07-01,0.4055,1.2182
2016-08-01,satin dress,material,polyester,3,2016-08-01,0.4055,1.1413
2016-09-01,satin dress,material,polyester,3,2016-09-01,0.4055,1.0775
2016-10-01,satin dress,material,polyester,3,2016-10-01,0.4055,1.0235
2016-11-01,satin dress,material,polyester,3,2016-11-01,0.4055,0.977
2016-12-01,satin dress,material,polyester,4,2016-12-01,0.6931,2.8943
2017-01-01,satin dress,material,polyester,4,2017-01-01,0.2877,2.4275
2017-02-01,satin dress,material,polyester,4,2017-02-01,0.2877,2.1327
2017-03-01,satin dress,material,polyester,4,2017-03-01,0.2877,1.9249
2017-04-01,satin dress,material,polyester,4,2017-04-01,0.2877,1.7683
2017-05-01,satin dress,material,polyester,3,2017-05-01,0.0,0.2903
2017-06-01,satin dress,material,polyester,3,2017-06-01,0.0,0.285
2017-07-01,satin dress,material,polyester,3,2017-07-01,0.0,0.28
2017-08-01,satin dress,material,polyester,3,2017-08-01,0.0,0.2752
2017-09-01,satin dress,material,polyester,4,2017-09-01,0.2877,1.7143
2017-10-01,satin dress,material,polyester,4,2017-10-01,0.2877,1.6163
2017-11-01,satin dress,material,polyester,4,2017-11-01,0.2877,1.5335
2017-12-01,satin dress,material,polyester,4,2017-12-01,0.0,1.4623
2018-01-01,satin dress,material,polyester,4,2018-01-01,0.0,1.4003
2018-02-01,satin dress,material,polyester,4,2018-02-01,0.0,1.3229
2018-03-01,satin dress,material,polyester,5,2018-03-01,0.2231,2.5478
2018-04-01,satin dress,material,polyester,4,2018-04-01,0.0,1.0835
2018-05-01,satin dress,material,polyester,5,2018-05-01,0.5108,2.2616
2018-06-01,satin dress,material,polyester,4,2018-06-01,0.2877,0.8919
2018-07-01,satin dress,material,polyester,4,2018-07-01,0.2877,0.845
2018-08-01,satin dress,material,polyester,5,2018-08-01,0.5108,2.0529
2018-09-01,satin dress,material,polyester,5,2018-09-01,0.2231,1.9236
2018-10-01,satin dress,material,polyester,5,2018-10-01,0.2231,1.8172
2018-11-01,satin dress,material,polyester,5,2018-11-01,0.2231,1.7301
2018-12-01,satin dress,material,polyester,5,2018-12-01,0.2231,1.6604
2019-01-01,satin dress,material,polyester,5,2019-01-01,0.2231,1.6079
2019-02-01,satin dress,material,polyester,6,2019-02-01,0.4055,2.7972
2019-03-01,satin dress,material,polyester,6,2019-03-01,0.1823,2.4775
2019-04-01,satin dress,material,polyester,6,2019-04-01,0.4055,2.2361
2019-05-01,satin dress,material,polyester,6,2019-05-01,0.1823,2.0448
2019-06-01,satin dress,material,polyester,6,2019-06-01,0.4055,1.8881
2019-07-01,satin dress,material,polyester,6,2019-07-01,0.4055,1.7563
2019-08-01,satin dress,material,polyester,6,2019-08-01,0.1823,1.6434
2019-09-01,satin dress,material,polyester,7,2019-09-01,0.3365,2.5211
2019-10-01,satin dress,material,polyester,7,2019-10-01,0.3365,2.285
2019-11-01,satin dress,material,polyester,7,2019-11-01,0.3365,2.0986
2019-12-01,satin dress,material,polyester,6,2019-12-01,0.1823,1.0816
2020-01-01,satin dress,material,polyester,7,2020-01-01,0.3365,1.881
2020-02-01,satin dress,material,polyester,7,2020-02-01,0.1542,1.7394
2020-03-01,satin dress,material,polyester,5,2020-03-01,-0.1823,0.0222
2020-04-01,satin dress,material,polyester,4,2020-04-01,-0.4055,-0.8051
2020-05-01,satin dress,material,polyester,4,2020-05-01,-0.4055,-0.8051
2020-06-01,satin dress,material,polyester,5,2020-06-01,-0.1823,-0.023
2020-07-01,satin dress,material,polyester,6,2020-07-01,0.0,0.7931
2020-08-01,satin dress,material,polyester,6,2020-08-01,0.0,0.7518
2020-09-01,satin dress,material,polyester,6,2020-09-01,-0.1542,0.7128
2020-10-01,satin dress,material,polyester,6,2020-10-01,-0.1542,0.6697
2020-11-01,satin dress,material,polyester,5,2020-11-01,-0.3365,-0.3546
2020-12-01,satin dress,material,polyester,6,2020-12-01,0.0,0.615
2021-01-01,satin dress,material,polyester,6,2021-01-01,-0.1542,0.5731
2021-02-01,satin dress,material,polyester,7,2021-02-01,0.0,1.5938
2021-03-01,satin dress,material,polyester,8,2021-03-01,0.47,2.5783
2021-04-01,satin dress,material,polyester,9,2021-04-01,0.8109,3.2867
2021-05-01,satin dress,material,polyester,11,2021-05-01,1.0116,4.652
2021-06-01,satin dress,material,polyester,10,2021-06-01,0.6931,2.8692
2021-07-01,satin dress,material,polyester,11,2021-07-01,0.6061,3.2092
2021-08-01,satin dress,material,polyester,11,2021-08-01,0.6061,2.7889
2021-09-01,satin dress,material,polyester,12,2021-09-01,0.6931,3.0082
2021-10-01,satin dress,material,polyester,13,2021-10-01,0.7732,3.1126
2021-11-01,satin dress,material,polyester,12,2021-11-01,0.8755,2.2494
2021-12-01,satin dress,material,polyester,11,2021-12-01,0.6061,1.6286
2022-01-01,satin dress,material,polyester,11,2022-01-01,0.6061,1.5224
2022-02-01,satin dress,material,polyester,12,2022-02-01,0.539,1.83
2022-03-01,satin dress,material,polyester,13,2022-03-01,0.4855,2.0817
2022-04-01,satin dress,material,polyester,14,2022-04-01,0.4418,2.2743
2022-05-01,satin dress,material,polyester,14,2022-05-01,0.2412,2.0642
2022-06-01,satin dress,material,polyester,13,2022-06-01,0.2624,1.5642
2022-07-01,satin dress,material,polyester,12,2022-07-01,0.087,1.1426
2022-08-01,satin dress,material,polyester,12,2022-08-01,0.087,1.0801
2022-09-01,satin dress,material,polyester,12,2022-09-01,0.0,1.0216
2022-10-01,satin dress,material,polyester,11,2022-10-01,-0.1671,0.6544
2022-11-01,satin dress,material,polyester,10,2022-11-01,-0.1823,0.3053
2022-12-01,satin dress,material,polyester,9,2022-12-01,-0.2007,-0.0351
2023-01-01,satin dress,material,polyester,11,2023-01-01,0.0,0.5779
2023-02-01,satin dress,material,polyester,11,2023-02-01,-0.087,0.5439
2023-03-01,satin dress,material,polyester,12,2023-03-01,-0.08,0.8328
2023-04-01,satin dress,material,polyester,12,2023-04-01,-0.1542,0.7869
2023-05-01,satin dress,material,polyester,12,2023-05-01,-0.1542,0.7463
2023-06-01,satin dress,material,polyester,12,2023-06-01,-0.08,0.7081
2023-07-01,satin dress,material,polyester,11,2023-07-01,-0.087,0.286
2023-08-01,satin dress,material,polyester,11,2023-08-01,-0.087,0.2423
2023-09-01,satin dress,material,polyester,12,2023-09-01,0.0,0.6113
2023-10-01,satin dress,material,polyester,11,2023-10-01,0.0,0.1334
2023-11-01,satin dress,material,polyester,11,2023-11-01,0.0953,0.0777
2023-12-01,satin dress,material,polyester,10,2023-12-01,0.1054,-0.527
2024-01-01,satin dress,material,polyester,11,2024-01-01,0.0,-0.0652
2024-02-01,satin dress,material,polyester,11,2024-02-01,0.0,-0.1711
2024-03-01,satin dress,material,polyester,14,2024-03-01,0.1542,2.0806
2024-04-01,satin dress,material,polyester,15,2024-04-01,0.2231,2.8772
2024-05-01,satin dress,material,polyester,13,2024-05-01,0.08,1.0355
2024-06-01,satin dress,material,polyester,13,2024-06-01,0.08,0.9817
2024-07-01,satin dress,material,polyester,12,2024-07-01,0.087,0.133
2024-08-01,satin dress,material,polyester,12,2024-08-01,0.087,0.1115
2024-09-01,satin dress,material,polyester,13,2024-09-01,0.08,0.8982
2024-10-01,satin dress,material,polyester,11,2024-10-01,0.0,-0.7329
2024-11-01,satin dress,material,polyester,11,2024-11-01,0.0,-0.6913
2024-12-01,satin dress,material,polyester,11,2024-12-01,0.0953,-0.6648
2025-01-01,satin dress,material,polyester,12,2025-01-01,0.087,0.133
2025-02-01,satin dress,material,polyester,12,2025-02-01,0.087,0.1115
2025-03-01,satin dress,material,polyester,14,2025-03-01,0.0,1.7171
2025-04-01,satin dress,material,polyester,13,2025-04-01,-0.1431,0.8665
2025-05-01,satin dress,material,polyester,15,2025-05-01,0.1431,2.5199
2025-06-01,satin dress,material,polyester,12,2025-06-01,-0.08,0.0852
2025-07-01,satin dress,material,polyester,13,2025-07-01,0.08,0.8824
2025-08-01,satin dress,material,polyester,17,2025-08-01,0.3483,3.9182
2025-09-01,satin dress,material,polyester,19,2025-09-01,0.3795,4.4747
2025-10-01,satin dress,material,polyester,16,2025-10-01,0.3747,1.9437
2025-11-01,satin dress,material,polyester,16,2025-11-01,0.3747,1.7921
2025-12-01,satin dress,material,polyester,13,2025-12-01,0.1671,0.2274
2026-01-01,satin dress,material,polyester,16,2026-01-01,0.2877,1.6908
2026-02-01,satin dress,material,polyester,47,2026-02-01,1.3652,16.7431
2026-03-01,satin dress,material,polyester,33,2026-03-01,0.8575,3.1808
2026-04-01,satin dress,material,polyester,100,2026-04-01,2.0402,12.5402
2026-05-01,satin dress,material,polyester,70,2026-05-01,1.5404,3.3652
2026-06-01,satin dress,material,polyester,30,2026-06-01,0.9163,0.6402
2026-07-01,satin dress,material,polyester,14,2026-07-01,0.0741,-0.2707
2015-01-01,shein,proxy,,0,2015-01-01,,
2015-02-01,shein,proxy,,0,2015-02-01,,
2015-03-01,shein,proxy,,0,2015-03-01,,
2015-04-01,shein,proxy,,0,2015-04-01,,
2015-05-01,shein,proxy,,0,2015-05-01,,
2015-06-01,shein,proxy,,0,2015-06-01,,
2015-07-01,shein,proxy,,0,2015-07-01,,
2015-08-01,shein,proxy,,1,2015-08-01,,
2015-09-01,shein,proxy,,1,2015-09-01,,
2015-10-01,shein,proxy,,1,2015-10-01,,
2015-11-01,shein,proxy,,1,2015-11-01,,
2015-12-01,shein,proxy,,1,2015-12-01,,
2016-01-01,shein,proxy,,1,2016-01-01,0.6931,
2016-02-01,shein,proxy,,1,2016-02-01,0.6931,
2016-03-01,shein,proxy,,1,2016-03-01,0.6931,
2016-04-01,shein,proxy,,2,2016-04-01,1.3863,
2016-05-01,shein,proxy,,2,2016-05-01,1.3863,
2016-06-01,shein,proxy,,2,2016-06-01,1.3863,
2016-07-01,shein,proxy,,2,2016-07-01,1.3863,1.9472
2016-08-01,shein,proxy,,3,2016-08-01,1.0986,3.496
2016-09-01,shein,proxy,,3,2016-09-01,1.0986,2.6604
2016-10-01,shein,proxy,,3,2016-10-01,1.0986,2.2334
2016-11-01,shein,proxy,,3,2016-11-01,1.0986,1.9633
2016-12-01,shein,proxy,,3,2016-12-01,1.0986,1.7728
2017-01-01,shein,proxy,,3,2017-01-01,1.0986,1.6292
2017-02-01,shein,proxy,,3,2017-02-01,1.0986,1.5159
2017-03-01,shein,proxy,,3,2017-03-01,1.0986,1.4235
2017-04-01,shein,proxy,,4,2017-04-01,0.6931,2.3158
2017-05-01,shein,proxy,,4,2017-05-01,0.6931,2.0783
2017-06-01,shein,proxy,,5,2017-06-01,0.9163,2.757
2017-07-01,shein,proxy,,5,2017-07-01,0.9163,2.414
2017-08-01,shein,proxy,,5,2017-08-01,0.5108,2.174
2017-09-01,shein,proxy,,6,2017-09-01,0.6931,2.6766
2017-10-01,shein,proxy,,6,2017-10-01,0.6931,2.3835
2017-11-01,shein,proxy,,7,2017-11-01,0.8473,2.7575
2017-12-01,shein,proxy,,6,2017-12-01,0.6931,1.9185
2018-01-01,shein,proxy,,7,2018-01-01,0.8473,2.3206
2018-02-01,shein,proxy,,8,2018-02-01,0.9808,2.6045
2018-03-01,shein,proxy,,8,2018-03-01,0.9808,2.3343
2018-04-01,shein,proxy,,9,2018-04-01,0.8109,2.5611
2018-05-01,shein,proxy,,10,2018-05-01,0.9163,2.7131
2018-06-01,shein,proxy,,12,2018-06-01,0.8755,3.181
2018-07-01,shein,proxy,,13,2018-07-01,0.9555,3.0977
2018-08-01,shein,proxy,,11,2018-08-01,0.7885,2.0769
2018-09-01,shein,proxy,,11,2018-09-01,0.6061,1.9107
2018-10-01,shein,proxy,,12,2018-10-01,0.6931,2.0601
2018-11-01,shein,proxy,,14,2018-11-01,0.6931,2.4553
2018-12-01,shein,proxy,,10,2018-12-01,0.5108,1.1728
2019-01-01,shein,proxy,,11,2019-01-01,0.452,1.3732
2019-02-01,shein,proxy,,11,2019-02-01,0.3185,1.298
2019-03-01,shein,proxy,,13,2019-03-01,0.4855,1.7568
2019-04-01,shein,proxy,,13,2019-04-01,0.3677,1.6495
2019-05-01,shein,proxy,,15,2019-05-01,0.4055,2.0611
2019-06-01,shein,proxy,,17,2019-06-01,0.3483,2.4038
2019-07-01,shein,proxy,,17,2019-07-01,0.2683,2.1894
2019-08-01,shein,proxy,,15,2019-08-01,0.3102,1.5606
2019-09-01,shein,proxy,,17,2019-09-01,0.4353,1.9186
2019-10-01,shein,proxy,,18,2019-10-01,0.4055,2.0039
2019-11-01,shein,proxy,,22,2019-11-01,0.452,2.7142
2019-12-01,shein,proxy,,19,2019-12-01,0.6419,1.8312
2020-01-01,shein,proxy,,19,2020-01-01,0.5465,1.7132
2020-02-01,shein,proxy,,20,2020-02-01,0.5978,1.8064
2020-03-01,shein,proxy,,19,2020-03-01,0.3795,1.5049
2020-04-01,shein,proxy,,34,2020-04-01,0.9614,4.3419
2020-05-01,shein,proxy,,46,2020-05-01,1.1206,5.4086
2020-06-01,shein,proxy,,51,2020-06-01,1.0986,4.5612
2020-07-01,shein,proxy,,47,2020-07-01,1.0169,3.1587
2020-08-01,shein,proxy,,37,2020-08-01,0.9029,1.8462
2020-09-01,shein,proxy,,35,2020-09-01,0.7221,1.5428
2020-10-01,shein,proxy,,35,2020-10-01,0.665,1.4467
2020-11-01,shein,proxy,,45,2020-11-01,0.7156,2.1895
2020-12-01,shein,proxy,,38,2020-12-01,0.6931,1.4492
2021-01-01,shein,proxy,,45,2021-01-01,0.8622,1.9108
2021-02-01,shein,proxy,,46,2021-02-01,0.8329,1.847
2021-03-01,shein,proxy,,50,2021-03-01,0.9676,2.0096
2021-04-01,shein,proxy,,59,2021-04-01,0.5512,2.4933
2021-05-01,shein,proxy,,63,2021-05-01,0.3145,2.5126
2021-06-01,shein,proxy,,67,2021-06-01,0.2729,2.5091
2021-07-01,shein,proxy,,63,2021-07-01,0.293,2.0219
2021-08-01,shein,proxy,,57,2021-08-01,0.4321,1.527
2021-09-01,shein,proxy,,60,2021-09-01,0.539,1.5985
2021-10-01,shein,proxy,,62,2021-10-01,0.5718,1.607
2021-11-01,shein,proxy,,62,2021-11-01,0.3205,1.5066
2021-12-01,shein,proxy,,50,2021-12-01,0.2744,0.7878
2022-01-01,shein,proxy,,62,2022-01-01,0.3205,1.3815
2022-02-01,shein,proxy,,63,2022-02-01,0.3145,1.3608
2022-03-01,shein,proxy,,69,2022-03-01,0.3221,1.6118
2022-04-01,shein,proxy,,76,2022-04-01,0.2532,1.8922
2022-05-01,shein,proxy,,83,2022-05-01,0.2757,2.1377
2022-06-01,shein,proxy,,88,2022-06-01,0.2726,2.2323
2022-07-01,shein,proxy,,80,2022-07-01,0.2389,1.6617
2022-08-01,shein,proxy,,75,2022-08-01,0.2744,1.3222
2022-09-01,shein,proxy,,74,2022-09-01,0.2097,1.2106
2022-10-01,shein,proxy,,77,2022-10-01,0.2167,1.3057
2022-11-01,shein,proxy,,83,2022-11-01,0.2917,1.555
2022-12-01,shein,proxy,,69,2022-12-01,0.3221,0.7527
2023-01-01,shein,proxy,,75,2023-01-01,0.1904,1.0354
2023-02-01,shein,proxy,,76,2023-02-01,0.1876,1.0536
2023-03-01,shein,proxy,,84,2023-03-01,0.1967,1.4976
2023-04-01,shein,proxy,,88,2023-04-01,0.1466,1.7265
2023-05-01,shein,proxy,,97,2023-05-01,0.1559,2.2076
2023-06-01,shein,proxy,,100,2023-06-01,0.1278,2.2001
2023-07-01,shein,proxy,,93,2023-07-01,0.1506,1.6047
2023-08-01,shein,proxy,,83,2023-08-01,0.1014,0.9408
2023-09-01,shein,proxy,,77,2023-09-01,0.0397,0.5473
2023-10-01,shein,proxy,,77,2023-10-01,0.0,0.5051
2023-11-01,shein,proxy,,88,2023-11-01,0.0585,1.1773
2023-12-01,shein,proxy,,66,2023-12-01,-0.0445,-0.3375
2024-01-01,shein,proxy,,70,2024-01-01,-0.069,-0.133
2024-02-01,shein,proxy,,67,2024-02-01,-0.126,-0.4203
2024-03-01,shein,proxy,,76,2024-03-01,-0.1001,0.2297
2024-04-01,shein,proxy,,73,2024-04-01,-0.1869,-0.0729
2024-05-01,shein,proxy,,75,2024-05-01,-0.2572,0.065
2024-06-01,shein,proxy,,76,2024-06-01,-0.2744,0.1246
2024-07-01,shein,proxy,,75,2024-07-01,-0.2151,0.0147
2024-08-01,shein,proxy,,72,2024-08-01,-0.1422,-0.2849
2024-09-01,shein,proxy,,69,2024-09-01,-0.1097,-0.6159
2024-10-01,shein,proxy,,70,2024-10-01,-0.0953,-0.5601
2024-11-01,shein,proxy,,68,2024-11-01,-0.2578,-0.7901
2024-12-01,shein,proxy,,62,2024-12-01,-0.0625,-1.4214
2025-01-01,shein,proxy,,65,2025-01-01,-0.0741,-1.2451
2025-02-01,shein,proxy,,64,2025-02-01,-0.0458,-1.3799
2025-03-01,shein,proxy,,65,2025-03-01,-0.1563,-1.2795
2025-04-01,shein,proxy,,68,2025-04-01,-0.071,-0.9261
2025-05-01,shein,proxy,,72,2025-05-01,-0.0408,-0.4636
2025-06-01,shein,proxy,,67,2025-06-01,-0.126,-0.9704
2025-07-01,shein,proxy,,66,2025-07-01,-0.1278,-1.0279
2025-08-01,shein,proxy,,64,2025-08-01,-0.1178,-1.1906
2025-09-01,shein,proxy,,58,2025-09-01,-0.1737,-1.7693
2025-10-01,shein,proxy,,63,2025-10-01,-0.1054,-1.1454
2025-11-01,shein,proxy,,65,2025-11-01,-0.0451,-0.8885
2025-12-01,shein,proxy,,46,2025-12-01,-0.2985,-2.7367
2026-01-01,shein,proxy,,50,2026-01-01,-0.2624,-2.0719
2026-02-01,shein,proxy,,48,2026-02-01,-0.2877,-2.0724
2026-03-01,shein,proxy,,54,2026-03-01,-0.1854,-1.4104
2026-04-01,shein,proxy,,57,2026-04-01,-0.1765,-1.0863
2026-05-01,shein,proxy,,60,2026-05-01,-0.1823,-0.7862
2026-06-01,shein,proxy,,54,2026-06-01,-0.2157,-1.2812
2026-07-01,shein,proxy,,48,2026-07-01,-0.3185,-1.8772
2015-01-01,shein haul,proxy,,0,2015-01-01,,
2015-02-01,shein haul,proxy,,0,2015-02-01,,
2015-03-01,shein haul,proxy,,0,2015-03-01,,
