date,term,term_type,material,value,known_date,value_yoy,value_z
2015-01-01,baggy jeans,material,denim,2,2015-01-01,,
2015-02-01,baggy jeans,material,denim,2,2015-02-01,,
2015-03-01,baggy jeans,material,denim,2,2015-03-01,,
2015-04-01,baggy jeans,material,denim,2,2015-04-01,,
2015-05-01,baggy jeans,material,denim,2,2015-05-01,,
2015-06-01,baggy jeans,material,denim,1,2015-06-01,,
2015-07-01,baggy jeans,material,denim,1,2015-07-01,,
2015-08-01,baggy jeans,material,denim,1,2015-08-01,,
2015-09-01,baggy jeans,material,denim,2,2015-09-01,,
2015-10-01,baggy jeans,material,denim,2,2015-10-01,,
2015-11-01,baggy jeans,material,denim,2,2015-11-01,,
2015-12-01,baggy jeans,material,denim,2,2015-12-01,,
2016-01-01,baggy jeans,material,denim,2,2016-01-01,0.0,
2016-02-01,baggy jeans,material,denim,2,2016-02-01,0.0,
2016-03-01,baggy jeans,material,denim,2,2016-03-01,0.0,
2016-04-01,baggy jeans,material,denim,2,2016-04-01,0.0,
2016-05-01,baggy jeans,material,denim,2,2016-05-01,0.0,
2016-06-01,baggy jeans,material,denim,1,2016-06-01,0.0,
2016-07-01,baggy jeans,material,denim,1,2016-07-01,0.0,-1.8181
2016-08-01,baggy jeans,material,denim,1,2016-08-01,0.0,-1.6287
2016-09-01,baggy jeans,material,denim,2,2016-09-01,0.0,0.6381
2016-10-01,baggy jeans,material,denim,2,2016-10-01,0.0,0.6172
2016-11-01,baggy jeans,material,denim,2,2016-11-01,0.0,0.5983
2016-12-01,baggy jeans,material,denim,2,2016-12-01,0.0,0.581
2017-01-01,baggy jeans,material,denim,2,2017-01-01,0.0,0.5652
2017-02-01,baggy jeans,material,denim,2,2017-02-01,0.0,0.5506
2017-03-01,baggy jeans,material,denim,2,2017-03-01,0.0,0.5371
2017-04-01,baggy jeans,material,denim,2,2017-04-01,0.0,0.5245
2017-05-01,baggy jeans,material,denim,1,2017-05-01,-0.6931,-1.8803
2017-06-01,baggy jeans,material,denim,1,2017-06-01,0.0,-1.742
2017-07-01,baggy jeans,material,denim,1,2017-07-01,0.0,-1.6304
2017-08-01,baggy jeans,material,denim,2,2017-08-01,0.6931,0.6292
2017-09-01,baggy jeans,material,denim,2,2017-09-01,0.0,0.6157
2017-10-01,baggy jeans,material,denim,2,2017-10-01,0.0,0.603
2017-11-01,baggy jeans,material,denim,2,2017-11-01,0.0,0.5911
2017-12-01,baggy jeans,material,denim,2,2017-12-01,0.0,0.5799
2018-01-01,baggy jeans,material,denim,2,2018-01-01,0.0,0.5693
2018-02-01,baggy jeans,material,denim,2,2018-02-01,0.0,0.5693
2018-03-01,baggy jeans,material,denim,2,2018-03-01,0.0,0.5693
2018-04-01,baggy jeans,material,denim,2,2018-04-01,0.0,0.5693
2018-05-01,baggy jeans,material,denim,2,2018-05-01,0.6931,0.5693
2018-06-01,baggy jeans,material,denim,1,2018-06-01,0.0,-1.7078
2018-07-01,baggy jeans,material,denim,1,2018-07-01,0.0,-1.7078
2018-08-01,baggy jeans,material,denim,2,2018-08-01,0.0,0.5693
2018-09-01,baggy jeans,material,denim,2,2018-09-01,0.0,0.527
2018-10-01,baggy jeans,material,denim,2,2018-10-01,0.0,0.527
2018-11-01,baggy jeans,material,denim,2,2018-11-01,0.0,0.527
2018-12-01,baggy jeans,material,denim,2,2018-12-01,0.0,0.527
2019-01-01,baggy jeans,material,denim,2,2019-01-01,0.0,0.527
2019-02-01,baggy jeans,material,denim,2,2019-02-01,0.0,0.527
2019-03-01,baggy jeans,material,denim,2,2019-03-01,0.0,0.527
2019-04-01,baggy jeans,material,denim,2,2019-04-01,0.0,0.527
2019-05-01,baggy jeans,material,denim,2,2019-05-01,0.0,0.527
2019-06-01,baggy jeans,material,denim,2,2019-06-01,0.6931,0.527
2019-07-01,baggy jeans,material,denim,2,2019-07-01,0.6931,0.4844
2019-08-01,baggy jeans,material,denim,2,2019-08-01,0.0,0.441
2019-09-01,baggy jeans,material,denim,2,2019-09-01,0.0,0.396
2019-10-01,baggy jeans,material,denim,2,2019-10-01,0.0,0.396
2019-11-01,baggy jeans,material,denim,2,2019-11-01,0.0,0.396
2019-12-01,baggy jeans,material,denim,2,2019-12-01,0.0,0.396
2020-01-01,baggy jeans,material,denim,2,2020-01-01,0.0,0.396
2020-02-01,baggy jeans,material,denim,3,2020-02-01,0.4055,3.2471
2020-03-01,baggy jeans,material,denim,2,2020-03-01,0.0,0.2789
2020-04-01,baggy jeans,material,denim,3,2020-04-01,0.4055,2.7889
2020-05-01,baggy jeans,material,denim,3,2020-05-01,0.4055,2.4669
2020-06-01,baggy jeans,material,denim,4,2020-06-01,0.6931,4.5433
2020-07-01,baggy jeans,material,denim,6,2020-07-01,1.0986,7.4207
2020-08-01,baggy jeans,material,denim,7,2020-08-01,1.2528,5.8474
2020-09-01,baggy jeans,material,denim,7,2020-09-01,1.2528,4.0706
2020-10-01,baggy jeans,material,denim,7,2020-10-01,1.2528,3.2732
2020-11-01,baggy jeans,material,denim,7,2020-11-01,1.2528,2.7909
2020-12-01,baggy jeans,material,denim,7,2020-12-01,1.2528,2.4567
2021-01-01,baggy jeans,material,denim,8,2021-01-01,1.3863,2.7426
2021-02-01,baggy jeans,material,denim,8,2021-02-01,0.9808,2.4218
2021-03-01,baggy jeans,material,denim,8,2021-03-01,1.3863,2.1793
2021-04-01,baggy jeans,material,denim,9,2021-04-01,1.0986,2.4175
2021-05-01,baggy jeans,material,denim,8,2021-05-01,0.9808,1.7748
2021-06-01,baggy jeans,material,denim,7,2021-06-01,0.5596,1.2603
2021-07-01,baggy jeans,material,denim,9,2021-07-01,0.4055,1.9628
2021-08-01,baggy jeans,material,denim,10,2021-08-01,0.3567,2.1917
2021-09-01,baggy jeans,material,denim,11,2021-09-01,0.452,2.3543
2021-10-01,baggy jeans,material,denim,10,2021-10-01,0.3567,1.7976
2021-11-01,baggy jeans,material,denim,10,2021-11-01,0.3567,1.67
2021-12-01,baggy jeans,material,denim,11,2021-12-01,0.452,1.8747
2022-01-01,baggy jeans,material,denim,10,2022-01-01,0.2231,1.433
2022-02-01,baggy jeans,material,denim,11,2022-02-01,0.3185,1.65
2022-03-01,baggy jeans,material,denim,11,2022-03-01,0.3185,1.5443
2022-04-01,baggy jeans,material,denim,12,2022-04-01,0.2877,1.7429
2022-05-01,baggy jeans,material,denim,11,2022-05-01,0.3185,1.343
2022-06-01,baggy jeans,material,denim,11,2022-06-01,0.452,1.2696
2022-07-01,baggy jeans,material,denim,12,2022-07-01,0.2877,1.4895
2022-08-01,baggy jeans,material,denim,15,2022-08-01,0.4055,2.2672
2022-09-01,baggy jeans,material,denim,16,2022-09-01,0.3747,2.3628
2022-10-01,baggy jeans,material,denim,16,2022-10-01,0.47,2.1672
2022-11-01,baggy jeans,material,denim,15,2022-11-01,0.4055,1.7513
2022-12-01,baggy jeans,material,denim,16,2022-12-01,0.3747,1.9118
2023-01-01,baggy jeans,material,denim,17,2023-01-01,0.5306,2.0572
2023-02-01,baggy jeans,material,denim,17,2023-02-01,0.4353,1.9331
2023-03-01,baggy jeans,material,denim,18,2023-03-01,0.4925,2.0662
2023-04-01,baggy jeans,material,denim,20,2023-04-01,0.5108,2.4572
2023-05-01,baggy jeans,material,denim,18,2023-05-01,0.4925,1.7799
2023-06-01,baggy jeans,material,denim,17,2023-06-01,0.4353,1.4497
2023-07-01,baggy jeans,material,denim,18,2023-07-01,0.4055,1.6364
2023-08-01,baggy jeans,material,denim,23,2023-08-01,0.4274,2.7846
2023-09-01,baggy jeans,material,denim,26,2023-09-01,0.4855,3.1646
2023-10-01,baggy jeans,material,denim,25,2023-10-01,0.4463,2.5372
2023-11-01,baggy jeans,material,denim,28,2023-11-01,0.6242,2.8727
2023-12-01,baggy jeans,material,denim,28,2023-12-01,0.5596,2.5402
2024-01-01,baggy jeans,material,denim,27,2024-01-01,0.4626,2.1224
2024-02-01,baggy jeans,material,denim,26,2024-02-01,0.4249,1.7883
2024-03-01,baggy jeans,material,denim,31,2024-03-01,0.5436,2.4596
2024-04-01,baggy jeans,material,denim,30,2024-04-01,0.4055,2.0767
2024-05-01,baggy jeans,material,denim,25,2024-05-01,0.3285,1.1933
2024-06-01,baggy jeans,material,denim,25,2024-06-01,0.3857,1.1303
2024-07-01,baggy jeans,material,denim,28,2024-07-01,0.4418,1.5142
2024-08-01,baggy jeans,material,denim,40,2024-08-01,0.5534,3.1743
2024-09-01,baggy jeans,material,denim,37,2024-09-01,0.3528,2.357
2024-10-01,baggy jeans,material,denim,35,2024-10-01,0.3365,1.8916
2024-11-01,baggy jeans,material,denim,39,2024-11-01,0.3314,2.2432
2024-12-01,baggy jeans,material,denim,44,2024-12-01,0.452,2.6361
2025-01-01,baggy jeans,material,denim,37,2025-01-01,0.3151,1.6051
2025-02-01,baggy jeans,material,denim,38,2025-02-01,0.3795,1.6182
2025-03-01,baggy jeans,material,denim,42,2025-03-01,0.3037,1.9461
2025-04-01,baggy jeans,material,denim,37,2025-04-01,0.2097,1.2933
2025-05-01,baggy jeans,material,denim,35,2025-05-01,0.3365,1.0168
2025-06-01,baggy jeans,material,denim,32,2025-06-01,0.2469,0.6479
2025-07-01,baggy jeans,material,denim,36,2025-07-01,0.2513,1.0437
2025-08-01,baggy jeans,material,denim,50,2025-08-01,0.2231,2.5641
2025-09-01,baggy jeans,material,denim,48,2025-09-01,0.2603,2.1053
2025-10-01,baggy jeans,material,denim,49,2025-10-01,0.3365,2.0461
2025-11-01,baggy jeans,material,denim,52,2025-11-01,0.2877,2.1943
2025-12-01,baggy jeans,material,denim,57,2025-12-01,0.2589,2.5099
2026-01-01,baggy jeans,material,denim,46,2026-01-01,0.2177,1.2733
2026-02-01,baggy jeans,material,denim,49,2026-02-01,0.2542,1.4843
2026-03-01,baggy jeans,material,denim,60,2026-03-01,0.3567,2.4221
2026-04-01,baggy jeans,material,denim,100,2026-04-01,0.9943,5.7425
2026-05-01,baggy jeans,material,denim,85,2026-05-01,0.8873,3.1019
2026-06-01,baggy jeans,material,denim,49,2026-06-01,0.4261,0.5865
2026-07-01,baggy jeans,material,denim,34,2026-07-01,-0.0572,-0.3553
2015-01-01,cashmere sweater,material,cashmere,4,2015-01-01,,
2015-02-01,cashmere sweater,material,cashmere,3,2015-02-01,,
2015-03-01,cashmere sweater,material,cashmere,2,2015-03-01,,
2015-04-01,cashmere sweater,material,cashmere,1,2015-04-01,,
2015-05-01,cashmere sweater,material,cashmere,1,2015-05-01,,
2015-06-01,cashmere sweater,material,cashmere,1,2015-06-01,,
2015-07-01,cashmere sweater,material,cashmere,1,2015-07-01,,
2015-08-01,cashmere sweater,material,cashmere,2,2015-08-01,,
2015-09-01,cashmere sweater,material,cashmere,3,2015-09-01,,
2015-10-01,cashmere sweater,material,cashmere,4,2015-10-01,,
2015-11-01,cashmere sweater,material,cashmere,6,2015-11-01,,
2015-12-01,cashmere sweater,material,cashmere,6,2015-12-01,,
2016-01-01,cashmere sweater,material,cashmere,5,2016-01-01,0.2231,
2016-02-01,cashmere sweater,material,cashmere,3,2016-02-01,0.0,
2016-03-01,cashmere sweater,material,cashmere,2,2016-03-01,0.0,
2016-04-01,cashmere sweater,material,cashmere,2,2016-04-01,0.6931,
2016-05-01,cashmere sweater,material,cashmere,2,2016-05-01,0.6931,
2016-06-01,cashmere sweater,material,cashmere,1,2016-06-01,0.0,
2016-07-01,cashmere sweater,material,cashmere,2,2016-07-01,0.6931,-0.4316
2016-08-01,cashmere sweater,material,cashmere,2,2016-08-01,0.0,-0.4185
2016-09-01,cashmere sweater,material,cashmere,3,2016-09-01,0.0,0.219
2016-10-01,cashmere sweater,material,cashmere,5,2016-10-01,0.2231,1.4958
2016-11-01,cashmere sweater,material,cashmere,6,2016-11-01,0.0,2.0151
2016-12-01,cashmere sweater,material,cashmere,8,2016-12-01,0.2877,2.9866
2017-01-01,cashmere sweater,material,cashmere,5,2017-01-01,0.0,0.9552
2017-02-01,cashmere sweater,material,cashmere,4,2017-02-01,0.2877,0.4086
2017-03-01,cashmere sweater,material,cashmere,3,2017-03-01,0.4055,-0.1199
2017-04-01,cashmere sweater,material,cashmere,2,2017-04-01,0.0,-0.6474
2017-05-01,cashmere sweater,material,cashmere,2,2017-05-01,0.0,-0.6313
2017-06-01,cashmere sweater,material,cashmere,2,2017-06-01,0.6931,-0.6163
2017-07-01,cashmere sweater,material,cashmere,2,2017-07-01,0.0,-0.6024
2017-08-01,cashmere sweater,material,cashmere,2,2017-08-01,0.0,-0.5894
2017-09-01,cashmere sweater,material,cashmere,4,2017-09-01,0.2877,0.5422
2017-10-01,cashmere sweater,material,cashmere,5,2017-10-01,0.0,1.0978
2017-11-01,cashmere sweater,material,cashmere,8,2017-11-01,0.2877,2.7565
2017-12-01,cashmere sweater,material,cashmere,10,2017-12-01,0.2231,3.4932
2018-01-01,cashmere sweater,material,cashmere,5,2018-01-01,0.0,0.704
2018-02-01,cashmere sweater,material,cashmere,4,2018-02-01,0.0,0.2374
2018-03-01,cashmere sweater,material,cashmere,3,2018-03-01,0.0,-0.2249
2018-04-01,cashmere sweater,material,cashmere,2,2018-04-01,0.0,-0.6912
2018-05-01,cashmere sweater,material,cashmere,2,2018-05-01,0.0,-0.7124
2018-06-01,cashmere sweater,material,cashmere,2,2018-06-01,0.0,-0.7343
2018-07-01,cashmere sweater,material,cashmere,2,2018-07-01,0.0,-0.757
2018-08-01,cashmere sweater,material,cashmere,2,2018-08-01,0.0,-0.7805
2018-09-01,cashmere sweater,material,cashmere,4,2018-09-01,0.0,0.172
2018-10-01,cashmere sweater,material,cashmere,6,2018-10-01,0.1823,1.1124
2018-11-01,cashmere sweater,material,cashmere,9,2018-11-01,0.1178,2.4745
2018-12-01,cashmere sweater,material,cashmere,10,2018-12-01,0.0,2.7191
2019-01-01,cashmere sweater,material,cashmere,6,2019-01-01,0.1823,0.8411
2019-02-01,cashmere sweater,material,cashmere,4,2019-02-01,0.0,0.0223
2019-03-01,cashmere sweater,material,cashmere,3,2019-03-01,0.0,-0.3905
2019-04-01,cashmere sweater,material,cashmere,2,2019-04-01,0.0,-0.8088
2019-05-01,cashmere sweater,material,cashmere,2,2019-05-01,0.0,-0.8088
2019-06-01,cashmere sweater,material,cashmere,2,2019-06-01,0.0,-0.8088
2019-07-01,cashmere sweater,material,cashmere,2,2019-07-01,0.0,-0.8299
2019-08-01,cashmere sweater,material,cashmere,3,2019-08-01,0.4055,-0.4206
2019-09-01,cashmere sweater,material,cashmere,4,2019-09-01,0.0,-0.0229
2019-10-01,cashmere sweater,material,cashmere,6,2019-10-01,0.0,0.7924
2019-11-01,cashmere sweater,material,cashmere,10,2019-11-01,0.1054,2.4182
2019-12-01,cashmere sweater,material,cashmere,11,2019-12-01,0.0953,2.5979
2020-01-01,cashmere sweater,material,cashmere,6,2020-01-01,0.0,0.6105
2020-02-01,cashmere sweater,material,cashmere,4,2020-02-01,0.0,-0.1196
2020-03-01,cashmere sweater,material,cashmere,3,2020-03-01,0.0,-0.4783
2020-04-01,cashmere sweater,material,cashmere,2,2020-04-01,0.0,-0.837
2020-05-01,cashmere sweater,material,cashmere,3,2020-05-01,0.4055,-0.4783
2020-06-01,cashmere sweater,material,cashmere,2,2020-06-01,0.0,-0.8528
2020-07-01,cashmere sweater,material,cashmere,3,2020-07-01,0.4055,-0.4916
2020-08-01,cashmere sweater,material,cashmere,3,2020-08-01,0.0,-0.5052
2020-09-01,cashmere sweater,material,cashmere,5,2020-09-01,0.2231,0.2137
2020-10-01,cashmere sweater,material,cashmere,6,2020-10-01,0.0,0.5698
2020-11-01,cashmere sweater,material,cashmere,8,2020-11-01,-0.2231,1.287
2020-12-01,cashmere sweater,material,cashmere,9,2020-12-01,-0.2007,1.6518
2021-01-01,cashmere sweater,material,cashmere,6,2021-01-01,0.0,0.5787
2021-02-01,cashmere sweater,material,cashmere,4,2021-02-01,0.0,-0.175
2021-03-01,cashmere sweater,material,cashmere,3,2021-03-01,0.0,-0.5455
2021-04-01,cashmere sweater,material,cashmere,3,2021-04-01,0.4055,-0.5455
2021-05-01,cashmere sweater,material,cashmere,3,2021-05-01,0.0,-0.5601
2021-06-01,cashmere sweater,material,cashmere,2,2021-06-01,0.0,-0.9516
2021-07-01,cashmere sweater,material,cashmere,3,2021-07-01,0.0,-0.5751
2021-08-01,cashmere sweater,material,cashmere,3,2021-08-01,0.0,-0.5905
2021-09-01,cashmere sweater,material,cashmere,5,2021-09-01,0.0,0.1595
2021-10-01,cashmere sweater,material,cashmere,8,2021-10-01,0.2877,1.2981
2021-11-01,cashmere sweater,material,cashmere,12,2021-11-01,0.4055,2.7549
2021-12-01,cashmere sweater,material,cashmere,11,2021-12-01,0.2007,2.1989
2022-01-01,cashmere sweater,material,cashmere,8,2022-01-01,0.2877,1.1114
2022-02-01,cashmere sweater,material,cashmere,5,2022-02-01,0.2231,0.0566
2022-03-01,cashmere sweater,material,cashmere,3,2022-03-01,0.0,-0.6333
2022-04-01,cashmere sweater,material,cashmere,3,2022-04-01,0.0,-0.6333
2022-05-01,cashmere sweater,material,cashmere,3,2022-05-01,0.0,-0.6478
2022-06-01,cashmere sweater,material,cashmere,2,2022-06-01,0.0,-1.0085
2022-07-01,cashmere sweater,material,cashmere,3,2022-07-01,0.0,-0.6627
2022-08-01,cashmere sweater,material,cashmere,3,2022-08-01,0.0,-0.678
2022-09-01,cashmere sweater,material,cashmere,5,2022-09-01,0.0,0.0194
2022-10-01,cashmere sweater,material,cashmere,8,2022-10-01,0.0,1.0574
2022-11-01,cashmere sweater,material,cashmere,10,2022-11-01,-0.1823,1.7128
2022-12-01,cashmere sweater,material,cashmere,11,2022-12-01,0.0,2.0572
2023-01-01,cashmere sweater,material,cashmere,7,2023-01-01,-0.1335,0.6794
2023-02-01,cashmere sweater,material,cashmere,6,2023-02-01,0.1823,0.3237
2023-03-01,cashmere sweater,material,cashmere,4,2023-03-01,0.2877,-0.3811
2023-04-01,cashmere sweater,material,cashmere,3,2023-04-01,0.0,-0.7376
2023-05-01,cashmere sweater,material,cashmere,3,2023-05-01,0.0,-0.754
2023-06-01,cashmere sweater,material,cashmere,3,2023-06-01,0.4055,-0.754
2023-07-01,cashmere sweater,material,cashmere,3,2023-07-01,0.0,-0.7709
2023-08-01,cashmere sweater,material,cashmere,4,2023-08-01,0.2877,-0.4196
2023-09-01,cashmere sweater,material,cashmere,6,2023-09-01,0.1823,0.2749
2023-10-01,cashmere sweater,material,cashmere,9,2023-10-01,0.1178,1.3241
2023-11-01,cashmere sweater,material,cashmere,13,2023-11-01,0.2624,2.6453
2023-12-01,cashmere sweater,material,cashmere,14,2023-12-01,0.2412,2.7163
2024-01-01,cashmere sweater,material,cashmere,9,2024-01-01,0.2513,0.9968
2024-02-01,cashmere sweater,material,cashmere,7,2024-02-01,0.1542,0.3789
2024-03-01,cashmere sweater,material,cashmere,5,2024-03-01,0.2231,-0.2261
2024-04-01,cashmere sweater,material,cashmere,4,2024-04-01,0.2877,-0.5376
2024-05-01,cashmere sweater,material,cashmere,4,2024-05-01,0.2877,-0.5489
2024-06-01,cashmere sweater,material,cashmere,3,2024-06-01,0.0,-0.8572
2024-07-01,cashmere sweater,material,cashmere,3,2024-07-01,0.0,-0.8729
2024-08-01,cashmere sweater,material,cashmere,5,2024-08-01,0.2231,-0.2743
2024-09-01,cashmere sweater,material,cashmere,9,2024-09-01,0.4055,0.9153
2024-10-01,cashmere sweater,material,cashmere,11,2024-10-01,0.2007,1.4715
2024-11-01,cashmere sweater,material,cashmere,20,2024-11-01,0.4308,4.0368
2024-12-01,cashmere sweater,material,cashmere,34,2024-12-01,0.8873,6.8627
2025-01-01,cashmere sweater,material,cashmere,13,2025-01-01,0.3677,0.9826
2025-02-01,cashmere sweater,material,cashmere,9,2025-02-01,0.2513,0.2977
2025-03-01,cashmere sweater,material,cashmere,6,2025-03-01,0.1823,-0.2077
2025-04-01,cashmere sweater,material,cashmere,5,2025-04-01,0.2231,-0.3862
2025-05-01,cashmere sweater,material,cashmere,4,2025-05-01,0.0,-0.5618
2025-06-01,cashmere sweater,material,cashmere,4,2025-06-01,0.2877,-0.568
2025-07-01,cashmere sweater,material,cashmere,4,2025-07-01,0.2877,-0.5813
2025-08-01,cashmere sweater,material,cashmere,8,2025-08-01,0.47,0.0787
2025-09-01,cashmere sweater,material,cashmere,12,2025-09-01,0.2877,0.728
2025-10-01,cashmere sweater,material,cashmere,16,2025-10-01,0.3747,1.3617
2025-11-01,cashmere sweater,material,cashmere,24,2025-11-01,0.1823,2.597
2025-12-01,cashmere sweater,material,cashmere,25,2025-12-01,-0.3075,2.4764
2026-01-01,cashmere sweater,material,cashmere,20,2026-01-01,0.4308,1.5446
2026-02-01,cashmere sweater,material,cashmere,62,2026-02-01,1.9299,7.0959
2026-03-01,cashmere sweater,material,cashmere,26,2026-03-01,1.4663,1.3243
2026-04-01,cashmere sweater,material,cashmere,59,2026-04-01,2.4681,4.067
2026-05-01,cashmere sweater,material,cashmere,49,2026-05-01,2.5055,2.5668
2026-06-01,cashmere sweater,material,cashmere,21,2026-06-01,1.6582,0.447
2026-07-01,cashmere sweater,material,cashmere,9,2026-07-01,0.8109,-0.3795
2015-01-01,cotton dress,material,cotton,2,2015-01-01,,
2015-02-01,cotton dress,material,cotton,3,2015-02-01,,
2015-03-01,cotton dress,material,cotton,3,2015-03-01,,
2015-04-01,cotton dress,material,cotton,3,2015-04-01,,
2015-05-01,cotton dress,material,cotton,4,2015-05-01,,
2015-06-01,cotton dress,material,cotton,4,2015-06-01,,
2015-07-01,cotton dress,material,cotton,4,2015-07-01,,
2015-08-01,cotton dress,material,cotton,3,2015-08-01,,
2015-09-01,cotton dress,material,cotton,3,2015-09-01,,
2015-10-01,cotton dress,material,cotton,3,2015-10-01,,
2015-11-01,cotton dress,material,cotton,2,2015-11-01,,
2015-12-01,cotton dress,material,cotton,3,2015-12-01,,
2016-01-01,cotton dress,material,cotton,3,2016-01-01,0.4055,
2016-02-01,cotton dress,material,cotton,3,2016-02-01,0.0,
2016-03-01,cotton dress,material,cotton,4,2016-03-01,0.2877,
2016-04-01,cotton dress,material,cotton,4,2016-04-01,0.2877,
2016-05-01,cotton dress,material,cotton,4,2016-05-01,0.0,
2016-06-01,cotton dress,material,cotton,5,2016-06-01,0.2231,
2016-07-01,cotton dress,material,cotton,4,2016-07-01,0.0,0.8692
2016-08-01,cotton dress,material,cotton,3,2016-08-01,0.0,-0.4842
2016-09-01,cotton dress,material,cotton,3,2016-09-01,0.0,-0.4697
2016-10-01,cotton dress,material,cotton,3,2016-10-01,0.0,-0.4564
2016-11-01,cotton dress,material,cotton,3,2016-11-01,0.4055,-0.4442
2016-12-01,cotton dress,material,cotton,3,2016-12-01,0.0,-0.433
2017-01-01,cotton dress,material,cotton,3,2017-01-01,0.0,-0.4226
2017-02-01,cotton dress,material,cotton,3,2017-02-01,0.0,-0.4128
2017-03-01,cotton dress,material,cotton,4,2017-03-01,0.0,1.0959
2017-04-01,cotton dress,material,cotton,4,2017-04-01,0.0,1.0522
2017-05-01,cotton dress,material,cotton,4,2017-05-01,0.0,1.0133
2017-06-01,cotton dress,material,cotton,5,2017-06-01,0.0,2.4721
2017-07-01,cotton dress,material,cotton,5,2017-07-01,0.2231,2.21
2017-08-01,cotton dress,material,cotton,4,2017-08-01,0.2877,0.7144
2017-09-01,cotton dress,material,cotton,3,2017-09-01,0.0,-0.6157
2017-10-01,cotton dress,material,cotton,3,2017-10-01,0.0,-0.603
2017-11-01,cotton dress,material,cotton,3,2017-11-01,0.0,-0.5911
2017-12-01,cotton dress,material,cotton,3,2017-12-01,0.0,-0.5799
2018-01-01,cotton dress,material,cotton,3,2018-01-01,0.0,-0.5693
2018-02-01,cotton dress,material,cotton,4,2018-02-01,0.2877,0.7998
2018-03-01,cotton dress,material,cotton,4,2018-03-01,0.0,0.7579
2018-04-01,cotton dress,material,cotton,5,2018-04-01,0.2231,2.1523
2018-05-01,cotton dress,material,cotton,5,2018-05-01,0.2231,1.9662
2018-06-01,cotton dress,material,cotton,5,2018-06-01,0.0,1.8399
2018-07-01,cotton dress,material,cotton,5,2018-07-01,0.0,1.7301
2018-08-01,cotton dress,material,cotton,4,2018-08-01,0.0,0.4333
2018-09-01,cotton dress,material,cotton,3,2018-09-01,0.0,-0.8051
2018-10-01,cotton dress,material,cotton,3,2018-10-01,0.0,-0.8051
2018-11-01,cotton dress,material,cotton,3,2018-11-01,0.0,-0.8051
2018-12-01,cotton dress,material,cotton,3,2018-12-01,0.0,-0.8832
2019-01-01,cotton dress,material,cotton,3,2019-01-01,0.0,-0.8832
2019-02-01,cotton dress,material,cotton,3,2019-02-01,-0.2877,-0.8832
2019-03-01,cotton dress,material,cotton,4,2019-03-01,0.0,0.3886
2019-04-01,cotton dress,material,cotton,5,2019-04-01,0.0,1.6604
2019-05-01,cotton dress,material,cotton,5,2019-05-01,0.0,1.5687
2019-06-01,cotton dress,material,cotton,5,2019-06-01,0.0,1.4865
2019-07-01,cotton dress,material,cotton,5,2019-07-01,0.0,1.4865
2019-08-01,cotton dress,material,cotton,4,2019-08-01,0.0,0.2567
2019-09-01,cotton dress,material,cotton,4,2019-09-01,0.2877,0.2272
2019-10-01,cotton dress,material,cotton,3,2019-10-01,0.0,-0.986
2019-11-01,cotton dress,material,cotton,3,2019-11-01,0.0,-0.986
2019-12-01,cotton dress,material,cotton,3,2019-12-01,0.0,-0.986
2020-01-01,cotton dress,material,cotton,3,2020-01-01,0.0,-0.986
2020-02-01,cotton dress,material,cotton,4,2020-02-01,0.2877,0.1972
2020-03-01,cotton dress,material,cotton,3,2020-03-01,-0.2877,-1.0333
2020-04-01,cotton dress,material,cotton,3,2020-04-01,-0.5108,-0.986
2020-05-01,cotton dress,material,cotton,5,2020-05-01,0.0,1.3956
2020-06-01,cotton dress,material,cotton,5,2020-06-01,0.0,1.3283
2020-07-01,cotton dress,material,cotton,5,2020-07-01,0.0,1.3283
2020-08-01,cotton dress,material,cotton,5,2020-08-01,0.2231,1.3283
2020-09-01,cotton dress,material,cotton,4,2020-09-01,0.0,0.1544
2020-10-01,cotton dress,material,cotton,4,2020-10-01,0.2877,0.1252
2020-11-01,cotton dress,material,cotton,4,2020-11-01,0.2877,0.0953
2020-12-01,cotton dress,material,cotton,4,2020-12-01,0.2877,0.0646
2021-01-01,cotton dress,material,cotton,4,2021-01-01,0.2877,0.0329
2021-02-01,cotton dress,material,cotton,4,2021-02-01,0.0,0.0
2021-03-01,cotton dress,material,cotton,5,2021-03-01,0.5108,1.2076
2021-04-01,cotton dress,material,cotton,5,2021-04-01,0.5108,1.151
2021-05-01,cotton dress,material,cotton,5,2021-05-01,0.0,1.151
2021-06-01,cotton dress,material,cotton,6,2021-06-01,0.1823,2.3349
2021-07-01,cotton dress,material,cotton,6,2021-07-01,0.1823,2.1783
2021-08-01,cotton dress,material,cotton,5,2021-08-01,0.0,0.978
2021-09-01,cotton dress,material,cotton,4,2021-09-01,0.0,-0.117
2021-10-01,cotton dress,material,cotton,4,2021-10-01,0.0,-0.1493
2021-11-01,cotton dress,material,cotton,4,2021-11-01,0.0,-0.1831
2021-12-01,cotton dress,material,cotton,4,2021-12-01,0.0,-0.2188
2022-01-01,cotton dress,material,cotton,4,2022-01-01,0.0,-0.2567
2022-02-01,cotton dress,material,cotton,5,2022-02-01,0.2231,0.8919
2022-03-01,cotton dress,material,cotton,7,2022-03-01,0.3365,3.2786
2022-04-01,cotton dress,material,cotton,7,2022-04-01,0.3365,2.7946
2022-05-01,cotton dress,material,cotton,7,2022-05-01,0.3365,2.4893
2022-06-01,cotton dress,material,cotton,7,2022-06-01,0.1542,2.2555
2022-07-01,cotton dress,material,cotton,7,2022-07-01,0.1542,2.0683
