event_id,brand_slug,ticker,season,year,show_date,designer,trading_day_t0,local_index_used,CAR_pre30,CAR_pre10,CAR_pre5,CAR_0to1,CAR_0to5,CAR_0to10,CAR_0to30,AR_t1,AR_t5,AR_t10,raw_cum_return_t10,benchmark_cum_return_t10
E00221,bottega-veneta,KER.PA,spring,2009,2008-09-22,,2008-09-22,^FCHI,-0.006437736734485805,-0.006174742419768203,0.007945743115141794,-0.0375986705582253,-0.08287241212098169,-0.17203521313609538,-0.2323010534325077,-0.027624100902329498,-0.006027510134009498,-0.04252941398709589,-0.36917219351513875,-0.1906992436445576
E00222,bottega-veneta,KER.PA,fall,2009,2009-02-27,,2009-02-27,^FCHI,0.21742532434491962,0.17549367737064603,0.10839898041013962,0.0587927741055535,0.0811383094959103,0.061681695102149096,0.11982769031108052,0.025504420778543303,-0.012195346264266601,-0.023045424576972902,0.1772037910167998,-0.10190322843026887
E00223,bottega-veneta,KER.PA,spring,2010,2009-09-25,,2009-09-25,^FCHI,0.0016634064718887183,-0.03158326812414661,-0.0111506585928726,-0.0035595962349166017,0.0397839765025552,0.013340102989904307,-0.05784748443482759,-0.010937654510658501,0.002932433729943,-0.014867495398470602,0.0901946264555619,0.0751911169937689
E00224,bottega-veneta,KER.PA,fall,2010,2010-02-26,,2010-02-26,^FCHI,0.001999445690669798,-0.04321916980545319,-0.0189030517598328,0.018838209323164302,0.022689276233312607,0.07455969249641121,0.15210665406594412,0.0043045548738233005,-0.0054471263119561,0.017849266395110502,0.05430762795901381,-0.0222515102280672
E00225,bottega-veneta,KER.PA,spring,2011,2010-09-24,,2010-09-24,^FCHI,0.0980816199299276,0.055608117462847106,0.0129867510202779,0.0116604245845458,0.011914936093852403,-0.033324485642394805,-0.04156866017535315,0.0085543152873921,-0.0159037446790761,-0.0099250549028934,0.10325187961314691,0.0384947453256141
E00226,bottega-veneta,KER.PA,fall,2011,2011-02-25,,2011-02-25,^FCHI,-0.0840874233665262,-0.046686377570684,-0.012317548043950901,-0.029341718127069198,-0.005804953813613694,0.002132800679217807,0.012513070662899218,-0.019271923002719397,0.011398708140074801,0.0089476170977518,-0.09363314803950411,-0.011678525352195707
E00227,bottega-veneta,KER.PA,spring,2012,2011-09-23,,2011-09-23,^FCHI,0.07991164663917519,0.0727229970579382,0.0433168301547268,-0.0374670904361487,-0.1562887280326406,-0.16763836933511558,-0.09495955657909988,-0.0225816365256826,-0.048228711783314795,0.0008844813679773997,-0.08581890104952357,0.0019078216464168173
E00228,bottega-veneta,KER.PA,fall,2012,2012-02-24,,2012-02-24,^FCHI,-0.002649447811820353,-0.0013577858460688402,0.02048745459238316,0.0116635053693495,0.0109755653884317,0.027296783135175598,0.06855791670993051,-0.005986106051340999,-0.0035266065098099,-0.0022329218637262,0.11068218840438418,0.08603485308102894
E00229,bottega-veneta,KER.PA,spring,2013,2012-09-21,,2012-09-21,^FCHI,-0.0478960196532481,-0.029495512038665503,0.0006013397479326986,-0.009399467740665203,0.0102192339485894,-0.0007154858186900013,0.11297223722605981,-0.010742951752339802,0.016950704556379703,-0.0117546364087147,-0.048516020930191604,9.54845417464982e-05
E00230,bottega-veneta,KER.PA,fall,2013,2013-02-22,,2013-02-22,^FCHI,0.16667473894967821,0.06611836420040292,0.064108573439191,-0.0059901641795799005,0.006456159325489397,-0.004208167675071402,-0.034211039966095605,-0.0028873429659082,0.0131861035455451,-0.007066888404327699,0.19880223497181143,0.036335663697204604
E00231,bottega-veneta,KER.PA,spring,2014,2013-09-20,,2013-09-20,^FCHI,-0.061991576796640996,-0.0407555726839159,0.0057689303430342,-0.0019811175506742,-0.04237894127973547,-0.05518441816252267,-0.05502517483375626,-0.0094061997071858,-0.003312812679971052,-0.0090542803745227,-0.092886271737289,0.024289723221874667
