brand_key,year,season,first_url,reason
tods,2013,fall,https://www.vogue.com/fashion-shows/fall-2013-ready-to-wear/tod-s,no alias 200/parseable
tods,2016,spring,https://www.vogue.com/fashion-shows/spring-2016-ready-to-wear/tod-s,no alias 200/parseable
brunello-cucinelli,2009,fall,https://www.vogue.com/fashion-shows/fall-2009-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2011,spring,https://www.vogue.com/fashion-shows/spring-2011-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2011,fall,https://www.vogue.com/fashion-shows/fall-2011-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2012,spring,https://www.vogue.com/fashion-shows/spring-2012-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2012,fall,https://www.vogue.com/fashion-shows/fall-2012-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2013,spring,https://www.vogue.com/fashion-shows/spring-2013-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2013,fall,https://www.vogue.com/fashion-shows/fall-2013-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2014,spring,https://www.vogue.com/fashion-shows/spring-2014-ready-to-wear/brunello-cucinelli,no alias 200/parseable
brunello-cucinelli,2014,fall,https://www.vogue.com/fashion-shows/fall-2014-ready-to-wear/brunello-cucinelli,no alias 200/parseable
moncler,2000,spring,https://www.vogue.com/fashion-shows/spring-2000-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2000,fall,https://www.vogue.com/fashion-shows/fall-2000-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2001,spring,https://www.vogue.com/fashion-shows/spring-2001-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2001,fall,https://www.vogue.com/fashion-shows/fall-2001-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2002,spring,https://www.vogue.com/fashion-shows/spring-2002-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2002,fall,https://www.vogue.com/fashion-shows/fall-2002-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2003,spring,https://www.vogue.com/fashion-shows/spring-2003-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2003,fall,https://www.vogue.com/fashion-shows/fall-2003-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2004,spring,https://www.vogue.com/fashion-shows/spring-2004-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2004,fall,https://www.vogue.com/fashion-shows/fall-2004-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2005,spring,https://www.vogue.com/fashion-shows/spring-2005-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2005,fall,https://www.vogue.com/fashion-shows/fall-2005-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2006,spring,https://www.vogue.com/fashion-shows/spring-2006-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2006,fall,https://www.vogue.com/fashion-shows/fall-2006-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2007,spring,https://www.vogue.com/fashion-shows/spring-2007-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2007,fall,https://www.vogue.com/fashion-shows/fall-2007-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2008,spring,https://www.vogue.com/fashion-shows/spring-2008-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2008,fall,https://www.vogue.com/fashion-shows/fall-2008-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
moncler,2009,spring,https://www.vogue.com/fashion-shows/spring-2009-ready-to-wear/moncler-gamme-rouge,no alias 200/parseable
