event_id,brand_slug,ticker,season,year,show_date,designer,trading_day_t0,local_index_used,CAR_pre30,CAR_pre10,CAR_pre5,CAR_0to1,CAR_0to5,CAR_0to10,CAR_0to30,AR_t1,AR_t5,AR_t10,raw_cum_return_t10,benchmark_cum_return_t10
E00617,hugo-boss,BOSS.DE,spring,2018,2017-10-17,,2017-10-17,^GDAXI,-0.002352008003362699,0.012001322809477598,0.006636749554151698,-0.0112343878485166,-0.015116273849818125,-0.019430418634684827,-0.12724246025891245,-0.0039463391375393,0.004908422747447599,,0.0672839953667212,0.08906642200476872
