brand_slug,ticker,season,year,show_date,designer,source_url
bottega-veneta,KER.PA,fall,2006,2006-02-20,,https://www.vogue.com/fashion-shows/fall-2006-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2007,2006-09-25,,https://www.vogue.com/fashion-shows/spring-2007-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2007,2007-02-19,,https://www.vogue.com/fashion-shows/fall-2007-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2008,2007-09-24,,https://www.vogue.com/fashion-shows/spring-2008-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2008,2008-02-18,,https://www.vogue.com/fashion-shows/fall-2008-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2009,2008-09-22,,https://www.vogue.com/fashion-shows/spring-2009-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2009,2009-02-27,,https://www.vogue.com/fashion-shows/fall-2009-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2010,2009-09-25,,https://www.vogue.com/fashion-shows/spring-2010-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2010,2010-02-26,,https://www.vogue.com/fashion-shows/fall-2010-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2011,2010-09-24,,https://www.vogue.com/fashion-shows/spring-2011-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2011,2011-02-25,,https://www.vogue.com/fashion-shows/fall-2011-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2012,2011-09-23,,https://www.vogue.com/fashion-shows/spring-2012-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2012,2012-02-24,,https://www.vogue.com/fashion-shows/fall-2012-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2013,2012-09-21,,https://www.vogue.com/fashion-shows/spring-2013-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2013,2013-02-22,,https://www.vogue.com/fashion-shows/fall-2013-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2014,2013-09-20,,https://www.vogue.com/fashion-shows/spring-2014-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2014,2014-02-21,,https://www.vogue.com/fashion-shows/fall-2014-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2015,2014-09-20,,https://www.vogue.com/fashion-shows/spring-2015-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2015,2015-02-28,,https://www.vogue.com/fashion-shows/fall-2015-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2016,2015-09-26,,https://www.vogue.com/fashion-shows/spring-2016-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2016,2016-02-27,,https://www.vogue.com/fashion-shows/fall-2016-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2017,2016-09-24,,https://www.vogue.com/fashion-shows/spring-2017-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2017,2017-02-25,,https://www.vogue.com/fashion-shows/fall-2017-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2018,2017-09-23,,https://www.vogue.com/fashion-shows/spring-2018-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2018,2018-02-09,,https://www.vogue.com/fashion-shows/fall-2018-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2019,2019-02-22,last June. In the interim,https://www.vogue.com/fashion-shows/fall-2019-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2020,2019-09-19,,https://www.vogue.com/fashion-shows/spring-2020-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2020,2020-02-22,,https://www.vogue.com/fashion-shows/fall-2020-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2021,2020-12-14,,https://www.vogue.com/fashion-shows/spring-2021-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2021,2021-09-03,,https://www.vogue.com/fashion-shows/fall-2021-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2022,2021-10-22,Daniel Lee would take his collections on,https://www.vogue.com/fashion-shows/spring-2022-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2022,2022-02-26,,https://www.vogue.com/fashion-shows/fall-2022-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2023,2022-09-24,,https://www.vogue.com/fashion-shows/spring-2023-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2023,2023-02-25,,https://www.vogue.com/fashion-shows/fall-2023-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2024,2023-09-23,,https://www.vogue.com/fashion-shows/spring-2024-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,fall,2024,2024-02-24,,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/bottega-veneta
bottega-veneta,KER.PA,spring,2025,2024-09-21,Zanotta Sacco,https://www.vogue.com/fashion-shows/spring-2025-ready-to-wear/bottega-veneta
michael-kors,CPRI,fall,2012,2012-02-14,,https://www.vogue.com/fashion-shows/fall-2012-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2013,2012-09-11,,https://www.vogue.com/fashion-shows/spring-2013-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2013,2013-02-12,,https://www.vogue.com/fashion-shows/fall-2013-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2014,2013-09-10,,https://www.vogue.com/fashion-shows/spring-2014-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2014,2014-02-11,,https://www.vogue.com/fashion-shows/fall-2014-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2015,2014-09-10,,https://www.vogue.com/fashion-shows/spring-2015-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2015,2015-02-18,,https://www.vogue.com/fashion-shows/fall-2015-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2016,2015-09-16,,https://www.vogue.com/fashion-shows/spring-2016-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2016,2016-02-17,,https://www.vogue.com/fashion-shows/fall-2016-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2017,2016-09-14,,https://www.vogue.com/fashion-shows/spring-2017-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2017,2017-02-15,,https://www.vogue.com/fashion-shows/fall-2017-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2018,2017-09-13,,https://www.vogue.com/fashion-shows/spring-2018-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2018,2018-02-14,,https://www.vogue.com/fashion-shows/fall-2018-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2019,2018-09-12,,https://www.vogue.com/fashion-shows/spring-2019-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2019,2019-02-13,,https://www.vogue.com/fashion-shows/fall-2019-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2020,2019-09-11,,https://www.vogue.com/fashion-shows/spring-2020-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2020,2020-02-12,,https://www.vogue.com/fashion-shows/fall-2020-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2021,2020-10-15,,https://www.vogue.com/fashion-shows/spring-2021-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2021,2021-04-20,,https://www.vogue.com/fashion-shows/fall-2021-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2022,2021-09-10,,https://www.vogue.com/fashion-shows/spring-2022-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2022,2022-02-15,,https://www.vogue.com/fashion-shows/fall-2022-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2023,2022-09-14,,https://www.vogue.com/fashion-shows/spring-2023-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2023,2023-02-15,,https://www.vogue.com/fashion-shows/fall-2023-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2024,2023-09-11,,https://www.vogue.com/fashion-shows/spring-2024-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2024,2024-02-12,,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/michael-kors-collection
michael-kors,CPRI,spring,2025,2024-09-10,,https://www.vogue.com/fashion-shows/spring-2025-ready-to-wear/michael-kors-collection
michael-kors,CPRI,fall,2025,2025-02-11,,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/michael-kors-collection
versace,CPRI,fall,2019,2019-02-22,,https://www.vogue.com/fashion-shows/fall-2019-ready-to-wear/versace
versace,CPRI,spring,2020,2019-09-20,,https://www.vogue.com/fashion-shows/spring-2020-ready-to-wear/versace
versace,CPRI,fall,2020,2020-02-21,,https://www.vogue.com/fashion-shows/fall-2020-ready-to-wear/versace
versace,CPRI,spring,2021,2020-09-25,,https://www.vogue.com/fashion-shows/spring-2021-ready-to-wear/versace
versace,CPRI,fall,2021,2021-03-05,,https://www.vogue.com/fashion-shows/fall-2021-ready-to-wear/versace
versace,CPRI,spring,2022,2021-09-24,,https://www.vogue.com/fashion-shows/spring-2022-ready-to-wear/versace
versace,CPRI,fall,2022,2022-02-25,,https://www.vogue.com/fashion-shows/fall-2022-ready-to-wear/versace
versace,CPRI,spring,2023,2022-09-23,,https://www.vogue.com/fashion-shows/spring-2023-ready-to-wear/versace
versace,CPRI,fall,2023,2023-03-10,,https://www.vogue.com/fashion-shows/fall-2023-ready-to-wear/versace
versace,CPRI,spring,2024,2023-09-22,,https://www.vogue.com/fashion-shows/spring-2024-ready-to-wear/versace
versace,CPRI,fall,2024,2024-02-23,,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/versace
versace,CPRI,spring,2025,2024-09-20,,https://www.vogue.com/fashion-shows/spring-2025-ready-to-wear/versace
versace,CPRI,fall,2025,2025-02-28,,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/versace
coach,TPR,fall,2014,2014-02-06,,https://www.vogue.com/fashion-shows/fall-2014-ready-to-wear/coach
coach,TPR,spring,2015,2014-09-04,last year,https://www.vogue.com/fashion-shows/spring-2015-ready-to-wear/coach
coach,TPR,fall,2015,2015-02-12,,https://www.vogue.com/fashion-shows/fall-2015-ready-to-wear/coach
coach,TPR,spring,2016,2015-09-15,,https://www.vogue.com/fashion-shows/spring-2016-ready-to-wear/coach
coach,TPR,fall,2016,2016-02-16,,https://www.vogue.com/fashion-shows/fall-2016-ready-to-wear/coach
coach,TPR,spring,2017,2016-09-13,Stuart Vevers had girl gangs of a more th,https://www.vogue.com/fashion-shows/spring-2017-ready-to-wear/coach
coach,TPR,fall,2017,2017-02-14,Stuart Vevers might be British,https://www.vogue.com/fashion-shows/fall-2017-ready-to-wear/coach
coach,TPR,spring,2018,2017-09-12,,https://www.vogue.com/fashion-shows/spring-2018-ready-to-wear/coach
coach,TPR,fall,2018,2018-02-13,Stuart Vevers took Coach into the woods f,https://www.vogue.com/fashion-shows/fall-2018-ready-to-wear/coach
coach,TPR,spring,2019,2018-09-11,Stuart Vevers was on his way to Santa Fe,https://www.vogue.com/fashion-shows/spring-2019-ready-to-wear/coach
coach,TPR,fall,2019,2019-02-12,has a knack for making opposites attract,https://www.vogue.com/fashion-shows/fall-2019-ready-to-wear/coach
coach,TPR,spring,2020,2019-09-10,,https://www.vogue.com/fashion-shows/spring-2020-ready-to-wear/coach
coach,TPR,fall,2020,2020-02-11,Stuart Vevers turned up the volume on tha,https://www.vogue.com/fashion-shows/fall-2020-ready-to-wear/coach
coach,TPR,spring,2021,2020-09-22,Stuart Vevers felt it important to wipe t,https://www.vogue.com/fashion-shows/spring-2021-ready-to-wear/coach
coach,TPR,fall,2021,2021-02-23,spoke of the,https://www.vogue.com/fashion-shows/fall-2021-ready-to-wear/coach
coach,TPR,spring,2022,2021-09-10,,https://www.vogue.com/fashion-shows/spring-2022-ready-to-wear/coach
coach,TPR,fall,2022,2022-02-14,,https://www.vogue.com/fashion-shows/fall-2022-ready-to-wear/coach
coach,TPR,spring,2023,2022-09-12,,https://www.vogue.com/fashion-shows/spring-2023-ready-to-wear/coach
coach,TPR,fall,2023,2023-02-13,,https://www.vogue.com/fashion-shows/fall-2023-ready-to-wear/coach
coach,TPR,spring,2024,2023-09-07,,https://www.vogue.com/fashion-shows/spring-2024-ready-to-wear/coach
coach,TPR,fall,2024,2024-02-12,,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/coach
coach,TPR,spring,2025,2024-09-09,,https://www.vogue.com/fashion-shows/spring-2025-ready-to-wear/coach
coach,TPR,fall,2025,2025-02-10,,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/coach
calvin-klein,PVH,spring,2000,1999-09-16,,https://www.vogue.com/fashion-shows/spring-2000-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2000,2000-02-10,,https://www.vogue.com/fashion-shows/fall-2000-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2001,2000-09-21,,https://www.vogue.com/fashion-shows/spring-2001-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2001,2001-02-15,,https://www.vogue.com/fashion-shows/fall-2001-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2002,2001-09-16,,https://www.vogue.com/fashion-shows/spring-2002-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2002,2002-02-14,,https://www.vogue.com/fashion-shows/fall-2002-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2003,2002-09-18,,https://www.vogue.com/fashion-shows/spring-2003-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2003,2003-02-13,,https://www.vogue.com/fashion-shows/fall-2003-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2004,2003-09-15,,https://www.vogue.com/fashion-shows/spring-2004-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2004,2004-02-11,,https://www.vogue.com/fashion-shows/fall-2004-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2005,2004-09-13,has had a couple of bumpy moments in the,https://www.vogue.com/fashion-shows/spring-2005-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2005,2005-02-09,,https://www.vogue.com/fashion-shows/fall-2005-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2006,2005-09-14,,https://www.vogue.com/fashion-shows/spring-2006-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2006,2006-02-08,,https://www.vogue.com/fashion-shows/fall-2006-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2007,2006-09-13,,https://www.vogue.com/fashion-shows/spring-2007-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2007,2007-02-07,,https://www.vogue.com/fashion-shows/fall-2007-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2008,2007-09-10,,https://www.vogue.com/fashion-shows/spring-2008-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2008,2008-02-06,,https://www.vogue.com/fashion-shows/fall-2008-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2009,2008-09-10,,https://www.vogue.com/fashion-shows/spring-2009-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2009,2009-02-18,,https://www.vogue.com/fashion-shows/fall-2009-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2010,2009-09-16,,https://www.vogue.com/fashion-shows/spring-2010-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2010,2010-02-17,,https://www.vogue.com/fashion-shows/fall-2010-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2011,2010-09-15,,https://www.vogue.com/fashion-shows/spring-2011-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2011,2011-02-16,zeroed in on a few uncomplicated,https://www.vogue.com/fashion-shows/fall-2011-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2012,2011-09-14,has never really gone in for over-the-top,https://www.vogue.com/fashion-shows/spring-2012-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2012,2012-02-15,,https://www.vogue.com/fashion-shows/fall-2012-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2013,2012-09-12,,https://www.vogue.com/fashion-shows/spring-2013-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2013,2013-02-13,,https://www.vogue.com/fashion-shows/fall-2013-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2014,2013-09-11,,https://www.vogue.com/fashion-shows/spring-2014-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2014,2014-02-12,,https://www.vogue.com/fashion-shows/fall-2014-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2015,2014-09-11,,https://www.vogue.com/fashion-shows/spring-2015-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2015,2015-02-19,,https://www.vogue.com/fashion-shows/fall-2015-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,spring,2016,2015-09-17,,https://www.vogue.com/fashion-shows/spring-2016-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2016,2016-02-18,,https://www.vogue.com/fashion-shows/fall-2016-ready-to-wear/calvin-klein-collection
calvin-klein,PVH,fall,2017,2017-02-10,Pieter Mulier. His sincerity has endeared,https://www.vogue.com/fashion-shows/fall-2017-ready-to-wear/calvin-klein
calvin-klein,PVH,spring,2018,2017-09-07,and fellow Belgian,https://www.vogue.com/fashion-shows/spring-2018-ready-to-wear/calvin-klein
calvin-klein,PVH,fall,2018,2018-02-13,,https://www.vogue.com/fashion-shows/fall-2018-ready-to-wear/calvin-klein
calvin-klein,PVH,spring,2019,2018-09-11,,https://www.vogue.com/fashion-shows/spring-2019-ready-to-wear/calvin-klein
calvin-klein,PVH,fall,2025,2025-02-07,,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/calvin-klein-collection
tommy-hilfiger,PVH,spring,2000,1999-09-13,,https://www.vogue.com/fashion-shows/spring-2000-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2000,2000-02-05,,https://www.vogue.com/fashion-shows/fall-2000-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2003,2002-09-17,,https://www.vogue.com/fashion-shows/spring-2003-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2003,2003-02-11,,https://www.vogue.com/fashion-shows/fall-2003-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2004,2003-09-17,,https://www.vogue.com/fashion-shows/spring-2004-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2005,2004-09-08,,https://www.vogue.com/fashion-shows/spring-2005-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2006,2005-09-08,,https://www.vogue.com/fashion-shows/spring-2006-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2007,2007-02-08,,https://www.vogue.com/fashion-shows/fall-2007-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2008,2007-09-11,,https://www.vogue.com/fashion-shows/spring-2008-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2008,2008-02-06,,https://www.vogue.com/fashion-shows/fall-2008-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2009,2008-09-10,,https://www.vogue.com/fashion-shows/spring-2009-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2009,2009-02-18,,https://www.vogue.com/fashion-shows/fall-2009-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2010,2009-09-16,,https://www.vogue.com/fashion-shows/spring-2010-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2010,2010-02-17,,https://www.vogue.com/fashion-shows/fall-2010-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2011,2010-09-11,,https://www.vogue.com/fashion-shows/spring-2011-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2011,2011-02-12,,https://www.vogue.com/fashion-shows/fall-2011-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2012,2011-09-10,,https://www.vogue.com/fashion-shows/spring-2012-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2012,2012-02-11,,https://www.vogue.com/fashion-shows/fall-2012-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2013,2012-09-08,,https://www.vogue.com/fashion-shows/spring-2013-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2013,2013-02-09,,https://www.vogue.com/fashion-shows/fall-2013-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2014,2013-09-08,,https://www.vogue.com/fashion-shows/spring-2014-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2014,2014-02-09,,https://www.vogue.com/fashion-shows/fall-2014-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2015,2015-02-16,,https://www.vogue.com/fashion-shows/fall-2015-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2016,2015-09-14,,https://www.vogue.com/fashion-shows/spring-2016-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2016,2016-02-15,,https://www.vogue.com/fashion-shows/fall-2016-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2017,2017-02-09,,https://www.vogue.com/fashion-shows/spring-2017-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2017,2017-09-19,,https://www.vogue.com/fashion-shows/fall-2017-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2018,2018-02-25,,https://www.vogue.com/fashion-shows/spring-2018-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2018,2018-09-04,,https://www.vogue.com/fashion-shows/fall-2018-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2019,2019-03-02,,https://www.vogue.com/fashion-shows/spring-2019-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2019,2019-09-08,,https://www.vogue.com/fashion-shows/fall-2019-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2020,2019-10-18,,https://www.vogue.com/fashion-shows/spring-2020-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2020,2020-04-08,,https://www.vogue.com/fashion-shows/fall-2020-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2021,2020-10-15,,https://www.vogue.com/fashion-shows/spring-2021-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2021,2021-04-30,,https://www.vogue.com/fashion-shows/fall-2021-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2022,2021-12-07,,https://www.vogue.com/fashion-shows/spring-2022-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2023,2022-11-08,,https://www.vogue.com/fashion-shows/spring-2023-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2023,2023-08-15,,https://www.vogue.com/fashion-shows/fall-2023-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,fall,2024,2024-02-09,,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/tommy-hilfiger
tommy-hilfiger,PVH,spring,2025,2024-09-08,,https://www.vogue.com/fashion-shows/spring-2025-ready-to-wear/tommy-hilfiger
hermes,RMS.PA,spring,2000,1999-09-29,,https://www.vogue.com/fashion-shows/spring-2000-ready-to-wear/hermes
hermes,RMS.PA,fall,2000,2000-02-01,,https://www.vogue.com/fashion-shows/fall-2000-ready-to-wear/hermes
hermes,RMS.PA,fall,2001,2001-03-05,,https://www.vogue.com/fashion-shows/fall-2001-ready-to-wear/hermes
hermes,RMS.PA,spring,2002,2001-10-02,,https://www.vogue.com/fashion-shows/spring-2002-ready-to-wear/hermes
hermes,RMS.PA,fall,2004,2004-03-07,,https://www.vogue.com/fashion-shows/fall-2004-ready-to-wear/hermes
hermes,RMS.PA,fall,2005,2005-03-04,,https://www.vogue.com/fashion-shows/fall-2005-ready-to-wear/hermes
hermes,RMS.PA,spring,2006,2005-10-07,,https://www.vogue.com/fashion-shows/spring-2006-ready-to-wear/hermes
hermes,RMS.PA,fall,2006,2006-03-03,,https://www.vogue.com/fashion-shows/fall-2006-ready-to-wear/hermes
hermes,RMS.PA,spring,2007,2006-10-06,,https://www.vogue.com/fashion-shows/spring-2007-ready-to-wear/hermes
hermes,RMS.PA,fall,2007,2007-03-02,,https://www.vogue.com/fashion-shows/fall-2007-ready-to-wear/hermes
hermes,RMS.PA,spring,2008,2007-10-05,,https://www.vogue.com/fashion-shows/spring-2008-ready-to-wear/hermes
hermes,RMS.PA,fall,2008,2008-02-29,,https://www.vogue.com/fashion-shows/fall-2008-ready-to-wear/hermes
hermes,RMS.PA,spring,2009,2008-10-03,,https://www.vogue.com/fashion-shows/spring-2009-ready-to-wear/hermes
hermes,RMS.PA,fall,2009,2009-03-10,,https://www.vogue.com/fashion-shows/fall-2009-ready-to-wear/hermes
hermes,RMS.PA,spring,2010,2009-10-06,,https://www.vogue.com/fashion-shows/spring-2010-ready-to-wear/hermes
hermes,RMS.PA,fall,2010,2010-03-09,,https://www.vogue.com/fashion-shows/fall-2010-ready-to-wear/hermes
hermes,RMS.PA,spring,2011,2010-10-05,,https://www.vogue.com/fashion-shows/spring-2011-ready-to-wear/hermes
hermes,RMS.PA,fall,2011,2011-03-05,,https://www.vogue.com/fashion-shows/fall-2011-ready-to-wear/hermes
hermes,RMS.PA,spring,2012,2011-10-01,,https://www.vogue.com/fashion-shows/spring-2012-ready-to-wear/hermes
hermes,RMS.PA,fall,2012,2012-03-03,,https://www.vogue.com/fashion-shows/fall-2012-ready-to-wear/hermes
hermes,RMS.PA,spring,2013,2012-09-29,,https://www.vogue.com/fashion-shows/spring-2013-ready-to-wear/hermes
hermes,RMS.PA,fall,2013,2013-03-04,,https://www.vogue.com/fashion-shows/fall-2013-ready-to-wear/hermes
hermes,RMS.PA,spring,2014,2013-10-01,,https://www.vogue.com/fashion-shows/spring-2014-ready-to-wear/hermes
hermes,RMS.PA,fall,2014,2014-03-04,for the men's collection and Lemaire in c,https://www.vogue.com/fashion-shows/fall-2014-ready-to-wear/hermes
hermes,RMS.PA,spring,2015,2014-10-01,,https://www.vogue.com/fashion-shows/spring-2015-ready-to-wear/hermes
hermes,RMS.PA,fall,2015,2015-03-09,,https://www.vogue.com/fashion-shows/fall-2015-ready-to-wear/hermes
hermes,RMS.PA,spring,2016,2015-10-05,,https://www.vogue.com/fashion-shows/spring-2016-ready-to-wear/hermes
hermes,RMS.PA,fall,2016,2016-03-07,,https://www.vogue.com/fashion-shows/fall-2016-ready-to-wear/hermes
hermes,RMS.PA,spring,2017,2016-10-03,,https://www.vogue.com/fashion-shows/spring-2017-ready-to-wear/hermes
hermes,RMS.PA,fall,2017,2017-03-06,has brought to the house ever since she s,https://www.vogue.com/fashion-shows/fall-2017-ready-to-wear/hermes
hermes,RMS.PA,spring,2018,2017-10-02,,https://www.vogue.com/fashion-shows/spring-2018-ready-to-wear/hermes
hermes,RMS.PA,fall,2018,2018-03-03,,https://www.vogue.com/fashion-shows/fall-2018-ready-to-wear/hermes
hermes,RMS.PA,spring,2019,2018-09-29,,https://www.vogue.com/fashion-shows/spring-2019-ready-to-wear/hermes
hermes,RMS.PA,fall,2019,2019-03-02,,https://www.vogue.com/fashion-shows/fall-2019-ready-to-wear/hermes
hermes,RMS.PA,spring,2020,2019-09-28,,https://www.vogue.com/fashion-shows/spring-2020-ready-to-wear/hermes
hermes,RMS.PA,fall,2020,2020-02-29,,https://www.vogue.com/fashion-shows/fall-2020-ready-to-wear/hermes
