look_id,category
alexander-mcqueen|FW2021|044,tailoring
alexander-mcqueen|FW2021|045,outerwear
alexander-mcqueen|FW2021|046,dress
alexander-mcqueen|FW2021|047,dress
alexander-mcqueen|FW2021|048,tailoring
alexander-mcqueen|FW2021|049,dress
alexander-mcqueen|FW2021|050,dress
alexander-mcqueen|FW2021|051,tailoring
alexander-mcqueen|FW2021|052,tailoring
alexander-mcqueen|FW2021|053,dress
alexander-mcqueen|FW2021|054,dress
alexander-mcqueen|FW2021|055,tailoring
alexander-mcqueen|FW2021|056,outerwear
alexander-mcqueen|FW2021|057,tailoring
alexander-mcqueen|FW2021|058,tailoring
alexander-mcqueen|FW2021|059,outerwear
alexander-mcqueen|FW2021|060,outerwear
alexander-mcqueen|FW2022|001,dress
alexander-mcqueen|FW2022|002,dress
alexander-mcqueen|FW2022|003,dress
alexander-mcqueen|FW2022|004,tailoring
alexander-mcqueen|FW2022|005,dress
alexander-mcqueen|FW2022|006,tailoring
alexander-mcqueen|FW2022|007,dress
alexander-mcqueen|FW2022|008,tailoring
alexander-mcqueen|FW2022|009,tailoring
alexander-mcqueen|FW2022|010,outerwear
alexander-mcqueen|FW2022|011,tailoring
alexander-mcqueen|FW2022|012,dress
alexander-mcqueen|FW2022|013,outerwear
alexander-mcqueen|FW2022|014,tailoring
alexander-mcqueen|FW2022|015,tailoring
alexander-mcqueen|FW2022|016,outerwear
alexander-mcqueen|FW2022|017,dress
alexander-mcqueen|FW2022|018,outerwear
alexander-mcqueen|FW2022|019,outerwear
alexander-mcqueen|FW2022|020,outerwear
alexander-mcqueen|FW2022|021,dress
alexander-mcqueen|FW2022|022,knitwear
alexander-mcqueen|FW2022|023,dress
alexander-mcqueen|FW2022|024,dress
alexander-mcqueen|FW2022|025,dress
alexander-mcqueen|FW2022|026,tailoring
alexander-mcqueen|FW2022|027,dress
alexander-mcqueen|FW2022|028,tailoring
alexander-mcqueen|FW2022|029,dress
alexander-mcqueen|FW2022|030,tailoring
alexander-mcqueen|FW2022|031,tailoring
