event_id,city,season,year,parent_ticker,ticker,brands_showing,n_brands_showing,fw_start_date,show_date,fw_end_date,local_index
E00086,new_york,FW,2003,TPR,TPR,Coach,1,2003-02-07,2003-02-07,2003-02-13,^GSPC
E00087,new_york,FW,2003,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2003-02-07,2003-02-07,2003-02-13,^GSPC
E00088,new_york,FW,2003,RL,RL,Ralph Lauren,1,2003-02-07,2003-02-07,2003-02-13,^GSPC
E00089,london,FW,2003,BRBY.L,BRBY.L,Burberry,1,2003-02-14,2003-02-14,2003-02-19,^FTSE
E00090,milan,FW,2003,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI
E00091,milan,FW,2003,1913.HK,1913.HK,Prada; Miu Miu,2,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI
E00092,milan,FW,2003,BC.MI,BC.MI,Brunello Cucinelli,1,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI
E00093,milan,FW,2003,MONC.MI,MONC.MI,Moncler,1,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI
E00094,milan,FW,2003,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI
E00095,milan,FW,2003,MC.PA,MC.PA,Fendi,1,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI
E00096,paris,FW,2003,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2003-02-26,2003-02-26,2003-03-03,^FCHI
E00097,paris,FW,2003,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2003-02-26,2003-02-26,2003-03-03,^FCHI
E00098,paris,FW,2003,RMS.PA,RMS.PA,Hermès,1,2003-02-26,2003-02-26,2003-03-03,^FCHI
E00099,new_york,SS,2003,CPRI,CPRI,Michael Kors,1,2003-09-12,2003-09-12,2003-09-18,^GSPC
E00100,new_york,SS,2003,TPR,TPR,Coach,1,2003-09-12,2003-09-12,2003-09-18,^GSPC
E00101,new_york,SS,2003,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2003-09-12,2003-09-12,2003-09-18,^GSPC
E00102,new_york,SS,2003,RL,RL,Ralph Lauren,1,2003-09-12,2003-09-12,2003-09-18,^GSPC
E00103,london,SS,2003,BRBY.L,BRBY.L,Burberry,1,2003-09-19,2003-09-19,2003-09-24,^FTSE
E00104,milan,SS,2003,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI
E00105,milan,SS,2003,1913.HK,1913.HK,Prada; Miu Miu,2,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI
E00106,milan,SS,2003,BC.MI,BC.MI,Brunello Cucinelli,1,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI
E00107,milan,SS,2003,MONC.MI,MONC.MI,Moncler,1,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI
E00108,milan,SS,2003,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI
E00109,milan,SS,2003,MC.PA,MC.PA,Fendi,1,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI
E00110,paris,SS,2003,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2003-10-01,2003-10-01,2003-10-06,^FCHI
E00111,paris,SS,2003,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2003-10-01,2003-10-01,2003-10-06,^FCHI
E00112,paris,SS,2003,RMS.PA,RMS.PA,Hermès,1,2003-10-01,2003-10-01,2003-10-06,^FCHI
E00113,new_york,FW,2004,CPRI,CPRI,Michael Kors,1,2004-02-13,2004-02-13,2004-02-19,^GSPC
E00114,new_york,FW,2004,TPR,TPR,Coach,1,2004-02-13,2004-02-13,2004-02-19,^GSPC
E00115,new_york,FW,2004,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2004-02-13,2004-02-13,2004-02-19,^GSPC
E00116,new_york,FW,2004,RL,RL,Ralph Lauren,1,2004-02-13,2004-02-13,2004-02-19,^GSPC
E00117,london,FW,2004,BRBY.L,BRBY.L,Burberry,1,2004-02-20,2004-02-20,2004-02-25,^FTSE
E00118,milan,FW,2004,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2004-02-26,2004-02-26,2004-03-02,FTSEMIB.MI
E00119,milan,FW,2004,1913.HK,1913.HK,Prada; Miu Miu,2,2004-02-26,2004-02-26,2004-03-02,FTSEMIB.MI
E00120,milan,FW,2004,BC.MI,BC.MI,Brunello Cucinelli,1,2004-02-26,2004-02-26,2004-03-02,FTSEMIB.MI
E00121,milan,FW,2004,MONC.MI,MONC.MI,Moncler,1,2004-02-26,2004-02-26,2004-03-02,FTSEMIB.MI
E00122,milan,FW,2004,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2004-02-26,2004-02-26,2004-03-02,FTSEMIB.MI
E00123,milan,FW,2004,MC.PA,MC.PA,Fendi,1,2004-02-26,2004-02-26,2004-03-02,FTSEMIB.MI
E00124,paris,FW,2004,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2004-03-03,2004-03-03,2004-03-08,^FCHI
E00125,paris,FW,2004,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2004-03-03,2004-03-03,2004-03-08,^FCHI
E00126,paris,FW,2004,RMS.PA,RMS.PA,Hermès,1,2004-03-03,2004-03-03,2004-03-08,^FCHI
E00127,new_york,SS,2004,CPRI,CPRI,Michael Kors,1,2004-09-10,2004-09-10,2004-09-16,^GSPC
E00128,new_york,SS,2004,TPR,TPR,Coach,1,2004-09-10,2004-09-10,2004-09-16,^GSPC
E00129,new_york,SS,2004,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2004-09-10,2004-09-10,2004-09-16,^GSPC
E00130,new_york,SS,2004,RL,RL,Ralph Lauren,1,2004-09-10,2004-09-10,2004-09-16,^GSPC
E00131,london,SS,2004,BRBY.L,BRBY.L,Burberry,1,2004-09-17,2004-09-17,2004-09-22,^FTSE
E00132,milan,SS,2004,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2004-09-23,2004-09-23,2004-09-28,FTSEMIB.MI
E00133,milan,SS,2004,1913.HK,1913.HK,Prada; Miu Miu,2,2004-09-23,2004-09-23,2004-09-28,FTSEMIB.MI
E00134,milan,SS,2004,BC.MI,BC.MI,Brunello Cucinelli,1,2004-09-23,2004-09-23,2004-09-28,FTSEMIB.MI
E00135,milan,SS,2004,MONC.MI,MONC.MI,Moncler,1,2004-09-23,2004-09-23,2004-09-28,FTSEMIB.MI
E00136,milan,SS,2004,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2004-09-23,2004-09-23,2004-09-28,FTSEMIB.MI
E00137,milan,SS,2004,MC.PA,MC.PA,Fendi,1,2004-09-23,2004-09-23,2004-09-28,FTSEMIB.MI
E00138,paris,SS,2004,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2004-09-29,2004-09-29,2004-10-04,^FCHI
E00139,paris,SS,2004,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2004-09-29,2004-09-29,2004-10-04,^FCHI
E00140,paris,SS,2004,RMS.PA,RMS.PA,Hermès,1,2004-09-29,2004-09-29,2004-10-04,^FCHI
E00141,new_york,FW,2005,CPRI,CPRI,Michael Kors,1,2005-02-11,2005-02-11,2005-02-17,^GSPC
E00142,new_york,FW,2005,TPR,TPR,Coach,1,2005-02-11,2005-02-11,2005-02-17,^GSPC
E00143,new_york,FW,2005,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2005-02-11,2005-02-11,2005-02-17,^GSPC
E00144,new_york,FW,2005,RL,RL,Ralph Lauren,1,2005-02-11,2005-02-11,2005-02-17,^GSPC
E00145,london,FW,2005,BRBY.L,BRBY.L,Burberry,1,2005-02-18,2005-02-18,2005-02-23,^FTSE
E00146,milan,FW,2005,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2005-02-24,2005-02-24,2005-03-01,FTSEMIB.MI
E00147,milan,FW,2005,1913.HK,1913.HK,Prada; Miu Miu,2,2005-02-24,2005-02-24,2005-03-01,FTSEMIB.MI
E00148,milan,FW,2005,BC.MI,BC.MI,Brunello Cucinelli,1,2005-02-24,2005-02-24,2005-03-01,FTSEMIB.MI
E00149,milan,FW,2005,MONC.MI,MONC.MI,Moncler,1,2005-02-24,2005-02-24,2005-03-01,FTSEMIB.MI
E00150,milan,FW,2005,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2005-02-24,2005-02-24,2005-03-01,FTSEMIB.MI
E00151,milan,FW,2005,MC.PA,MC.PA,Fendi,1,2005-02-24,2005-02-24,2005-03-01,FTSEMIB.MI
E00152,paris,FW,2005,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2005-03-02,2005-03-02,2005-03-07,^FCHI
E00153,paris,FW,2005,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2005-03-02,2005-03-02,2005-03-07,^FCHI
E00154,paris,FW,2005,RMS.PA,RMS.PA,Hermès,1,2005-03-02,2005-03-02,2005-03-07,^FCHI
E00155,new_york,SS,2005,CPRI,CPRI,Michael Kors,1,2005-09-09,2005-09-09,2005-09-15,^GSPC
E00156,new_york,SS,2005,TPR,TPR,Coach,1,2005-09-09,2005-09-09,2005-09-15,^GSPC
E00157,new_york,SS,2005,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2005-09-09,2005-09-09,2005-09-15,^GSPC
E00158,new_york,SS,2005,RL,RL,Ralph Lauren,1,2005-09-09,2005-09-09,2005-09-15,^GSPC
E00159,london,SS,2005,BRBY.L,BRBY.L,Burberry,1,2005-09-16,2005-09-16,2005-09-21,^FTSE
E00160,milan,SS,2005,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2005-09-22,2005-09-22,2005-09-27,FTSEMIB.MI
E00161,milan,SS,2005,1913.HK,1913.HK,Prada; Miu Miu,2,2005-09-22,2005-09-22,2005-09-27,FTSEMIB.MI
E00162,milan,SS,2005,BC.MI,BC.MI,Brunello Cucinelli,1,2005-09-22,2005-09-22,2005-09-27,FTSEMIB.MI
E00163,milan,SS,2005,MONC.MI,MONC.MI,Moncler,1,2005-09-22,2005-09-22,2005-09-27,FTSEMIB.MI
E00164,milan,SS,2005,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2005-09-22,2005-09-22,2005-09-27,FTSEMIB.MI
E00165,milan,SS,2005,MC.PA,MC.PA,Fendi,1,2005-09-22,2005-09-22,2005-09-27,FTSEMIB.MI
E00166,paris,SS,2005,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2005-09-28,2005-09-28,2005-10-03,^FCHI
E00167,paris,SS,2005,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2005-09-28,2005-09-28,2005-10-03,^FCHI
E00168,paris,SS,2005,RMS.PA,RMS.PA,Hermès,1,2005-09-28,2005-09-28,2005-10-03,^FCHI
E00169,new_york,FW,2006,CPRI,CPRI,Michael Kors,1,2006-02-10,2006-02-10,2006-02-16,^GSPC
E00170,new_york,FW,2006,TPR,TPR,Coach,1,2006-02-10,2006-02-10,2006-02-16,^GSPC
E00171,new_york,FW,2006,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2006-02-10,2006-02-10,2006-02-16,^GSPC
E00172,new_york,FW,2006,RL,RL,Ralph Lauren,1,2006-02-10,2006-02-10,2006-02-16,^GSPC
E00173,london,FW,2006,BRBY.L,BRBY.L,Burberry,1,2006-02-17,2006-02-17,2006-02-22,^FTSE
E00174,milan,FW,2006,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2006-02-23,2006-02-23,2006-02-28,FTSEMIB.MI
E00175,milan,FW,2006,1913.HK,1913.HK,Prada; Miu Miu,2,2006-02-23,2006-02-23,2006-02-28,FTSEMIB.MI
E00176,milan,FW,2006,BC.MI,BC.MI,Brunello Cucinelli,1,2006-02-23,2006-02-23,2006-02-28,FTSEMIB.MI
E00177,milan,FW,2006,MONC.MI,MONC.MI,Moncler,1,2006-02-23,2006-02-23,2006-02-28,FTSEMIB.MI
E00178,milan,FW,2006,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2006-02-23,2006-02-23,2006-02-28,FTSEMIB.MI
E00179,milan,FW,2006,MC.PA,MC.PA,Fendi,1,2006-02-23,2006-02-23,2006-02-28,FTSEMIB.MI
E00180,paris,FW,2006,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2006-03-01,2006-03-01,2006-03-06,^FCHI
E00181,paris,FW,2006,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2006-03-01,2006-03-01,2006-03-06,^FCHI
E00182,paris,FW,2006,RMS.PA,RMS.PA,Hermès,1,2006-03-01,2006-03-01,2006-03-06,^FCHI
E00183,new_york,SS,2006,CPRI,CPRI,Michael Kors,1,2006-09-08,2006-09-08,2006-09-14,^GSPC
E00184,new_york,SS,2006,TPR,TPR,Coach,1,2006-09-08,2006-09-08,2006-09-14,^GSPC
E00185,new_york,SS,2006,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2006-09-08,2006-09-08,2006-09-14,^GSPC
E00186,new_york,SS,2006,RL,RL,Ralph Lauren,1,2006-09-08,2006-09-08,2006-09-14,^GSPC
E00187,london,SS,2006,BRBY.L,BRBY.L,Burberry,1,2006-09-15,2006-09-15,2006-09-20,^FTSE
E00188,milan,SS,2006,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2006-09-21,2006-09-21,2006-09-26,FTSEMIB.MI
E00189,milan,SS,2006,1913.HK,1913.HK,Prada; Miu Miu,2,2006-09-21,2006-09-21,2006-09-26,FTSEMIB.MI
E00190,milan,SS,2006,BC.MI,BC.MI,Brunello Cucinelli,1,2006-09-21,2006-09-21,2006-09-26,FTSEMIB.MI
E00191,milan,SS,2006,MONC.MI,MONC.MI,Moncler,1,2006-09-21,2006-09-21,2006-09-26,FTSEMIB.MI
E00192,milan,SS,2006,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2006-09-21,2006-09-21,2006-09-26,FTSEMIB.MI
E00193,milan,SS,2006,MC.PA,MC.PA,Fendi,1,2006-09-21,2006-09-21,2006-09-26,FTSEMIB.MI
E00194,paris,SS,2006,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2006-09-27,2006-09-27,2006-10-02,^FCHI
E00195,paris,SS,2006,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2006-09-27,2006-09-27,2006-10-02,^FCHI
E00196,paris,SS,2006,RMS.PA,RMS.PA,Hermès,1,2006-09-27,2006-09-27,2006-10-02,^FCHI
E00197,new_york,FW,2007,CPRI,CPRI,Michael Kors,1,2007-02-09,2007-02-09,2007-02-15,^GSPC
E00198,new_york,FW,2007,TPR,TPR,Coach,1,2007-02-09,2007-02-09,2007-02-15,^GSPC
E00199,new_york,FW,2007,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2007-02-09,2007-02-09,2007-02-15,^GSPC
E00200,new_york,FW,2007,RL,RL,Ralph Lauren,1,2007-02-09,2007-02-09,2007-02-15,^GSPC
E00201,london,FW,2007,BRBY.L,BRBY.L,Burberry,1,2007-02-16,2007-02-16,2007-02-21,^FTSE
E00202,milan,FW,2007,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2007-02-22,2007-02-22,2007-02-27,FTSEMIB.MI
E00203,milan,FW,2007,1913.HK,1913.HK,Prada; Miu Miu,2,2007-02-22,2007-02-22,2007-02-27,FTSEMIB.MI
E00204,milan,FW,2007,BC.MI,BC.MI,Brunello Cucinelli,1,2007-02-22,2007-02-22,2007-02-27,FTSEMIB.MI
E00205,milan,FW,2007,MONC.MI,MONC.MI,Moncler,1,2007-02-22,2007-02-22,2007-02-27,FTSEMIB.MI
E00206,milan,FW,2007,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2007-02-22,2007-02-22,2007-02-27,FTSEMIB.MI
E00207,milan,FW,2007,MC.PA,MC.PA,Fendi,1,2007-02-22,2007-02-22,2007-02-27,FTSEMIB.MI
E00208,paris,FW,2007,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2007-02-28,2007-02-28,2007-03-05,^FCHI
E00209,paris,FW,2007,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2007-02-28,2007-02-28,2007-03-05,^FCHI
E00210,paris,FW,2007,RMS.PA,RMS.PA,Hermès,1,2007-02-28,2007-02-28,2007-03-05,^FCHI
E00211,new_york,SS,2007,CPRI,CPRI,Michael Kors,1,2007-09-07,2007-09-07,2007-09-13,^GSPC
E00212,new_york,SS,2007,TPR,TPR,Coach,1,2007-09-07,2007-09-07,2007-09-13,^GSPC
E00213,new_york,SS,2007,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2007-09-07,2007-09-07,2007-09-13,^GSPC
E00214,new_york,SS,2007,RL,RL,Ralph Lauren,1,2007-09-07,2007-09-07,2007-09-13,^GSPC
E00215,london,SS,2007,BRBY.L,BRBY.L,Burberry,1,2007-09-14,2007-09-14,2007-09-19,^FTSE
E00216,milan,SS,2007,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2007-09-20,2007-09-20,2007-09-25,FTSEMIB.MI
E00217,milan,SS,2007,1913.HK,1913.HK,Prada; Miu Miu,2,2007-09-20,2007-09-20,2007-09-25,FTSEMIB.MI
E00218,milan,SS,2007,BC.MI,BC.MI,Brunello Cucinelli,1,2007-09-20,2007-09-20,2007-09-25,FTSEMIB.MI
E00219,milan,SS,2007,MONC.MI,MONC.MI,Moncler,1,2007-09-20,2007-09-20,2007-09-25,FTSEMIB.MI
E00220,milan,SS,2007,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2007-09-20,2007-09-20,2007-09-25,FTSEMIB.MI
E00221,milan,SS,2007,MC.PA,MC.PA,Fendi,1,2007-09-20,2007-09-20,2007-09-25,FTSEMIB.MI
E00222,paris,SS,2007,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2007-09-26,2007-09-26,2007-10-01,^FCHI
E00223,paris,SS,2007,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2007-09-26,2007-09-26,2007-10-01,^FCHI
E00224,paris,SS,2007,RMS.PA,RMS.PA,Hermès,1,2007-09-26,2007-09-26,2007-10-01,^FCHI
E00225,new_york,FW,2008,CPRI,CPRI,Michael Kors,1,2008-02-08,2008-02-08,2008-02-14,^GSPC
E00226,new_york,FW,2008,TPR,TPR,Coach,1,2008-02-08,2008-02-08,2008-02-14,^GSPC
E00227,new_york,FW,2008,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2008-02-08,2008-02-08,2008-02-14,^GSPC
E00228,new_york,FW,2008,RL,RL,Ralph Lauren,1,2008-02-08,2008-02-08,2008-02-14,^GSPC
E00229,london,FW,2008,BRBY.L,BRBY.L,Burberry,1,2008-02-15,2008-02-15,2008-02-20,^FTSE
E00230,milan,FW,2008,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2008-02-21,2008-02-21,2008-02-26,FTSEMIB.MI
E00231,milan,FW,2008,1913.HK,1913.HK,Prada; Miu Miu,2,2008-02-21,2008-02-21,2008-02-26,FTSEMIB.MI
E00232,milan,FW,2008,BC.MI,BC.MI,Brunello Cucinelli,1,2008-02-21,2008-02-21,2008-02-26,FTSEMIB.MI
E00233,milan,FW,2008,MONC.MI,MONC.MI,Moncler,1,2008-02-21,2008-02-21,2008-02-26,FTSEMIB.MI
E00234,milan,FW,2008,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2008-02-21,2008-02-21,2008-02-26,FTSEMIB.MI
E00235,milan,FW,2008,MC.PA,MC.PA,Fendi,1,2008-02-21,2008-02-21,2008-02-26,FTSEMIB.MI
E00236,paris,FW,2008,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2008-02-27,2008-02-27,2008-03-03,^FCHI
E00237,paris,FW,2008,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2008-02-27,2008-02-27,2008-03-03,^FCHI
E00238,paris,FW,2008,RMS.PA,RMS.PA,Hermès,1,2008-02-27,2008-02-27,2008-03-03,^FCHI
E00239,new_york,SS,2008,CPRI,CPRI,Michael Kors,1,2008-09-12,2008-09-12,2008-09-18,^GSPC
E00240,new_york,SS,2008,TPR,TPR,Coach,1,2008-09-12,2008-09-12,2008-09-18,^GSPC
E00241,new_york,SS,2008,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2008-09-12,2008-09-12,2008-09-18,^GSPC
E00242,new_york,SS,2008,RL,RL,Ralph Lauren,1,2008-09-12,2008-09-12,2008-09-18,^GSPC
E00243,london,SS,2008,BRBY.L,BRBY.L,Burberry,1,2008-09-19,2008-09-19,2008-09-24,^FTSE
E00244,milan,SS,2008,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2008-09-25,2008-09-25,2008-09-30,FTSEMIB.MI
E00245,milan,SS,2008,1913.HK,1913.HK,Prada; Miu Miu,2,2008-09-25,2008-09-25,2008-09-30,FTSEMIB.MI
E00246,milan,SS,2008,BC.MI,BC.MI,Brunello Cucinelli,1,2008-09-25,2008-09-25,2008-09-30,FTSEMIB.MI
E00247,milan,SS,2008,MONC.MI,MONC.MI,Moncler,1,2008-09-25,2008-09-25,2008-09-30,FTSEMIB.MI
E00248,milan,SS,2008,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2008-09-25,2008-09-25,2008-09-30,FTSEMIB.MI
E00249,milan,SS,2008,MC.PA,MC.PA,Fendi,1,2008-09-25,2008-09-25,2008-09-30,FTSEMIB.MI
E00250,paris,SS,2008,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2008-10-01,2008-10-01,2008-10-06,^FCHI
E00251,paris,SS,2008,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2008-10-01,2008-10-01,2008-10-06,^FCHI
E00252,paris,SS,2008,RMS.PA,RMS.PA,Hermès,1,2008-10-01,2008-10-01,2008-10-06,^FCHI
E00253,new_york,FW,2009,CPRI,CPRI,Michael Kors,1,2009-02-13,2009-02-13,2009-02-19,^GSPC
E00254,new_york,FW,2009,TPR,TPR,Coach,1,2009-02-13,2009-02-13,2009-02-19,^GSPC
E00255,new_york,FW,2009,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2009-02-13,2009-02-13,2009-02-19,^GSPC
E00256,new_york,FW,2009,RL,RL,Ralph Lauren,1,2009-02-13,2009-02-13,2009-02-19,^GSPC
E00257,london,FW,2009,BRBY.L,BRBY.L,Burberry,1,2009-02-20,2009-02-20,2009-02-25,^FTSE
E00258,milan,FW,2009,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2009-02-26,2009-02-26,2009-03-03,FTSEMIB.MI
E00259,milan,FW,2009,1913.HK,1913.HK,Prada; Miu Miu,2,2009-02-26,2009-02-26,2009-03-03,FTSEMIB.MI
E00260,milan,FW,2009,BC.MI,BC.MI,Brunello Cucinelli,1,2009-02-26,2009-02-26,2009-03-03,FTSEMIB.MI
E00261,milan,FW,2009,MONC.MI,MONC.MI,Moncler,1,2009-02-26,2009-02-26,2009-03-03,FTSEMIB.MI
E00262,milan,FW,2009,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2009-02-26,2009-02-26,2009-03-03,FTSEMIB.MI
E00263,milan,FW,2009,MC.PA,MC.PA,Fendi,1,2009-02-26,2009-02-26,2009-03-03,FTSEMIB.MI
E00264,paris,FW,2009,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2009-03-04,2009-03-04,2009-03-09,^FCHI
E00265,paris,FW,2009,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2009-03-04,2009-03-04,2009-03-09,^FCHI
E00266,paris,FW,2009,RMS.PA,RMS.PA,Hermès,1,2009-03-04,2009-03-04,2009-03-09,^FCHI
E00267,new_york,SS,2009,CPRI,CPRI,Michael Kors,1,2009-09-11,2009-09-11,2009-09-17,^GSPC
E00268,new_york,SS,2009,TPR,TPR,Coach,1,2009-09-11,2009-09-11,2009-09-17,^GSPC
E00269,new_york,SS,2009,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2009-09-11,2009-09-11,2009-09-17,^GSPC
E00270,new_york,SS,2009,RL,RL,Ralph Lauren,1,2009-09-11,2009-09-11,2009-09-17,^GSPC
E00271,london,SS,2009,BRBY.L,BRBY.L,Burberry,1,2009-09-18,2009-09-18,2009-09-23,^FTSE
E00272,milan,SS,2009,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2009-09-24,2009-09-24,2009-09-29,FTSEMIB.MI
E00273,milan,SS,2009,1913.HK,1913.HK,Prada; Miu Miu,2,2009-09-24,2009-09-24,2009-09-29,FTSEMIB.MI
E00274,milan,SS,2009,BC.MI,BC.MI,Brunello Cucinelli,1,2009-09-24,2009-09-24,2009-09-29,FTSEMIB.MI
E00275,milan,SS,2009,MONC.MI,MONC.MI,Moncler,1,2009-09-24,2009-09-24,2009-09-29,FTSEMIB.MI
E00276,milan,SS,2009,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2009-09-24,2009-09-24,2009-09-29,FTSEMIB.MI
E00277,milan,SS,2009,MC.PA,MC.PA,Fendi,1,2009-09-24,2009-09-24,2009-09-29,FTSEMIB.MI
E00278,paris,SS,2009,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2009-09-30,2009-09-30,2009-10-05,^FCHI
E00279,paris,SS,2009,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2009-09-30,2009-09-30,2009-10-05,^FCHI
E00280,paris,SS,2009,RMS.PA,RMS.PA,Hermès,1,2009-09-30,2009-09-30,2009-10-05,^FCHI
E00281,new_york,FW,2010,CPRI,CPRI,Michael Kors,1,2010-02-12,2010-02-12,2010-02-18,^GSPC
E00282,new_york,FW,2010,TPR,TPR,Coach,1,2010-02-12,2010-02-12,2010-02-18,^GSPC
E00283,new_york,FW,2010,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2010-02-12,2010-02-12,2010-02-18,^GSPC
E00284,new_york,FW,2010,RL,RL,Ralph Lauren,1,2010-02-12,2010-02-12,2010-02-18,^GSPC
E00285,london,FW,2010,BRBY.L,BRBY.L,Burberry,1,2010-02-19,2010-02-19,2010-02-24,^FTSE
E00286,milan,FW,2010,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2010-02-25,2010-02-25,2010-03-02,FTSEMIB.MI
E00287,milan,FW,2010,1913.HK,1913.HK,Prada; Miu Miu,2,2010-02-25,2010-02-25,2010-03-02,FTSEMIB.MI
E00288,milan,FW,2010,BC.MI,BC.MI,Brunello Cucinelli,1,2010-02-25,2010-02-25,2010-03-02,FTSEMIB.MI
E00289,milan,FW,2010,MONC.MI,MONC.MI,Moncler,1,2010-02-25,2010-02-25,2010-03-02,FTSEMIB.MI
E00290,milan,FW,2010,SFER.MI,SFER.MI,Salvatore Ferragamo,1,2010-02-25,2010-02-25,2010-03-02,FTSEMIB.MI
E00291,milan,FW,2010,MC.PA,MC.PA,Fendi,1,2010-02-25,2010-02-25,2010-03-02,FTSEMIB.MI
