date,ticker,adj_close
2015-04-30,3402.T,841.2431640625
2015-05-01,3402.T,834.7813720703125
2015-05-07,3402.T,822.6654052734375
2015-05-08,3402.T,828.319580078125
2015-05-11,3402.T,828.7235107421875
2015-05-12,3402.T,827.108154296875
2015-05-13,3402.T,821.4540405273438
2015-05-14,3402.T,812.9729614257812
2015-05-15,3402.T,821.4540405273438
2015-05-18,3402.T,823.8772583007812
2015-05-19,3402.T,820.2423706054688
2015-05-20,3402.T,823.4732666015625
2015-05-21,3402.T,827.9158325195312
2015-05-22,3402.T,825.4926147460938
2015-05-25,3402.T,833.5697631835938
2015-05-26,3402.T,833.166015625
2015-05-27,3402.T,843.6664428710938
2015-05-28,3402.T,841.6470336914062
2015-05-29,3402.T,836.3969116210938
2015-06-01,3402.T,850.9359741210938
2015-06-02,3402.T,854.1668090820312
2015-06-03,3402.T,842.4547119140625
2015-06-04,3402.T,830.3388671875
2015-06-05,3402.T,821.4540405273438
2015-06-08,3402.T,815.396240234375
2015-06-09,3402.T,802.4725952148438
2015-06-10,3402.T,794.1529541015625
2015-06-11,3402.T,783.2487182617188
2015-06-12,3402.T,790.6795043945312
2015-06-15,3402.T,798.5145874023438
2015-06-16,3402.T,793.102783203125
2015-06-17,3402.T,791.08349609375
2015-06-18,3402.T,783.4909057617188
2015-06-19,3402.T,795.4454345703125
2015-06-22,3402.T,796.0108032226562
2015-06-23,3402.T,808.5303344726562
2015-06-24,3402.T,804.734130859375
2015-06-25,3402.T,810.9535522460938
2015-06-26,3402.T,834.377685546875
2015-06-29,3402.T,821.0501708984375
2015-06-30,3402.T,836.3969116210938
2015-07-01,3402.T,840.8392944335938
2015-07-02,3402.T,841.2431640625
2015-07-03,3402.T,830.7427978515625
2015-07-06,3402.T,817.0115966796875
2015-07-07,3402.T,819.8385620117188
2015-07-08,3402.T,791.5681762695312
2015-07-09,3402.T,794.2337646484375
2015-07-10,3402.T,782.117919921875
2015-07-13,3402.T,791.6490478515625
2015-07-14,3402.T,801.1801147460938
2015-07-15,3402.T,809.7421264648438
2015-07-16,3402.T,815.396240234375
2015-07-17,3402.T,818.6270141601562
2015-07-21,3402.T,823.0695190429688
2015-07-22,3402.T,803.8456420898438
2015-07-23,3402.T,797.5452880859375
2015-07-24,3402.T,796.9800415039062
2015-07-27,3402.T,786.9642944335938
2015-07-28,3402.T,777.7562255859375
2015-07-29,3402.T,784.298583984375
2015-07-30,3402.T,788.0142211914062
2015-07-31,3402.T,797.5452880859375
2015-08-03,3402.T,783.1680297851562
2015-08-04,3402.T,768.6290893554688
2015-08-05,3402.T,778.321533203125
2015-08-06,3402.T,791.5681762695312
2015-08-07,3402.T,821.4540405273438
2015-08-10,3402.T,869.9173583984375
2015-08-11,3402.T,877.1869506835938
2015-08-12,3402.T,875.1674194335938
2015-08-13,3402.T,890.918212890625
2015-08-14,3402.T,890.5142822265625
2015-08-17,3402.T,906.264892578125
2015-08-18,3402.T,904.2457275390625
2015-08-19,3402.T,886.8794555664062
2015-08-20,3402.T,898.1876831054688
2015-08-21,3402.T,865.8787231445312
2015-08-24,3402.T,830.3388671875
2015-08-25,3402.T,800.8569946289062
2015-08-26,3402.T,828.7235107421875
2015-08-27,3402.T,848.1088256835938
2015-08-28,3402.T,879.6100463867188
2015-08-31,3402.T,865.8787231445312
2015-09-01,3402.T,835.1851806640625
2015-09-02,3402.T,827.5119018554688
2015-09-03,3402.T,820.646240234375
2015-09-04,3402.T,815.396240234375
2015-09-07,3402.T,810.5496826171875
2015-09-08,3402.T,787.6104125976562
2015-09-09,3402.T,835.1851806640625
2015-09-10,3402.T,838.8201293945312
2015-09-11,3402.T,827.5119018554688
2015-09-14,3402.T,831.550537109375
2015-09-15,3402.T,835.5890502929688
2015-09-16,3402.T,842.4547119140625
2015-09-17,3402.T,850.1281127929688
2015-09-18,3402.T,823.0695190429688
2015-09-24,3402.T,842.051025390625
2015-09-25,3402.T,871.5328979492188
2015-09-28,3402.T,855.2879638671875
2015-09-29,3402.T,817.9249267578125
2015-09-30,3402.T,837.0125732421875
2015-10-01,3402.T,857.318603515625
2015-10-02,3402.T,864.62890625
2015-10-05,3402.T,869.095947265625
2015-10-06,3402.T,861.7858276367188
2015-10-07,3402.T,838.2310180664062
2015-10-08,3402.T,830.5146484375
2015-10-09,3402.T,845.5410766601562
2015-10-13,3402.T,847.1656494140625
2015-10-14,3402.T,835.7943725585938
2015-10-15,3402.T,829.7025146484375
2015-10-16,3402.T,845.1350708007812
2015-10-19,3402.T,844.728759765625
2015-10-20,3402.T,863.8163452148438
2015-10-21,3402.T,871.9387817382812
2015-10-22,3402.T,870.7206420898438
2015-10-23,3402.T,872.751220703125
2015-10-26,3402.T,873.1570434570312
2015-10-27,3402.T,852.851318359375
2015-10-28,3402.T,862.1920776367188
2015-10-29,3402.T,855.2879638671875
2015-10-30,3402.T,863.0043334960938
2015-11-02,3402.T,846.3534545898438
2015-11-04,3402.T,846.7594604492188
2015-11-05,3402.T,852.0390014648438
2015-11-06,3402.T,861.3798217773438
2015-11-09,3402.T,891.8387451171875
2015-11-10,3402.T,886.9652099609375
2015-11-11,3402.T,915.393798828125
2015-11-12,3402.T,912.9570922851562
2015-11-13,3402.T,910.9264526367188
2015-11-16,3402.T,903.6162719726562
2015-11-17,3402.T,926.7648315429688
2015-11-18,3402.T,913.3630981445312
2015-11-19,3402.T,914.5816040039062
2015-11-20,3402.T,914.5816040039062
2015-11-24,3402.T,917.4244384765625
2015-11-25,3402.T,921.0792846679688
2015-11-26,3402.T,912.9570922851562
2015-11-27,3402.T,917.0180053710938
2015-11-30,3402.T,908.8958129882812
2015-12-01,3402.T,920.6732177734375
2015-12-02,3402.T,919.4548950195312
2015-12-03,3402.T,912.5508422851562
2015-12-04,3402.T,899.1489868164062
2015-12-07,3402.T,902.8040161132812
2015-12-08,3402.T,888.1837768554688
2015-12-09,3402.T,875.1878051757812
2015-12-10,3402.T,877.2184448242188
2015-12-11,3402.T,889.8082885742188
2015-12-14,3402.T,886.9652099609375
2015-12-15,3402.T,871.12646484375
2015-12-16,3402.T,888.5897827148438
2015-12-17,3402.T,908.0836181640625
2015-12-18,3402.T,887.777587890625
2015-12-21,3402.T,891.0264892578125
2015-12-22,3402.T,902.8040161132812
2015-12-24,3402.T,901.1796264648438
2015-12-25,3402.T,901.1796264648438
2015-12-28,3402.T,909.7080078125
2015-12-29,3402.T,922.7039184570312
2015-12-30,3402.T,917.830322265625
2016-01-04,3402.T,895.9000854492188
2016-01-05,3402.T,890.6204223632812
2016-01-06,3402.T,883.7163696289062
2016-01-07,3402.T,861.3798217773438
2016-01-08,3402.T,851.6329345703125
2016-01-12,3402.T,828.4840087890625
2016-01-13,3402.T,847.1656494140625
2016-01-14,3402.T,838.6370239257812
2016-01-15,3402.T,834.575927734375
2016-01-18,3402.T,829.7025146484375
2016-01-19,3402.T,834.1697998046875
2016-01-20,3402.T,811.4271240234375
2016-01-21,3402.T,785.0294189453125
2016-01-22,3402.T,834.575927734375
2016-01-25,3402.T,842.6982421875
2016-01-26,3402.T,824.8290405273438
2016-01-27,3402.T,839.4492797851562
2016-01-28,3402.T,814.2699584960938
2016-01-29,3402.T,826.453369140625
2016-02-01,3402.T,847.5717163085938
2016-02-02,3402.T,832.5452880859375
2016-02-03,3402.T,805.985107421875
2016-02-04,3402.T,803.1422119140625
2016-02-05,3402.T,796.5631103515625
2016-02-08,3402.T,799.4059448242188
2016-02-09,3402.T,759.1190185546875
2016-02-10,3402.T,767.2413330078125
2016-02-12,3402.T,709.4100341796875
2016-02-15,3402.T,762.20556640625
2016-02-16,3402.T,761.1495361328125
2016-02-17,3402.T,737.594482421875
2016-02-18,3402.T,746.204345703125
2016-02-19,3402.T,736.3761596679688
2016-02-22,3402.T,742.2243041992188
2016-02-23,3402.T,734.3455810546875
2016-02-24,3402.T,735.0765991210938
2016-02-25,3402.T,748.3160400390625
2016-02-26,3402.T,758.8751831054688
2016-02-29,3402.T,733.2896728515625
2016-03-01,3402.T,728.659912109375
2016-03-02,3402.T,757.250732421875
2016-03-03,3402.T,749.1282958984375
2016-03-04,3402.T,759.6063842773438
2016-03-07,3402.T,741.087158203125
2016-03-08,3402.T,749.4533081054688
2016-03-09,3402.T,744.5798950195312
2016-03-10,3402.T,768.3783569335938
2016-03-11,3402.T,768.9470825195312
2016-03-14,3402.T,776.4196166992188
2016-03-15,3402.T,770.2465209960938
2016-03-16,3402.T,762.2865600585938
2016-03-17,3402.T,764.2360229492188
2016-03-18,3402.T,759.1190185546875
2016-03-22,3402.T,771.9522705078125
2016-03-23,3402.T,765.1293334960938
2016-03-24,3402.T,760.8246459960938
2016-03-25,3402.T,772.4395751953125
2016-03-28,3402.T,771.22119140625
2016-03-29,3402.T,788.3231811523438
2016-03-30,3402.T,790.45068359375
2016-03-31,3402.T,784.8863525390625
2016-04-01,3402.T,754.8558349609375
2016-04-04,3402.T,761.6475219726562
2016-04-05,3402.T,734.3173217773438
2016-04-06,3402.T,735.4628295898438
2016-04-07,3402.T,741.7636108398438
2016-04-08,3402.T,742.0907592773438
2016-04-11,3402.T,732.6807861328125
2016-04-12,3402.T,742.0088500976562
2016-04-13,3402.T,763.2839965820312
2016-04-14,3402.T,777.3583984375
2016-04-15,3402.T,766.9662475585938
2016-04-18,3402.T,748.9642944335938
2016-04-19,3402.T,773.6759033203125
2016-04-20,3402.T,780.8767700195312
2016-04-21,3402.T,795.4421997070312
2016-04-22,3402.T,795.1967163085938
2016-04-25,3402.T,792.5781860351562
2016-04-26,3402.T,789.63232421875
2016-04-27,3402.T,783.6589965820312
2016-04-28,3402.T,758.2926025390625
2016-05-02,3402.T,740.3723754882812
2016-05-06,3402.T,728.671142578125
2016-05-09,3402.T,733.3351440429688
2016-05-10,3402.T,750.191650390625
2016-05-11,3402.T,751.5827026367188
2016-05-12,3402.T,783.7409057617188
2016-05-13,3402.T,772.694091796875
2016-05-16,3402.T,770.6483764648438
2016-05-17,3402.T,771.548583984375
2016-05-18,3402.T,771.8757934570312
2016-05-19,3402.T,763.03857421875
2016-05-20,3402.T,766.066162109375
2016-05-23,3402.T,757.9651489257812
2016-05-24,3402.T,748.473388671875
2016-05-25,3402.T,757.2288208007812
2016-05-26,3402.T,761.6475219726562
2016-05-27,3402.T,766.393310546875
2016-05-30,3402.T,778.749267578125
2016-05-31,3402.T,784.8045654296875
2016-06-01,3402.T,777.9310913085938
2016-06-02,3402.T,758.7018432617188
2016-06-03,3402.T,771.139404296875
2016-06-06,3402.T,772.44873046875
2016-06-07,3402.T,765.9024658203125
2016-06-08,3402.T,766.229736328125
2016-06-09,3402.T,758.7835083007812
2016-06-10,3402.T,757.1469116210938
2016-06-13,3402.T,731.6167602539062
2016-06-14,3402.T,729.5712890625
2016-06-15,3402.T,732.598876953125
2016-06-16,3402.T,718.115234375
2016-06-17,3402.T,728.5075073242188
2016-06-20,3402.T,742.3361206054688
2016-06-21,3402.T,756.5740966796875
2016-06-22,3402.T,749.5370483398438
2016-06-23,3402.T,761.9747314453125
2016-06-24,3402.T,707.5596923828125
2016-06-27,3402.T,720.4066162109375
2016-06-28,3402.T,715.0878295898438
2016-06-29,3402.T,720.4066162109375
2016-06-30,3402.T,711.405517578125
2016-07-01,3402.T,710.1782836914062
2016-07-04,3402.T,732.43505859375
2016-07-05,3402.T,739.5541381835938
2016-07-06,3402.T,723.1886596679688
2016-07-07,3402.T,726.0526123046875
2016-07-08,3402.T,721.7157592773438
2016-07-11,3402.T,721.7157592773438
2016-07-12,3402.T,767.3754272460938
2016-07-13,3402.T,766.393310546875
2016-07-14,3402.T,779.4856567382812
2016-07-15,3402.T,779.4856567382812
2016-07-19,3402.T,781.2041625976562
2016-07-20,3402.T,770.48486328125
2016-07-21,3402.T,778.2583618164062
2016-07-22,3402.T,755.101318359375
2016-07-25,3402.T,759.1107177734375
2016-07-26,3402.T,742.3361206054688
2016-07-27,3402.T,767.1298217773438
2016-07-28,3402.T,769.175537109375
2016-07-29,3402.T,769.7483520507812
2016-08-01,3402.T,762.0565795898438
2016-08-02,3402.T,747.655029296875
2016-08-03,3402.T,742.4999389648438
2016-08-04,3402.T,757.8833618164062
2016-08-05,3402.T,770.07568359375
2016-08-08,3402.T,781.0404052734375
2016-08-09,3402.T,784.3136596679688
2016-08-10,3402.T,778.4219970703125
2016-08-12,3402.T,789.2232055664062
2016-08-15,3402.T,785.1318359375
2016-08-16,3402.T,780.1405639648438
2016-08-17,3402.T,801.7428588867188
2016-08-18,3402.T,800.5973510742188
2016-08-19,3402.T,819.9083251953125
2016-08-22,3402.T,806.8977661132812
2016-08-23,3402.T,796.1785888671875
2016-08-24,3402.T,805.0159301757812
2016-08-25,3402.T,798.7151489257812
2016-08-26,3402.T,798.7151489257812
2016-08-29,3402.T,816.4717407226562
2016-08-30,3402.T,809.1891479492188
2016-08-31,3402.T,815.3261108398438
2016-09-01,3402.T,811.7257690429688
2016-09-02,3402.T,811.5621337890625
2016-09-05,3402.T,796.8331909179688
2016-09-06,3402.T,798.3878784179688
2016-09-07,3402.T,809.1891479492188
2016-09-08,3402.T,804.9341430664062
2016-09-09,3402.T,796.4240112304688
2016-09-12,3402.T,788.4049072265625
2016-09-13,3402.T,792.7418212890625
2016-09-14,3402.T,791.1051635742188
2016-09-15,3402.T,788.1593627929688
2016-09-16,3402.T,786.359375
2016-09-20,3402.T,787.7503051757812
2016-09-21,3402.T,806.8977661132812
2016-09-23,3402.T,797.0786743164062
2016-09-26,3402.T,799.0426025390625
2016-09-27,3402.T,809.8436889648438
2016-09-28,3402.T,809.84375
2016-09-29,3402.T,817.013427734375
2016-09-30,3402.T,806.794677734375
2016-10-03,3402.T,800.1192016601562
2016-10-04,3402.T,803.4982299804688
2016-10-05,3402.T,771.9351806640625
2016-10-06,3402.T,784.2141723632812
2016-10-07,3402.T,777.7862548828125
2016-10-11,3402.T,782.071533203125
2016-10-12,3402.T,778.7750244140625
2016-10-13,3402.T,787.5929565429688
2016-10-14,3402.T,775.1489868164062
2016-10-17,3402.T,779.1870727539062
2016-10-18,3402.T,786.6040649414062
2016-10-19,3402.T,788.9939575195312
2016-10-20,3402.T,785.7799682617188
2016-10-21,3402.T,777.7862548828125
2016-10-24,3402.T,788.5820922851562
2016-10-25,3402.T,797.6470336914062
2016-10-26,3402.T,803.2509155273438
2016-10-27,3402.T,800.9434814453125
2016-10-28,3402.T,811.7390747070312
2016-10-31,3402.T,806.6296997070312
2016-11-01,3402.T,801.3553466796875
2016-11-02,3402.T,783.9668579101562
2016-11-04,3402.T,778.6102294921875
2016-11-07,3402.T,786.7688598632812
2016-11-08,3402.T,760.8096923828125
2016-11-09,3402.T,709.0562133789062
2016-11-10,3402.T,736.5812377929688
2016-11-11,3402.T,717.95654296875
2016-11-14,3402.T,726.1150512695312
2016-11-15,3402.T,730.565185546875
2016-11-16,3402.T,740.6193237304688
2016-11-17,3402.T,751.0027465820312
2016-11-18,3402.T,747.1295776367188
2016-11-21,3402.T,763.9412841796875
2016-11-22,3402.T,767.8145751953125
2016-11-24,3402.T,772.0999145507812
2016-11-25,3402.T,774.4074096679688
2016-11-28,3402.T,772.34716796875
2016-11-29,3402.T,768.8858642578125
2016-11-30,3402.T,765.9190673828125
2016-12-01,3402.T,766.248779296875
2016-12-02,3402.T,759.4911499023438
2016-12-05,3402.T,749.0252075195312
2016-12-06,3402.T,759.9856567382812
2016-12-07,3402.T,761.0569458007812
2016-12-08,3402.T,774.2425537109375
2016-12-09,3402.T,778.363037109375
2016-12-12,3402.T,774.654541015625
2016-12-13,3402.T,780.0111694335938
2016-12-14,3402.T,785.203125
2016-12-15,3402.T,787.1808471679688
2016-12-16,3402.T,786.7688598632812
2016-12-19,3402.T,788.8291015625
2016-12-20,3402.T,796.8229370117188
2016-12-21,3402.T,795.009765625
2016-12-22,3402.T,807.6185913085938
2016-12-26,3402.T,806.3001098632812
2016-12-27,3402.T,809.5139770507812
2016-12-28,3402.T,784.2965698242188
2016-12-29,3402.T,781.9065551757812
2016-12-30,3402.T,779.76416015625
2017-01-04,3402.T,797.6470336914062
2017-01-05,3402.T,800.5313110351562
2017-01-06,3402.T,804.9815063476562
2017-01-10,3402.T,800.1192016601562
2017-01-11,3402.T,808.5250244140625
2017-01-12,3402.T,794.9276123046875
2017-01-13,3402.T,804.8990478515625
2017-01-16,3402.T,797.9766845703125
2017-01-17,3402.T,789.1587524414062
2017-01-18,3402.T,794.9276123046875
2017-01-19,3402.T,806.217529296875
2017-01-20,3402.T,805.9703979492188
2017-01-23,3402.T,796.4108276367188
2017-01-24,3402.T,797.3173217773438
2017-01-25,3402.T,797.6470336914062
2017-01-26,3402.T,810.9149780273438
2017-01-27,3402.T,821.6282958984375
2017-01-30,3402.T,816.9310913085938
2017-01-31,3402.T,805.6408081054688
2017-02-01,3402.T,814.788330078125
2017-02-02,3402.T,806.3001098632812
2017-02-03,3402.T,811.4094848632812
2017-02-06,3402.T,807.2066040039062
2017-02-07,3402.T,803.1683349609375
2017-02-08,3402.T,803.9926147460938
2017-02-09,3402.T,799.7073364257812
2017-02-10,3402.T,815.859619140625
2017-02-13,3402.T,810.0909423828125
2017-02-14,3402.T,807.2889404296875
2017-02-15,3402.T,814.8707275390625
2017-02-16,3402.T,815.6123657226562
2017-02-17,3402.T,808.5250244140625
2017-02-20,3402.T,801.437744140625
2017-02-21,3402.T,811.9041137695312
2017-02-22,3402.T,840.5826416015625
2017-02-23,3402.T,838.5223999023438
2017-02-24,3402.T,831.5175170898438
2017-02-27,3402.T,819.9801635742188
2017-02-28,3402.T,828.2211303710938
2017-03-01,3402.T,829.4573364257812
2017-03-02,3402.T,831.9296875
2017-03-03,3402.T,831.1055297851562
2017-03-06,3402.T,822.6996459960938
2017-03-07,3402.T,823.4412231445312
2017-03-08,3402.T,817.7550048828125
2017-03-09,3402.T,819.07373046875
2017-03-10,3402.T,824.9246215820312
2017-03-13,3402.T,827.8090209960938
2017-03-14,3402.T,829.4573364257812
2017-03-15,3402.T,821.7930908203125
2017-03-16,3402.T,825.7489013671875
2017-03-17,3402.T,819.9801635742188
2017-03-21,3402.T,824.9246215820312
2017-03-22,3402.T,813.3049926757812
2017-03-23,3402.T,815.117919921875
2017-03-24,3402.T,831.9296875
2017-03-27,3402.T,818.9912109375
2017-03-28,3402.T,829.4573364257812
2017-03-29,3402.T,839.8306884765625
2017-03-30,3402.T,829.374267578125
2017-03-31,3402.T,819.083984375
2017-04-03,3402.T,823.8970947265625
2017-04-04,3402.T,819.5817260742188
2017-04-05,3402.T,817.00927734375
2017-04-06,3402.T,805.805908203125
2017-04-07,3402.T,815.3494873046875
2017-04-10,3402.T,818.5859375
2017-04-11,3402.T,812.9428100585938
2017-04-12,3402.T,801.4905395507812
2017-04-13,3402.T,795.847412109375
2017-04-14,3402.T,790.287353515625
2017-04-17,3402.T,791.1172485351562
2017-04-18,3402.T,797.6732177734375
2017-04-19,3402.T,794.8515625
2017-04-20,3402.T,798.3372192382812
2017-04-21,3402.T,797.3411865234375
2017-04-24,3402.T,802.9013061523438
2017-04-25,3402.T,808.62744140625
2017-04-26,3402.T,812.1958618164062
2017-04-27,3402.T,820.9095458984375
2017-04-28,3402.T,818.3369140625
2017-05-01,3402.T,813.5238037109375
2017-05-02,3402.T,821.2415771484375
2017-05-08,3402.T,829.1253051757812
2017-05-09,3402.T,825.22509765625
2017-05-10,3402.T,791.7809448242188
2017-05-11,3402.T,785.30810546875
2017-05-12,3402.T,783.8142700195312
2017-05-15,3402.T,769.5404052734375
2017-05-16,3402.T,768.2955932617188
2017-05-17,3402.T,773.6068725585938
2017-05-18,3402.T,761.0757446289062
2017-05-19,3402.T,775.4325561523438
2017-05-22,3402.T,770.4534301757812
2017-05-23,3402.T,765.6400756835938
2017-05-24,3402.T,765.9719848632812
2017-05-25,3402.T,765.22509765625
2017-05-26,3402.T,762.2376098632812
2017-05-29,3402.T,764.229248046875
2017-05-30,3402.T,771.1171875
2017-05-31,3402.T,767.5487670898438
2017-06-01,3402.T,774.9346923828125
2017-06-02,3402.T,779.1669921875
2017-06-05,3402.T,771.3662109375
2017-06-06,3402.T,763.2333984375
2017-06-07,3402.T,765.3911743164062
2017-06-08,3402.T,756.8433837890625
2017-06-09,3402.T,754.9346923828125
2017-06-12,3402.T,756.2623901367188
2017-06-13,3402.T,752.5281982421875
2017-06-14,3402.T,760.577880859375
2017-06-15,3402.T,756.8433837890625
2017-06-16,3402.T,764.893310546875
2017-06-19,3402.T,773.8557739257812
2017-06-20,3402.T,776.511474609375
2017-06-21,3402.T,774.436767578125
2017-06-22,3402.T,772.6939697265625
2017-06-23,3402.T,773.1919555664062
2017-06-26,3402.T,775.1007080078125
2017-06-27,3402.T,781.49072265625
2017-06-28,3402.T,787.3826293945312
2017-06-29,3402.T,784.89306640625
2017-06-30,3402.T,780.328857421875
2017-07-03,3402.T,794.6856079101562
2017-07-04,3402.T,792.4449462890625
2017-07-05,3402.T,799.2499389648438
2017-07-06,3402.T,801.9055786132812
2017-07-07,3402.T,794.1049194335938
2017-07-10,3402.T,793.4408569335938
2017-07-11,3402.T,803.2333374023438
2017-07-12,3402.T,802.4035034179688
2017-07-13,3402.T,800.90966796875
2017-07-14,3402.T,805.8888549804688
2017-07-17,3402.T,805.8888549804688
2017-07-18,3402.T,811.7811279296875
2017-07-19,3402.T,808.461669921875
2017-07-20,3402.T,816.3453369140625
2017-07-21,3402.T,818.5859375
2017-07-24,3402.T,829.8722534179688
2017-07-25,3402.T,820.6607055664062
2017-07-26,3402.T,815.5155029296875
2017-07-27,3402.T,822.0714721679688
2017-07-28,3402.T,827.714599609375
2017-07-31,3402.T,827.382568359375
2017-08-01,3402.T,832.77685546875
2017-08-02,3402.T,834.4365234375
2017-08-03,3402.T,834.4365234375
2017-08-04,3402.T,823.482177734375
2017-08-07,3402.T,846.4696655273438
2017-08-08,3402.T,844.81005859375
2017-08-09,3402.T,828.3785400390625
2017-08-10,3402.T,828.9592895507812
2017-08-11,3402.T,828.9592895507812
2017-08-14,3402.T,821.8224487304688
2017-08-15,3402.T,829.6233520507812
2017-08-16,3402.T,831.5320434570312
2017-08-17,3402.T,832.77685546875
2017-08-18,3402.T,824.0631103515625
2017-08-21,3402.T,818.8348999023438
2017-08-22,3402.T,817.673095703125
2017-08-23,3402.T,850.2040405273438
2017-08-24,3402.T,847.299560546875
2017-08-25,3402.T,854.353515625
2017-08-28,3402.T,868.876220703125
2017-08-29,3402.T,866.38671875
2017-08-30,3402.T,865.5567626953125
2017-08-31,3402.T,868.876220703125
2017-09-01,3402.T,863.0670776367188
2017-09-04,3402.T,853.9384765625
2017-09-05,3402.T,843.565185546875
2017-09-06,3402.T,848.9591674804688
2017-09-07,3402.T,848.9591674804688
2017-09-08,3402.T,851.86376953125
2017-09-11,3402.T,855.598388671875
2017-09-12,3402.T,860.16259765625
2017-09-13,3402.T,858.5028076171875
2017-09-14,3402.T,885.8885498046875
2017-09-15,3402.T,887.1334838867188
2017-09-18,3402.T,887.1334838867188
2017-09-19,3402.T,900.8262939453125
2017-09-20,3402.T,894.187255859375
2017-09-21,3402.T,895.017333984375
2017-09-22,3402.T,882.5690307617188
2017-09-25,3402.T,884.2289428710938
2017-09-26,3402.T,878.8345947265625
2017-09-27,3402.T,897.2134399414062
2017-09-28,3402.T,918.9336547851562
2017-09-29,3402.T,911.8328857421875
2017-10-02,3402.T,894.7072143554688
2017-10-03,3402.T,899.7195434570312
2017-10-04,3402.T,904.3143310546875
2017-10-05,3402.T,917.2626953125
2017-10-06,3402.T,914.3388061523438
2017-10-09,3402.T,914.3388061523438
2017-10-10,3402.T,915.5921630859375
2017-10-11,3402.T,906.4027709960938
2017-10-12,3402.T,902.2257690429688
2017-10-13,3402.T,900.5547485351562
2017-10-16,3402.T,900.97265625
2017-10-17,3402.T,909.3264770507812
2017-10-18,3402.T,912.6681518554688
2017-10-19,3402.T,910.997314453125
2017-10-20,3402.T,912.6681518554688
2017-10-23,3402.T,924.3636474609375
2017-10-24,3402.T,926.4520874023438
2017-10-25,3402.T,923.5281982421875
2017-10-26,3402.T,928.1229858398438
2017-10-27,3402.T,948.1723022460938
2017-10-30,3402.T,943.5777587890625
2017-10-31,3402.T,955.2733154296875
2017-11-01,3402.T,962.791748046875
2017-11-02,3402.T,975.3228759765625
2017-11-03,3402.T,975.3228759765625
2017-11-06,3402.T,979.9173583984375
2017-11-07,3402.T,992.4481811523438
2017-11-08,3402.T,998.7139282226562
2017-11-09,3402.T,984.5120239257812
2017-11-10,3402.T,976.5759887695312
2017-11-13,3402.T,938.1478271484375
