date,material,nowcast_z,direction,tickers
2022-09-01,leather,-0.895,flat,LE=F
2022-09-01,nylon,,flat,3402.T;CL=F
2022-09-01,polyester,-0.3106,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-09-01,technical,,flat,3402.T
2022-09-01,viscose,1.2949,long,LNZ.VI
2022-10-01,cotton,0.0,flat,CT=F
2022-10-01,denim,1.5595,long,CT=F
2022-10-01,leather,-0.2022,flat,LE=F
2022-10-01,nylon,,flat,3402.T;CL=F
2022-10-01,polyester,-0.4183,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-10-01,technical,3.1754,long,3402.T
2022-10-01,viscose,-0.9202,flat,LNZ.VI
2022-11-01,cotton,-0.4877,flat,CT=F
2022-11-01,denim,2.4952,long,CT=F
2022-11-01,leather,1.4415,long,LE=F
2022-11-01,nylon,,flat,3402.T;CL=F
2022-11-01,polyester,-1.4221,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-11-01,technical,2.1409,long,3402.T
2022-11-01,viscose,-0.9202,flat,LNZ.VI
2022-12-01,cotton,-0.9339,flat,CT=F
2022-12-01,denim,1.8814,long,CT=F
2022-12-01,leather,1.6765,long,LE=F
2022-12-01,nylon,,flat,3402.T;CL=F
2022-12-01,polyester,-2.1321,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-12-01,technical,1.6583,long,3402.T
2022-12-01,viscose,-0.9202,flat,LNZ.VI
2023-01-01,cotton,-1.0105,short,CT=F
2023-01-01,denim,1.6155,long,CT=F
2023-01-01,leather,1.3646,long,LE=F
2023-01-01,nylon,,flat,3402.T;CL=F
2023-01-01,polyester,-2.4863,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-01-01,technical,1.354,long,3402.T
2023-01-01,viscose,-0.9202,flat,LNZ.VI
2023-02-01,cotton,-0.6589,flat,CT=F
2023-02-01,denim,0.8104,flat,CT=F
2023-02-01,leather,0.7408,flat,LE=F
2023-02-01,nylon,,flat,3402.T;CL=F
2023-02-01,polyester,-0.6091,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-02-01,technical,3.0749,long,3402.T
2023-02-01,viscose,-0.9202,flat,LNZ.VI
2023-03-01,cotton,-0.8092,flat,CT=F
2023-03-01,denim,0.2855,flat,CT=F
2023-03-01,leather,0.117,flat,LE=F
2023-03-01,nylon,,flat,3402.T;CL=F
2023-03-01,polyester,-0.6091,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-03-01,technical,0.6232,flat,3402.T
2023-03-01,viscose,-0.9202,flat,LNZ.VI
2023-04-01,cotton,0.1618,flat,CT=F
2023-04-01,denim,0.6096,flat,CT=F
2023-04-01,leather,-0.2501,flat,LE=F
2023-04-01,nylon,,flat,3402.T;CL=F
2023-04-01,polyester,0.1091,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-04-01,technical,2.0471,long,3402.T
2023-04-01,viscose,0.0837,flat,LNZ.VI
2023-05-01,cotton,1.6908,long,CT=F
2023-05-01,denim,1.812,long,CT=F
2023-05-01,leather,-0.2645,flat,LE=F
2023-05-01,nylon,,flat,3402.T;CL=F
2023-05-01,polyester,0.1684,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-05-01,technical,0.2322,flat,3402.T
2023-05-01,viscose,1.0875,long,LNZ.VI
2023-06-01,cotton,1.5532,long,CT=F
2023-06-01,denim,0.8749,flat,CT=F
2023-06-01,leather,-0.777,flat,LE=F
2023-06-01,nylon,,flat,3402.T;CL=F
2023-06-01,polyester,0.3177,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-06-01,technical,0.1246,flat,3402.T
2023-06-01,viscose,1.0875,long,LNZ.VI
2023-07-01,cotton,2.3216,long,CT=F
2023-07-01,denim,-0.6129,flat,CT=F
2023-07-01,leather,-1.1262,short,LE=F
2023-07-01,nylon,,flat,3402.T;CL=F
2023-07-01,polyester,0.5383,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-07-01,technical,0.0,flat,3402.T
2023-07-01,viscose,1.0875,long,LNZ.VI
2023-08-01,cotton,1.1266,long,CT=F
2023-08-01,denim,-0.3755,flat,CT=F
2023-08-01,leather,-1.1262,short,LE=F
2023-08-01,nylon,,flat,3402.T;CL=F
2023-08-01,polyester,-0.3385,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-08-01,technical,-0.1618,flat,3402.T
2023-08-01,viscose,1.0875,long,LNZ.VI
2023-09-01,cotton,0.3339,flat,CT=F
2023-09-01,denim,1.1071,long,CT=F
2023-09-01,leather,-0.6377,flat,LE=F
2023-09-01,nylon,,flat,3402.T;CL=F
2023-09-01,polyester,-0.259,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-09-01,technical,-0.4282,flat,3402.T
2023-09-01,viscose,1.0875,long,LNZ.VI
2023-10-01,cotton,0.3022,flat,CT=F
2023-10-01,denim,2.9735,long,CT=F
2023-10-01,leather,-0.1808,flat,LE=F
2023-10-01,nylon,,flat,3402.T;CL=F
2023-10-01,polyester,0.8889,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-10-01,technical,-0.4282,flat,3402.T
2023-10-01,viscose,-0.9202,flat,LNZ.VI
2023-11-01,cotton,-0.4864,flat,CT=F
2023-11-01,denim,2.5898,long,CT=F
2023-11-01,leather,0.9776,flat,LE=F
2023-11-01,nylon,,flat,3402.T;CL=F
2023-11-01,polyester,-0.1778,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-11-01,technical,-0.4282,flat,3402.T
2023-11-01,viscose,-0.9202,flat,LNZ.VI
2023-12-01,cotton,-0.1556,flat,CT=F
2023-12-01,denim,3.574,long,CT=F
2023-12-01,leather,1.9122,long,LE=F
2023-12-01,nylon,,flat,3402.T;CL=F
2023-12-01,polyester,-0.1778,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-12-01,technical,-0.4282,flat,3402.T
2023-12-01,viscose,0.0837,flat,LNZ.VI
2024-01-01,cotton,-0.677,flat,CT=F
2024-01-01,denim,1.8494,long,CT=F
2024-01-01,leather,1.8455,long,LE=F
2024-01-01,nylon,,flat,3402.T;CL=F
2024-01-01,polyester,-1.4434,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-01-01,technical,-0.4282,flat,3402.T
2024-01-01,viscose,-1.0488,short,LNZ.VI
2024-02-01,cotton,-0.815,flat,CT=F
2024-02-01,denim,0.85,flat,CT=F
2024-02-01,leather,0.5793,flat,LE=F
2024-02-01,nylon,,flat,3402.T;CL=F
2024-02-01,polyester,-0.5118,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-02-01,technical,-0.4282,flat,3402.T
2024-02-01,viscose,0.0,flat,LNZ.VI
2024-03-01,cotton,0.0387,flat,CT=F
2024-03-01,denim,0.7204,flat,CT=F
2024-03-01,leather,0.1053,flat,LE=F
2024-03-01,nylon,,flat,3402.T;CL=F
2024-03-01,polyester,-0.5118,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-03-01,technical,-0.2887,flat,3402.T
2024-03-01,viscose,1.0181,long,LNZ.VI
2024-04-01,cotton,1.4558,long,CT=F
2024-04-01,denim,1.5232,long,CT=F
2024-04-01,leather,0.0921,flat,LE=F
2024-04-01,nylon,,flat,3402.T;CL=F
2024-04-01,polyester,4.0941,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-04-01,technical,-0.2887,flat,3402.T
2024-04-01,viscose,0.866,flat,LNZ.VI
2024-05-01,cotton,1.2094,long,CT=F
2024-05-01,denim,1.2679,long,CT=F
2024-05-01,leather,-0.4242,flat,LE=F
2024-05-01,nylon,,flat,3402.T;CL=F
2024-05-01,polyester,3.5,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-05-01,technical,,flat,3402.T
2024-05-01,viscose,0.7511,flat,LNZ.VI
2024-06-01,cotton,2.0529,long,CT=F
2024-06-01,denim,-0.1415,flat,CT=F
2024-06-01,leather,-0.9015,flat,LE=F
2024-06-01,nylon,,flat,3402.T;CL=F
2024-06-01,polyester,0.8789,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-06-01,technical,,flat,3402.T
2024-06-01,viscose,3.0043,long,LNZ.VI
2024-07-01,cotton,2.0831,long,CT=F
2024-07-01,denim,-0.4614,flat,CT=F
2024-07-01,leather,-1.2196,short,LE=F
2024-07-01,nylon,,flat,3402.T;CL=F
2024-07-01,polyester,0.7954,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-07-01,technical,,flat,3402.T
2024-07-01,viscose,2.1409,long,LNZ.VI
2024-08-01,cotton,1.0856,long,CT=F
2024-08-01,denim,-0.239,flat,CT=F
2024-08-01,leather,-1.0605,short,LE=F
2024-08-01,nylon,,flat,3402.T;CL=F
2024-08-01,polyester,0.0554,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-08-01,technical,,flat,3402.T
2024-08-01,viscose,1.7023,long,LNZ.VI
2024-09-01,cotton,0.6351,flat,CT=F
2024-09-01,denim,2.6179,long,CT=F
2024-09-01,leather,-0.2831,flat,LE=F
2024-09-01,nylon,,flat,3402.T;CL=F
2024-09-01,polyester,0.0,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-09-01,technical,,flat,3402.T
2024-09-01,viscose,0.1091,flat,LNZ.VI
2024-10-01,cotton,0.2007,flat,CT=F
2024-10-01,denim,2.5674,long,CT=F
2024-10-01,leather,0.8292,flat,LE=F
2024-10-01,nylon,,flat,3402.T;CL=F
2024-10-01,polyester,0.6351,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-10-01,technical,,flat,3402.T
2024-10-01,viscose,0.1091,flat,LNZ.VI
2024-11-01,cotton,-0.2029,flat,CT=F
2024-11-01,denim,1.7487,long,CT=F
2024-11-01,leather,1.3671,long,LE=F
2024-11-01,nylon,,flat,3402.T;CL=F
2024-11-01,polyester,-0.7954,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-11-01,technical,,flat,3402.T
2024-11-01,viscose,0.0,flat,LNZ.VI
2024-12-01,cotton,-0.69,flat,CT=F
2024-12-01,denim,2.6098,long,CT=F
2024-12-01,leather,2.1616,long,LE=F
2024-12-01,nylon,,flat,3402.T;CL=F
2024-12-01,polyester,-0.7954,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-12-01,technical,-0.2887,flat,3402.T
2024-12-01,viscose,-0.1315,flat,LNZ.VI
2025-01-01,cotton,0.0324,flat,CT=F
2025-01-01,denim,2.5689,long,CT=F
2025-01-01,leather,2.2939,long,LE=F
2025-01-01,nylon,3.1754,long,3402.T;CL=F
2025-01-01,polyester,-0.7954,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-01-01,technical,-0.2887,flat,3402.T
2025-01-01,viscose,-0.2057,flat,LNZ.VI
2025-02-01,cotton,-0.5528,flat,CT=F
2025-02-01,denim,0.7755,flat,CT=F
2025-02-01,leather,0.7134,flat,LE=F
2025-02-01,nylon,-0.4282,flat,3402.T;CL=F
2025-02-01,polyester,-0.1843,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-02-01,technical,-0.2887,flat,3402.T
2025-02-01,viscose,-0.4183,flat,LNZ.VI
2025-03-01,cotton,-0.2655,flat,CT=F
2025-03-01,denim,0.8248,flat,CT=F
2025-03-01,leather,0.1844,flat,LE=F
2025-03-01,nylon,-0.4282,flat,3402.T;CL=F
2025-03-01,polyester,-0.2559,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-03-01,technical,-0.2887,flat,3402.T
2025-03-01,viscose,-0.5528,flat,LNZ.VI
2025-04-01,cotton,1.9343,long,CT=F
2025-04-01,denim,1.3936,long,CT=F
2025-04-01,leather,0.146,flat,LE=F
2025-04-01,nylon,-0.4282,flat,3402.T;CL=F
2025-04-01,polyester,1.2768,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-04-01,technical,-0.2887,flat,3402.T
2025-04-01,viscose,0.5528,flat,LNZ.VI
2025-05-01,cotton,2.5735,long,CT=F
2025-05-01,denim,0.6718,flat,CT=F
2025-05-01,leather,-0.3618,flat,LE=F
2025-05-01,nylon,-0.4282,flat,3402.T;CL=F
2025-05-01,polyester,0.4704,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-05-01,technical,-0.2887,flat,3402.T
2025-05-01,viscose,1.5735,long,LNZ.VI
2025-06-01,cotton,2.708,long,CT=F
2025-06-01,denim,0.1576,flat,CT=F
2025-06-01,leather,-0.5177,flat,LE=F
2025-06-01,nylon,-0.4282,flat,3402.T;CL=F
2025-06-01,polyester,2.8488,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-06-01,technical,-0.2887,flat,3402.T
2025-06-01,viscose,1.2949,long,LNZ.VI
2025-07-01,cotton,2.011,long,CT=F
2025-07-01,denim,-1.0004,short,CT=F
2025-07-01,leather,-0.9713,flat,LE=F
2025-07-01,nylon,-0.4282,flat,3402.T;CL=F
2025-07-01,polyester,-0.336,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-07-01,technical,-0.2887,flat,3402.T
2025-07-01,viscose,3.3668,long,LNZ.VI
2025-08-01,cotton,1.9463,long,CT=F
2025-08-01,denim,-0.7359,flat,CT=F
2025-08-01,leather,-0.9428,flat,LE=F
2025-08-01,nylon,-0.4282,flat,3402.T;CL=F
2025-08-01,polyester,0.5416,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-08-01,technical,-0.2887,flat,3402.T
2025-08-01,viscose,1.5887,long,LNZ.VI
2025-09-01,cotton,1.7996,long,CT=F
2025-09-01,denim,2.8736,long,CT=F
2025-09-01,leather,-0.0591,flat,LE=F
2025-09-01,nylon,-0.4282,flat,3402.T;CL=F
2025-09-01,polyester,3.6959,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-09-01,technical,6.6395,long,3402.T
2025-09-01,viscose,2.1213,long,LNZ.VI
2025-10-01,cotton,1.2293,long,CT=F
2025-10-01,denim,2.5877,long,CT=F
2025-10-01,leather,1.4913,long,LE=F
2025-10-01,nylon,2.1409,long,3402.T;CL=F
2025-10-01,polyester,3.4246,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-10-01,technical,2.8154,long,3402.T
2025-10-01,viscose,1.0324,long,LNZ.VI
2025-11-01,cotton,0.607,flat,CT=F
2025-11-01,denim,2.0741,long,CT=F
2025-11-01,leather,2.343,long,LE=F
2025-11-01,nylon,1.6583,long,3402.T;CL=F
2025-11-01,polyester,1.0521,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-11-01,technical,1.9967,long,3402.T
2025-11-01,viscose,0.8738,flat,LNZ.VI
2025-12-01,cotton,0.2635,flat,CT=F
2025-12-01,denim,2.1781,long,CT=F
2025-12-01,leather,2.6002,long,LE=F
2025-12-01,nylon,3.385,long,3402.T;CL=F
2025-12-01,polyester,0.8903,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-12-01,technical,1.6583,long,3402.T
2025-12-01,viscose,0.7356,flat,LNZ.VI
2026-01-01,cotton,-0.6455,flat,CT=F
2026-01-01,denim,1.3515,long,CT=F
2026-01-01,leather,1.3563,long,LE=F
2026-01-01,nylon,0.8725,flat,3402.T;CL=F
2026-01-01,polyester,-0.4775,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-01-01,technical,1.354,long,3402.T
2026-01-01,viscose,-0.0554,flat,LNZ.VI
2026-02-01,cotton,-0.4901,flat,CT=F
2026-02-01,denim,0.2299,flat,CT=F
2026-02-01,leather,0.5614,flat,LE=F
2026-02-01,nylon,0.8725,flat,3402.T;CL=F
2026-02-01,polyester,0.7343,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-02-01,technical,1.1328,long,3402.T
2026-02-01,viscose,-0.1843,flat,LNZ.VI
2026-03-01,cotton,26.0535,long,CT=F
2026-03-01,denim,2.5967,long,CT=F
2026-03-01,leather,1.6271,long,LE=F
2026-03-01,nylon,5.1913,long,3402.T;CL=F
2026-03-01,polyester,14.7767,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-03-01,technical,1.9149,long,3402.T
2026-03-01,viscose,2.2184,long,LNZ.VI
2026-04-01,cotton,1.4423,long,CT=F
2026-04-01,denim,2.7461,long,CT=F
2026-04-01,leather,1.8084,long,LE=F
2026-04-01,nylon,4.3293,long,3402.T;CL=F
2026-04-01,polyester,1.6259,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-04-01,technical,0.6589,flat,3402.T
2026-04-01,viscose,2.841,long,LNZ.VI
2026-05-01,cotton,7.065,long,CT=F
2026-05-01,denim,8.0821,long,CT=F
2026-05-01,leather,5.8194,long,LE=F
2026-05-01,nylon,9.4229,long,3402.T;CL=F
2026-05-01,polyester,7.7924,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-05-01,technical,6.0753,long,3402.T
2026-05-01,viscose,8.3459,long,LNZ.VI
2026-06-01,cotton,2.1058,long,CT=F
2026-06-01,denim,2.1648,long,CT=F
2026-06-01,leather,2.6027,long,LE=F
2026-06-01,nylon,2.987,long,3402.T;CL=F
2026-06-01,polyester,1.7217,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-06-01,technical,2.8057,long,3402.T
2026-06-01,viscose,2.6464,long,LNZ.VI
2026-07-01,cotton,0.167,flat,CT=F
2026-07-01,denim,-0.1969,flat,CT=F
2026-07-01,leather,-0.349,flat,LE=F
2026-07-01,nylon,-0.0714,flat,3402.T;CL=F
2026-07-01,polyester,-0.0358,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-07-01,technical,-0.2887,flat,3402.T
2026-07-01,viscose,0.9433,flat,LNZ.VI
