level,key,season_code,material,share,n_looks,known_date,delta_vs_trail3,is_emergent
brand,alexander-mcqueen,FW2015,cashmere,0.0,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,cotton,0.204167,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,denim,0.010417,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,elastane,0.005208,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,leather,0.181875,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,linen,0.03125,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,nylon,0.00625,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,other,0.039583,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,polyester,0.209792,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,silk,0.072917,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,technical,0.052083,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,viscose,0.083333,48,2015-04-05,,False
brand,alexander-mcqueen,FW2015,wool,0.103125,48,2015-04-05,,False
brand,alexander-mcqueen,FW2016,cashmere,0.0,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,cotton,0.04359,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,denim,0.020513,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,elastane,0.0,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,leather,0.162821,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,linen,0.0,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,nylon,0.002564,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,other,0.024359,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,polyester,0.374359,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,silk,0.1,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,technical,0.0,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,viscose,0.092308,39,2016-04-05,,False
brand,alexander-mcqueen,FW2016,wool,0.179487,39,2016-04-05,,False
brand,alexander-mcqueen,FW2017,cashmere,0.0,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,cotton,0.0,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,denim,0.014545,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,elastane,0.083636,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,leather,0.123636,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,linen,0.0,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,nylon,0.096364,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,other,0.005455,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,polyester,0.242727,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,silk,0.012727,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,technical,0.0,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,viscose,0.257273,55,2017-04-05,,False
brand,alexander-mcqueen,FW2017,wool,0.163636,55,2017-04-05,,False
brand,alexander-mcqueen,FW2018,cashmere,0.0,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,cotton,0.045,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,denim,0.008333,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,elastane,0.058333,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,leather,0.134167,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,linen,0.0,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,nylon,0.05,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,other,0.006667,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,polyester,0.221667,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,silk,0.065,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,technical,0.011667,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,viscose,0.116667,60,2018-04-05,,False
brand,alexander-mcqueen,FW2018,wool,0.2825,60,2018-04-05,,False
brand,alexander-mcqueen,FW2019,cashmere,0.011667,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,cotton,0.011667,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,denim,0.0,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,elastane,0.048333,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,leather,0.160833,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,linen,0.0,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,nylon,0.069167,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,other,0.006667,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,polyester,0.225,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,silk,0.015,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,technical,0.005833,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,viscose,0.135833,60,2019-04-05,,False
brand,alexander-mcqueen,FW2019,wool,0.31,60,2019-04-05,,False
brand,alexander-mcqueen,FW2020,cashmere,0.0,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,cotton,0.02,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,denim,0.008333,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,elastane,0.085,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,leather,0.101667,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,linen,0.0,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,nylon,0.065833,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,other,0.004167,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,polyester,0.205,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,silk,0.016667,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,technical,0.011667,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,viscose,0.235,60,2020-04-05,,False
brand,alexander-mcqueen,FW2020,wool,0.246667,60,2020-04-05,,False
brand,alexander-mcqueen,FW2021,cashmere,0.0,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,cotton,0.006667,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,denim,0.029167,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,elastane,0.06,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,leather,0.076667,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,linen,0.0,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,nylon,0.051667,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,other,0.009167,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,polyester,0.246667,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,silk,0.028333,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,technical,0.05,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,viscose,0.268333,60,2021-04-05,,False
brand,alexander-mcqueen,FW2021,wool,0.173333,60,2021-04-05,,False
brand,alexander-mcqueen,FW2022,cashmere,0.0,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,cotton,0.0,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,denim,0.0,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,elastane,0.059167,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,leather,0.1825,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,linen,0.0,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,nylon,0.093333,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,other,0.008333,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,polyester,0.235,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,silk,0.011667,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,technical,0.043333,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,viscose,0.211667,60,2022-04-05,,False
brand,alexander-mcqueen,FW2022,wool,0.155,60,2022-04-05,,False
brand,alexander-mcqueen,FW2023,cashmere,0.005,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,cotton,0.011667,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,denim,0.0,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,elastane,0.096667,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,leather,0.104167,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,linen,0.0,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,nylon,0.064167,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,other,0.01,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,polyester,0.195,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,silk,0.025,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,technical,0.016667,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,viscose,0.126667,60,2023-04-05,,False
brand,alexander-mcqueen,FW2023,wool,0.345,60,2023-04-05,,False
brand,alexander-mcqueen,FW2024,cashmere,0.0,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,cotton,0.0,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,denim,0.01,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,elastane,0.053333,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,leather,0.205,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,linen,0.0,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,nylon,0.083333,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,other,0.040833,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,polyester,0.1925,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,silk,0.011667,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,technical,0.0,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,viscose,0.166667,60,2024-04-05,,False
brand,alexander-mcqueen,FW2024,wool,0.236667,60,2024-04-05,,False
brand,alexander-mcqueen,FW2025,cashmere,0.005,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,cotton,0.0,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,denim,0.005,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,elastane,0.048333,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,leather,0.119167,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,linen,0.0,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,nylon,0.098333,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,other,0.064167,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,polyester,0.174167,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,silk,0.016667,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,technical,0.0,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,viscose,0.219167,60,2025-04-05,,False
brand,alexander-mcqueen,FW2025,wool,0.25,60,2025-04-05,,False
brand,alexander-mcqueen,FW2026,cashmere,0.0,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,cotton,0.015,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,denim,0.005,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,elastane,0.065,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,leather,0.091667,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,linen,0.0,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,nylon,0.118333,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,other,0.001667,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,polyester,0.166667,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,silk,0.023333,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,technical,0.013333,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,viscose,0.229167,60,2026-04-05,,False
brand,alexander-mcqueen,FW2026,wool,0.270833,60,2026-04-05,,False
brand,alexander-mcqueen,SS2016,cashmere,0.0,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,cotton,0.006667,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,denim,0.01,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,elastane,0.063333,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,leather,0.016667,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,linen,0.015,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,nylon,0.075833,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,other,0.005,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,polyester,0.240833,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,silk,0.051667,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,technical,0.0,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,viscose,0.435,60,2015-11-05,,False
brand,alexander-mcqueen,SS2016,wool,0.08,60,2015-11-05,,False
brand,alexander-mcqueen,SS2017,cashmere,0.0,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,cotton,0.005,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,denim,0.0,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,elastane,0.06,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,leather,0.101667,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,linen,0.0,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,nylon,0.064167,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,other,0.019167,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,polyester,0.205,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,silk,0.031667,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,technical,0.011667,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,viscose,0.315,60,2016-11-05,,False
brand,alexander-mcqueen,SS2017,wool,0.186667,60,2016-11-05,,False
brand,alexander-mcqueen,SS2018,cashmere,0.0,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,cotton,0.011667,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,denim,0.0,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,elastane,0.055,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,leather,0.06,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,linen,0.0,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,nylon,0.056667,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,other,0.0,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,polyester,0.256667,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,silk,0.063333,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,technical,0.011667,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,viscose,0.293333,60,2017-11-05,,False
brand,alexander-mcqueen,SS2018,wool,0.191667,60,2017-11-05,,False
brand,alexander-mcqueen,SS2019,cashmere,0.0,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,cotton,0.011667,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,denim,0.0,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,elastane,0.0625,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,leather,0.155,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,linen,0.005,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,nylon,0.065,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,other,0.0025,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,polyester,0.236667,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,silk,0.011667,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,technical,0.034167,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,viscose,0.3375,60,2018-11-05,,False
brand,alexander-mcqueen,SS2019,wool,0.078333,60,2018-11-05,,False
brand,alexander-mcqueen,SS2020,cashmere,0.0,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,cotton,0.023333,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,denim,0.001667,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,elastane,0.093333,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,leather,0.103333,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,linen,0.0,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,nylon,0.024167,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,other,0.0,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,polyester,0.195,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,silk,0.011667,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,technical,0.006667,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,viscose,0.405833,60,2019-11-05,,False
brand,alexander-mcqueen,SS2020,wool,0.135,60,2019-11-05,,False
brand,alexander-mcqueen,SS2021,cashmere,0.0,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,cotton,0.148276,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,denim,0.081034,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,elastane,0.056897,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,leather,0.07931,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,linen,0.0,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,nylon,0.013793,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,other,0.001724,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,polyester,0.17069,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,silk,0.010345,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,technical,0.003448,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,viscose,0.168966,29,2020-11-05,,False
brand,alexander-mcqueen,SS2021,wool,0.265517,29,2020-11-05,,False
brand,alexander-mcqueen,SS2022,cashmere,0.0,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,cotton,0.0,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,denim,0.0,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,elastane,0.053846,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,leather,0.053846,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,linen,0.0,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,nylon,0.023077,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,other,0.0,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,polyester,0.353846,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,silk,0.0,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,technical,0.023077,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,viscose,0.284615,13,2021-11-05,,False
brand,alexander-mcqueen,SS2022,wool,0.207692,13,2021-11-05,,False
brand,alexander-mcqueen,SS2023,cashmere,0.0,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,cotton,0.058333,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,denim,0.008333,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,elastane,0.091667,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,leather,0.058333,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,linen,0.0,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,nylon,0.125,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,other,0.0,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,polyester,0.258333,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,silk,0.0,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,technical,0.058333,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,viscose,0.225,12,2022-11-05,,False
brand,alexander-mcqueen,SS2023,wool,0.116667,12,2022-11-05,,False
brand,alexander-mcqueen,SS2024,cashmere,0.0,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,cotton,0.075,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,denim,0.0,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,elastane,0.1125,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,leather,0.025,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,linen,0.0,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,nylon,0.025,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,other,0.0,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,polyester,0.283333,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,silk,0.058333,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,technical,0.079167,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,viscose,0.208333,12,2023-11-05,,False
brand,alexander-mcqueen,SS2024,wool,0.133333,12,2023-11-05,,False
brand,alexander-mcqueen,SS2025,cashmere,0.0,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,cotton,0.0,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,denim,0.0,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,elastane,0.075,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,leather,0.025,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,linen,0.0,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,nylon,0.033333,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,other,0.0,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,polyester,0.208333,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,silk,0.0,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,technical,0.0,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,viscose,0.333333,12,2024-11-05,,False
brand,alexander-mcqueen,SS2025,wool,0.325,12,2024-11-05,,False
brand,alexander-mcqueen,SS2026,cashmere,0.0,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,cotton,0.14,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,denim,0.0,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,elastane,0.15,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,leather,0.0,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,linen,0.0,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,nylon,0.1,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,other,0.0,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,polyester,0.3,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,silk,0.03,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,technical,0.0,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,viscose,0.14,10,2025-11-05,,False
brand,alexander-mcqueen,SS2026,wool,0.14,10,2025-11-05,,False
brand,balenciaga,FW2015,cashmere,0.0,21,2015-04-05,,False
brand,balenciaga,FW2015,cotton,0.0,21,2015-04-05,,False
brand,balenciaga,FW2015,denim,0.0,21,2015-04-05,,False
brand,balenciaga,FW2015,elastane,0.078571,21,2015-04-05,,False
brand,balenciaga,FW2015,leather,0.095238,21,2015-04-05,,False
brand,balenciaga,FW2015,linen,0.0,21,2015-04-05,,False
brand,balenciaga,FW2015,nylon,0.080952,21,2015-04-05,,False
brand,balenciaga,FW2015,other,0.014286,21,2015-04-05,,False
brand,balenciaga,FW2015,polyester,0.252381,21,2015-04-05,,False
brand,balenciaga,FW2015,silk,0.0,21,2015-04-05,,False
brand,balenciaga,FW2015,technical,0.045238,21,2015-04-05,,False
brand,balenciaga,FW2015,viscose,0.128571,21,2015-04-05,,False
brand,balenciaga,FW2015,wool,0.304762,21,2015-04-05,,False
brand,balenciaga,FW2016,cashmere,0.0,21,2016-04-05,,False
brand,balenciaga,FW2016,cotton,0.0,21,2016-04-05,,False
brand,balenciaga,FW2016,denim,0.02381,21,2016-04-05,,False
brand,balenciaga,FW2016,elastane,0.028571,21,2016-04-05,,False
brand,balenciaga,FW2016,leather,0.057143,21,2016-04-05,,False
brand,balenciaga,FW2016,linen,0.0,21,2016-04-05,,False
brand,balenciaga,FW2016,nylon,0.052381,21,2016-04-05,,False
brand,balenciaga,FW2016,other,0.004762,21,2016-04-05,,False
brand,balenciaga,FW2016,polyester,0.22381,21,2016-04-05,,False
brand,balenciaga,FW2016,silk,0.0,21,2016-04-05,,False
brand,balenciaga,FW2016,technical,0.07619,21,2016-04-05,,False
brand,balenciaga,FW2016,viscose,0.066667,21,2016-04-05,,False
brand,balenciaga,FW2016,wool,0.466667,21,2016-04-05,,False
brand,balenciaga,FW2017,cashmere,0.0,21,2017-04-05,,False
brand,balenciaga,FW2017,cotton,0.0,21,2017-04-05,,False
brand,balenciaga,FW2017,denim,0.0,21,2017-04-05,,False
brand,balenciaga,FW2017,elastane,0.069048,21,2017-04-05,,False
brand,balenciaga,FW2017,leather,0.085714,21,2017-04-05,,False
brand,balenciaga,FW2017,linen,0.0,21,2017-04-05,,False
brand,balenciaga,FW2017,nylon,0.069048,21,2017-04-05,,False
brand,balenciaga,FW2017,other,0.014286,21,2017-04-05,,False
brand,balenciaga,FW2017,polyester,0.247619,21,2017-04-05,,False
brand,balenciaga,FW2017,silk,0.0,21,2017-04-05,,False
brand,balenciaga,FW2017,technical,0.0,21,2017-04-05,,False
brand,balenciaga,FW2017,viscose,0.138095,21,2017-04-05,,False
brand,balenciaga,FW2017,wool,0.37619,21,2017-04-05,,False
brand,balenciaga,FW2018,cashmere,0.045,20,2018-04-05,,False
brand,balenciaga,FW2018,cotton,0.0,20,2018-04-05,,False
brand,balenciaga,FW2018,denim,0.0,20,2018-04-05,,False
brand,balenciaga,FW2018,elastane,0.13,20,2018-04-05,,False
brand,balenciaga,FW2018,leather,0.015,20,2018-04-05,,False
brand,balenciaga,FW2018,linen,0.0,20,2018-04-05,,False
brand,balenciaga,FW2018,nylon,0.02,20,2018-04-05,,False
brand,balenciaga,FW2018,other,0.0,20,2018-04-05,,False
brand,balenciaga,FW2018,polyester,0.32,20,2018-04-05,,False
brand,balenciaga,FW2018,silk,0.0,20,2018-04-05,,False
brand,balenciaga,FW2018,technical,0.0,20,2018-04-05,,False
brand,balenciaga,FW2018,viscose,0.14,20,2018-04-05,,False
brand,balenciaga,FW2018,wool,0.33,20,2018-04-05,,False
brand,balenciaga,FW2019,cashmere,0.0,19,2019-04-05,,False
brand,balenciaga,FW2019,cotton,0.0,19,2019-04-05,,False
brand,balenciaga,FW2019,denim,0.005263,19,2019-04-05,,False
brand,balenciaga,FW2019,elastane,0.042105,19,2019-04-05,,False
brand,balenciaga,FW2019,leather,0.065789,19,2019-04-05,,False
brand,balenciaga,FW2019,linen,0.0,19,2019-04-05,,False
brand,balenciaga,FW2019,nylon,0.060526,19,2019-04-05,,False
brand,balenciaga,FW2019,other,0.0,19,2019-04-05,,False
brand,balenciaga,FW2019,polyester,0.173684,19,2019-04-05,,False
brand,balenciaga,FW2019,silk,0.021053,19,2019-04-05,,False
brand,balenciaga,FW2019,technical,0.0,19,2019-04-05,,False
brand,balenciaga,FW2019,viscose,0.105263,19,2019-04-05,,False
brand,balenciaga,FW2019,wool,0.526316,19,2019-04-05,,False
brand,balenciaga,FW2020,cashmere,0.0,19,2020-04-05,,False
brand,balenciaga,FW2020,cotton,0.036842,19,2020-04-05,,False
brand,balenciaga,FW2020,denim,0.0,19,2020-04-05,,False
brand,balenciaga,FW2020,elastane,0.065789,19,2020-04-05,,False
brand,balenciaga,FW2020,leather,0.081579,19,2020-04-05,,False
brand,balenciaga,FW2020,linen,0.0,19,2020-04-05,,False
brand,balenciaga,FW2020,nylon,0.047368,19,2020-04-05,,False
brand,balenciaga,FW2020,other,0.005263,19,2020-04-05,,False
brand,balenciaga,FW2020,polyester,0.215789,19,2020-04-05,,False
brand,balenciaga,FW2020,silk,0.0,19,2020-04-05,,False
brand,balenciaga,FW2020,technical,0.178947,19,2020-04-05,,False
